Header_line;23
location;Drammen - Norway
year_of_construction;1961
floor_area;5273
number_of_users;170
building_category;Sch
energy_label;B
central_heating_system;1
dhw_heat_source;SC,HWH
sh_heat_source;GSHP,EB
ventilation_heat_source;GSHP,EB
snow_melt_heat_source;None
ventilation_types;DCV
night_setback;1
lighting_control;1
timestamp_format;%Y-%m-%dT%H:%M:%S%z
time_zone;Etc/Gmt-1
building_id;6432

;Weather variable;Weather variable;Weather variable;Weather variable;Electricity import;Heat use;Heat production;Heat production
;C;W/m2;m/s;deg;Wh;Wh;Wh;Wh
;Temperature Outdoor;Global Solar Horizontal Radiation;Wind_speed;Wind_dir;Electricity imported ;Space heating = HtRoom + HtVent;Heat from heat pumps;Solar collector heat produced
TimeStamp;Tout;SolGlob;WindSpd;WindDir;ElImp;HtSpace;HtHP;HtSC
2018-01-01T00:00:00+0100;-2.2;0.0;1.19;312.69;29000.0;40000.0;0.0;0.0
2018-01-01T01:00:00+0100;-2.12;0.0;0.78;313.32;29000.0;30000.0;100000.0;0.0
2018-01-01T02:00:00+0100;-2.21;0.0;0.54;349.24;28000.0;30000.0;0.0;0.0
2018-01-01T03:00:00+0100;-1.97;0.0;0.7;353.57;29000.0;30000.0;0.0;0.0
2018-01-01T04:00:00+0100;-1.62;0.0;0.7;62.23;29000.0;30000.0;100000.0;0.0
2018-01-01T05:00:00+0100;-1.95;0.0;0.96;211.33;48000.0;40000.0;100000.0;0.0
2018-01-01T06:00:00+0100;-1.39;0.0;1.66;185.76;34000.0;30000.0;0.0;0.0
2018-01-01T07:00:00+0100;-0.93;-0.0;2.44;202.93;28000.0;30000.0;0.0;0.0
2018-01-01T08:00:00+0100;-0.8;0.0;2.94;202.74;34000.0;30000.0;100000.0;0.0
2018-01-01T09:00:00+0100;-0.67;5.62;2.72;209.41;31000.0;30000.0;0.0;0.0
2018-01-01T10:00:00+0100;-0.37;32.86;1.74;212.83;27000.0;20000.0;0.0;0.0
2018-01-01T11:00:00+0100;0.02;47.72;1.62;254.16;26000.0;20000.0;0.0;0.0
2018-01-01T12:00:00+0100;0.33;61.44;1.2;279.75;31000.0;20000.0;100000.0;0.0
2018-01-01T13:00:00+0100;0.45;52.87;1.4;206.49;29000.0;30000.0;0.0;0.0
2018-01-01T14:00:00+0100;0.42;22.77;1.33;236.23;31000.0;30000.0;0.0;0.0
2018-01-01T15:00:00+0100;0.35;0.99;1.28;229.37;29000.0;20000.0;100000.0;0.0
2018-01-01T16:00:00+0100;0.26;0.0;2.13;217.59;22000.0;30000.0;0.0;0.0
2018-01-01T17:00:00+0100;0.25;0.0;1.65;204.8;21000.0;20000.0;0.0;0.0
2018-01-01T18:00:00+0100;0.24;0.0;1.09;206.38;29000.0;20000.0;0.0;0.0
2018-01-01T19:00:00+0100;0.12;0.0;2.11;268.66;29000.0;30000.0;0.0;0.0
2018-01-01T20:00:00+0100;0.06;0.0;1.62;267.49;29000.0;20000.0;100000.0;0.0
2018-01-01T21:00:00+0100;0.0;0.0;2.11;266.74;31000.0;40000.0;0.0;0.0
2018-01-01T22:00:00+0100;-0.23;0.0;1.18;324.38;29000.0;30000.0;0.0;0.0
2018-01-01T23:00:00+0100;0.27;0.0;2.51;284.97;28000.0;20000.0;100000.0;0.0
2018-01-02T00:00:00+0100;0.19;0.0;2.47;282.47;29000.0;30000.0;0.0;0.0
2018-01-02T01:00:00+0100;-0.0;0.0;2.97;286.47;29000.0;30000.0;0.0;0.0
2018-01-02T02:00:00+0100;-0.46;0.0;4.18;292.13;28000.0;30000.0;100000.0;0.0
2018-01-02T03:00:00+0100;-0.71;0.0;4.43;288.96;32000.0;40000.0;0.0;0.0
2018-01-02T04:00:00+0100;-0.88;0.0;3.64;288.02;31000.0;40000.0;100000.0;0.0
2018-01-02T05:00:00+0100;-0.74;0.0;3.52;288.62;33000.0;50000.0;0.0;0.0
2018-01-02T06:00:00+0100;-0.88;0.0;3.13;295.16;68000.0;70000.0;100000.0;0.0
2018-01-02T07:00:00+0100;-1.3;-0.0;3.48;289.47;86000.0;110000.0;100000.0;0.0
2018-01-02T08:00:00+0100;-1.58;0.0;3.37;294.1;84000.0;100000.0;100000.0;0.0
2018-01-02T09:00:00+0100;-1.59;6.77;2.91;294.66;86000.0;100000.0;100000.0;0.0
2018-01-02T10:00:00+0100;-2.26;51.05;3.65;293.63;80000.0;100000.0;100000.0;0.0
2018-01-02T11:00:00+0100;-2.38;89.38;2.77;283.28;81000.0;80000.0;100000.0;0.0
2018-01-02T12:00:00+0100;-2.05;100.12;2.58;294.32;91000.0;80000.0;100000.0;0.0
2018-01-02T13:00:00+0100;-2.14;81.37;2.78;290.32;89000.0;90000.0;100000.0;0.0
2018-01-02T14:00:00+0100;-1.42;40.07;2.77;291.5;91000.0;70000.0;0.0;0.0
2018-01-02T15:00:00+0100;-1.29;2.14;3.06;291.66;82000.0;70000.0;100000.0;0.0
2018-01-02T16:00:00+0100;-1.95;0.0;3.23;287.64;58000.0;70000.0;0.0;0.0
2018-01-02T17:00:00+0100;-2.86;0.0;2.88;287.17;55000.0;40000.0;0.0;0.0
2018-01-02T18:00:00+0100;-3.2;0.0;2.81;290.8;53000.0;50000.0;100000.0;0.0
2018-01-02T19:00:00+0100;-3.27;0.0;2.64;291.08;52000.0;40000.0;0.0;0.0
2018-01-02T20:00:00+0100;-3.7;0.0;2.79;285.24;53000.0;50000.0;100000.0;0.0
2018-01-02T21:00:00+0100;-3.93;0.0;2.71;285.94;53000.0;40000.0;0.0;0.0
2018-01-02T22:00:00+0100;-4.49;0.0;2.08;272.55;43000.0;30000.0;0.0;0.0
2018-01-02T23:00:00+0100;-5.01;0.0;0.82;292.25;41000.0;30000.0;100000.0;0.0
2018-01-03T00:00:00+0100;-4.48;0.0;0.81;11.93;38000.0;30000.0;0.0;0.0
2018-01-03T01:00:00+0100;-4.2;0.0;1.09;23.04;44000.0;30000.0;0.0;0.0
2018-01-03T02:00:00+0100;-4.1;0.0;1.49;310.1;40000.0;30000.0;0.0;0.0
2018-01-03T03:00:00+0100;-4.14;0.0;1.83;342.45;41000.0;30000.0;100000.0;0.0
2018-01-03T04:00:00+0100;-3.9;0.0;2.75;355.52;43000.0;50000.0;0.0;0.0
2018-01-03T05:00:00+0100;-3.59;0.0;2.11;359.37;46000.0;50000.0;100000.0;0.0
2018-01-03T06:00:00+0100;-3.12;0.0;2.67;2.22;79000.0;70000.0;100000.0;0.0
2018-01-03T07:00:00+0100;-2.83;-0.0;1.87;349.11;91000.0;90000.0;0.0;0.0
2018-01-03T08:00:00+0100;-2.34;0.0;2.25;359.87;94000.0;90000.0;100000.0;0.0
2018-01-03T09:00:00+0100;-1.96;0.21;2.59;65.09;98000.0;80000.0;100000.0;0.0
2018-01-03T10:00:00+0100;-1.49;2.28;3.21;54.34;89000.0;70000.0;100000.0;0.0
2018-01-03T11:00:00+0100;-0.95;4.12;3.4;58.43;91000.0;60000.0;0.0;0.0
2018-01-03T12:00:00+0100;-0.46;6.76;3.48;59.41;96000.0;70000.0;100000.0;0.0
2018-01-03T13:00:00+0100;-0.06;7.86;4.06;58.07;84000.0;60000.0;0.0;0.0
2018-01-03T14:00:00+0100;0.01;2.9;4.22;59.32;84000.0;50000.0;100000.0;0.0
2018-01-03T15:00:00+0100;-0.05;0.09;4.3;58.7;80000.0;60000.0;0.0;0.0
2018-01-03T16:00:00+0100;-0.19;0.0;5.15;48.53;60000.0;40000.0;0.0;0.0
2018-01-03T17:00:00+0100;-0.13;0.0;4.75;41.73;36000.0;40000.0;100000.0;0.0
2018-01-03T18:00:00+0100;-0.06;0.0;5.21;43.01;38000.0;50000.0;0.0;0.0
2018-01-03T19:00:00+0100;0.08;0.0;5.0;39.49;36000.0;40000.0;100000.0;0.0
2018-01-03T20:00:00+0100;0.27;0.0;4.64;34.16;38000.0;50000.0;0.0;0.0
2018-01-03T21:00:00+0100;0.27;0.0;5.13;36.52;48000.0;40000.0;0.0;0.0
2018-01-03T22:00:00+0100;0.28;0.0;4.66;24.71;41000.0;20000.0;100000.0;0.0
2018-01-03T23:00:00+0100;0.27;0.0;4.59;22.3;39000.0;30000.0;0.0;0.0
2018-01-04T00:00:00+0100;0.26;0.0;4.45;20.67;40000.0;20000.0;0.0;0.0
2018-01-04T01:00:00+0100;0.28;0.0;4.9;31.32;41000.0;30000.0;0.0;0.0
2018-01-04T02:00:00+0100;0.31;0.0;4.84;26.34;39000.0;20000.0;100000.0;0.0
2018-01-04T03:00:00+0100;0.26;0.0;4.26;21.39;38000.0;30000.0;0.0;0.0
2018-01-04T04:00:00+0100;0.22;0.0;4.31;24.45;43000.0;30000.0;0.0;0.0
2018-01-04T05:00:00+0100;0.3;0.0;4.27;25.15;41000.0;40000.0;0.0;0.0
2018-01-04T06:00:00+0100;0.31;0.0;3.73;16.25;77000.0;60000.0;100000.0;0.0
2018-01-04T07:00:00+0100;0.45;-0.0;3.62;17.35;84000.0;80000.0;100000.0;0.0
2018-01-04T08:00:00+0100;0.49;0.0;3.82;25.86;86000.0;70000.0;100000.0;0.0
2018-01-04T09:00:00+0100;0.55;0.58;3.4;24.97;89000.0;70000.0;0.0;0.0
2018-01-04T10:00:00+0100;0.5;4.65;3.03;11.88;89000.0;60000.0;100000.0;0.0
2018-01-04T11:00:00+0100;0.58;6.58;2.5;356.19;84000.0;70000.0;0.0;0.0
2018-01-04T12:00:00+0100;0.7;21.3;2.89;6.19;86000.0;60000.0;100000.0;0.0
2018-01-04T13:00:00+0100;0.75;7.22;2.9;357.02;84000.0;60000.0;100000.0;0.0
2018-01-04T14:00:00+0100;0.68;2.33;2.74;354.22;82000.0;60000.0;0.0;0.0
2018-01-04T15:00:00+0100;0.59;0.37;2.58;352.22;72000.0;50000.0;100000.0;0.0
2018-01-04T16:00:00+0100;0.36;0.0;3.04;358.17;50000.0;50000.0;0.0;0.0
2018-01-04T17:00:00+0100;0.4;0.0;3.04;356.69;36000.0;20000.0;0.0;0.0
2018-01-04T18:00:00+0100;0.5;0.0;3.03;358.0;39000.0;40000.0;0.0;0.0
2018-01-04T19:00:00+0100;0.51;0.0;2.68;359.24;38000.0;30000.0;100000.0;0.0
2018-01-04T20:00:00+0100;0.63;0.0;2.88;11.14;41000.0;40000.0;0.0;0.0
2018-01-04T21:00:00+0100;0.59;0.0;2.87;9.58;38000.0;30000.0;0.0;0.0
2018-01-04T22:00:00+0100;0.52;0.0;3.08;0.32;31000.0;20000.0;0.0;0.0
2018-01-04T23:00:00+0100;0.27;0.0;3.25;3.86;32000.0;30000.0;100000.0;0.0
2018-01-05T00:00:00+0100;0.13;0.0;3.22;358.85;34000.0;20000.0;0.0;0.0
2018-01-05T01:00:00+0100;0.04;0.0;3.19;0.24;28000.0;20000.0;0.0;0.0
2018-01-05T02:00:00+0100;-0.07;0.0;3.2;358.45;34000.0;20000.0;0.0;0.0
2018-01-05T03:00:00+0100;-0.16;0.0;3.56;359.7;31000.0;30000.0;0.0;0.0
2018-01-05T04:00:00+0100;-0.34;0.0;3.4;3.34;36000.0;40000.0;100000.0;0.0
2018-01-05T05:00:00+0100;-0.44;0.0;3.38;1.11;36000.0;40000.0;0.0;0.0
2018-01-05T06:00:00+0100;-0.56;0.0;3.45;1.91;67000.0;60000.0;100000.0;0.0
2018-01-05T07:00:00+0100;-0.62;-0.0;3.58;1.94;80000.0;80000.0;100000.0;0.0
2018-01-05T08:00:00+0100;-0.7;0.0;3.62;3.07;84000.0;90000.0;100000.0;0.0
2018-01-05T09:00:00+0100;-0.73;1.69;3.46;1.19;86000.0;80000.0;0.0;0.0
2018-01-05T10:00:00+0100;-0.85;10.16;3.61;1.45;84000.0;70000.0;100000.0;0.0
2018-01-05T11:00:00+0100;-0.76;18.98;3.45;1.72;79000.0;80000.0;100000.0;0.0
2018-01-05T12:00:00+0100;-0.66;21.28;3.39;1.08;89000.0;80000.0;100000.0;0.0
2018-01-05T13:00:00+0100;-0.66;37.44;3.55;3.39;82000.0;70000.0;0.0;0.0
2018-01-05T14:00:00+0100;-0.76;34.35;3.57;6.13;81000.0;70000.0;100000.0;0.0
2018-01-05T15:00:00+0100;-0.93;2.36;3.22;359.57;70000.0;70000.0;0.0;0.0
2018-01-05T16:00:00+0100;-1.07;0.0;3.1;356.32;50000.0;50000.0;100000.0;0.0
2018-01-05T17:00:00+0100;-1.7;0.0;2.92;345.48;39000.0;40000.0;0.0;0.0
2018-01-05T18:00:00+0100;-2.3;0.0;2.77;343.84;45000.0;50000.0;0.0;0.0
2018-01-05T19:00:00+0100;-3.13;0.0;2.57;337.49;41000.0;50000.0;100000.0;0.0
2018-01-05T20:00:00+0100;-3.69;0.0;2.43;325.51;43000.0;50000.0;0.0;0.0
2018-01-05T21:00:00+0100;-3.67;0.0;2.53;312.77;43000.0;50000.0;100000.0;0.0
2018-01-05T22:00:00+0100;-3.61;0.0;2.49;317.0;39000.0;40000.0;0.0;0.0
2018-01-05T23:00:00+0100;-4.25;0.0;2.51;306.27;36000.0;30000.0;100000.0;0.0
2018-01-06T00:00:00+0100;-4.77;0.0;2.74;308.67;33000.0;40000.0;0.0;0.0
2018-01-06T01:00:00+0100;-5.3;0.0;3.11;306.9;34000.0;30000.0;0.0;0.0
2018-01-06T02:00:00+0100;-5.11;0.0;3.07;303.81;36000.0;40000.0;0.0;0.0
2018-01-06T03:00:00+0100;-5.19;0.0;2.99;305.67;36000.0;30000.0;100000.0;0.0
2018-01-06T04:00:00+0100;-5.08;0.0;3.26;308.74;34000.0;40000.0;0.0;0.0
2018-01-06T05:00:00+0100;-5.08;0.0;3.42;308.76;36000.0;40000.0;100000.0;0.0
2018-01-06T06:00:00+0100;-4.84;0.0;3.52;306.71;36000.0;40000.0;0.0;0.0
2018-01-06T07:00:00+0100;-4.89;-0.0;3.76;305.89;38000.0;30000.0;0.0;0.0
2018-01-06T08:00:00+0100;-4.51;0.0;3.92;306.84;34000.0;40000.0;100000.0;0.0
2018-01-06T09:00:00+0100;-4.91;8.0;3.9;307.41;36000.0;40000.0;0.0;0.0
2018-01-06T10:00:00+0100;-5.14;51.63;3.77;311.33;33000.0;40000.0;0.0;0.0
2018-01-06T11:00:00+0100;-5.57;97.0;2.92;309.42;46000.0;40000.0;100000.0;0.0
2018-01-06T12:00:00+0100;-5.33;112.04;2.84;295.71;38000.0;40000.0;0.0;0.0
2018-01-06T13:00:00+0100;-5.03;94.42;2.49;291.65;39000.0;30000.0;0.0;0.0
2018-01-06T14:00:00+0100;-4.71;49.33;3.79;299.07;33000.0;30000.0;100000.0;0.0
2018-01-06T15:00:00+0100;-5.16;4.38;3.73;291.44;34000.0;40000.0;0.0;0.0
2018-01-06T16:00:00+0100;-5.91;0.0;3.83;294.85;36000.0;30000.0;0.0;0.0
2018-01-06T17:00:00+0100;-6.13;0.0;4.6;298.55;36000.0;40000.0;100000.0;0.0
2018-01-06T18:00:00+0100;-6.45;0.0;4.56;301.93;36000.0;40000.0;0.0;0.0
2018-01-06T19:00:00+0100;-6.3;0.0;4.85;301.98;38000.0;30000.0;0.0;0.0
2018-01-06T20:00:00+0100;-6.94;0.0;4.21;301.81;36000.0;50000.0;100000.0;0.0
2018-01-06T21:00:00+0100;-7.2;0.0;4.57;297.04;36000.0;40000.0;0.0;0.0
2018-01-06T22:00:00+0100;-7.37;0.0;4.71;291.49;41000.0;50000.0;100000.0;0.0
2018-01-06T23:00:00+0100;-7.95;0.0;4.72;290.55;38000.0;40000.0;0.0;0.0
2018-01-07T00:00:00+0100;-8.38;0.0;4.5;288.24;39000.0;50000.0;0.0;0.0
2018-01-07T01:00:00+0100;-8.92;0.0;3.39;286.09;38000.0;50000.0;100000.0;0.0
2018-01-07T02:00:00+0100;-9.42;0.0;3.59;277.52;39000.0;50000.0;0.0;0.0
2018-01-07T03:00:00+0100;-9.51;0.0;3.65;285.36;43000.0;60000.0;100000.0;0.0
2018-01-07T04:00:00+0100;-9.97;0.0;3.56;279.91;41000.0;50000.0;0.0;0.0
2018-01-07T05:00:00+0100;-10.42;0.0;3.24;271.61;38000.0;50000.0;100000.0;0.0
2018-01-07T06:00:00+0100;-10.95;0.0;2.98;211.86;38000.0;60000.0;0.0;0.0
2018-01-07T07:00:00+0100;-11.35;-0.0;3.28;220.43;44000.0;50000.0;100000.0;0.0
2018-01-07T08:00:00+0100;-11.54;0.0;3.3;238.13;40000.0;50000.0;0.0;0.0
2018-01-07T09:00:00+0100;-11.79;7.73;3.16;240.36;46000.0;50000.0;100000.0;0.0
2018-01-07T10:00:00+0100;-10.84;42.81;3.51;190.28;65000.0;80000.0;100000.0;0.0
2018-01-07T11:00:00+0100;-9.66;64.41;4.19;195.06;65000.0;80000.0;100000.0;0.0
2018-01-07T12:00:00+0100;-8.32;64.12;4.16;198.09;60000.0;70000.0;0.0;0.0
2018-01-07T13:00:00+0100;-6.67;53.87;3.83;198.08;45000.0;50000.0;100000.0;0.0
2018-01-07T14:00:00+0100;-6.09;29.12;3.5;209.99;60000.0;70000.0;0.0;0.0
2018-01-07T15:00:00+0100;-5.57;3.02;4.78;271.92;65000.0;70000.0;100000.0;0.0
2018-01-07T16:00:00+0100;-5.12;0.0;5.07;279.52;46000.0;50000.0;0.0;0.0
2018-01-07T17:00:00+0100;-3.1;0.0;6.97;274.43;55000.0;60000.0;100000.0;0.0
2018-01-07T18:00:00+0100;-1.24;0.0;6.3;269.34;55000.0;50000.0;0.0;0.0
2018-01-07T19:00:00+0100;-0.45;0.0;5.1;267.27;46000.0;40000.0;100000.0;0.0
2018-01-07T20:00:00+0100;0.32;0.0;4.38;268.97;57000.0;50000.0;0.0;0.0
2018-01-07T21:00:00+0100;0.54;0.0;3.71;271.88;55000.0;60000.0;100000.0;0.0
2018-01-07T22:00:00+0100;0.15;0.0;3.84;281.6;63000.0;50000.0;0.0;0.0
2018-01-07T23:00:00+0100;-0.17;0.0;4.27;297.17;55000.0;60000.0;100000.0;0.0
2018-01-08T00:00:00+0100;-0.41;0.0;5.54;293.82;60000.0;70000.0;0.0;0.0
2018-01-08T01:00:00+0100;-0.83;0.0;5.55;294.49;60000.0;70000.0;100000.0;0.0
2018-01-08T02:00:00+0100;-1.33;0.0;3.88;291.85;70000.0;80000.0;100000.0;0.0
2018-01-08T03:00:00+0100;-1.54;0.0;3.49;292.68;67000.0;100000.0;100000.0;0.0
2018-01-08T04:00:00+0100;-1.63;0.0;3.19;287.87;67000.0;90000.0;100000.0;0.0
2018-01-08T05:00:00+0100;-2.44;0.0;1.78;277.46;74000.0;90000.0;100000.0;0.0
2018-01-08T06:00:00+0100;-2.13;0.0;1.77;237.5;72000.0;70000.0;0.0;0.0
2018-01-08T07:00:00+0100;-2.33;-0.0;1.9;247.33;84000.0;110000.0;100000.0;0.0
2018-01-08T08:00:00+0100;-2.46;0.0;2.58;258.98;99000.0;100000.0;100000.0;0.0
2018-01-08T09:00:00+0100;-2.03;8.87;4.52;202.9;98000.0;100000.0;100000.0;0.0
2018-01-08T10:00:00+0100;-1.53;56.21;3.8;237.54;87000.0;80000.0;100000.0;0.0
2018-01-08T11:00:00+0100;-0.89;95.64;3.05;256.01;81000.0;70000.0;0.0;0.0
2018-01-08T12:00:00+0100;-0.19;112.02;2.38;232.86;94000.0;80000.0;100000.0;0.0
2018-01-08T13:00:00+0100;-0.85;95.25;1.33;239.12;91000.0;80000.0;100000.0;0.0
2018-01-08T14:00:00+0100;-1.44;51.41;1.75;277.33;84000.0;90000.0;100000.0;0.0
2018-01-08T15:00:00+0100;-2.25;5.71;2.96;258.67;84000.0;80000.0;0.0;0.0
2018-01-08T16:00:00+0100;-2.89;0.0;3.83;284.72;58000.0;70000.0;100000.0;0.0
2018-01-08T17:00:00+0100;-3.25;0.0;3.4;287.12;64000.0;70000.0;0.0;0.0
2018-01-08T18:00:00+0100;-3.97;0.0;2.82;285.15;72000.0;80000.0;100000.0;0.0
2018-01-08T19:00:00+0100;-4.87;0.0;3.42;270.84;60000.0;70000.0;100000.0;0.0
2018-01-08T20:00:00+0100;-5.3;0.0;3.7;269.98;51000.0;50000.0;0.0;0.0
2018-01-08T21:00:00+0100;-5.51;0.0;3.7;261.49;53000.0;60000.0;100000.0;0.0
2018-01-08T22:00:00+0100;-5.13;0.0;3.47;263.83;38000.0;40000.0;0.0;0.0
2018-01-08T23:00:00+0100;-5.4;0.0;2.97;264.82;41000.0;40000.0;0.0;0.0
2018-01-09T00:00:00+0100;-6.41;0.0;2.19;255.08;38000.0;40000.0;100000.0;0.0
2018-01-09T01:00:00+0100;-6.51;0.0;3.14;231.37;41000.0;40000.0;0.0;0.0
2018-01-09T02:00:00+0100;-6.16;0.0;2.89;242.04;38000.0;40000.0;100000.0;0.0
2018-01-09T03:00:00+0100;-6.28;0.0;2.84;261.02;39000.0;30000.0;0.0;0.0
2018-01-09T04:00:00+0100;-6.16;0.0;2.23;276.0;43000.0;60000.0;0.0;0.0
2018-01-09T05:00:00+0100;-7.24;0.0;2.22;274.88;41000.0;50000.0;100000.0;0.0
2018-01-09T06:00:00+0100;-6.48;0.0;2.07;262.76;77000.0;90000.0;100000.0;0.0
2018-01-09T07:00:00+0100;-5.92;-0.0;0.98;249.42;100000.0;130000.0;100000.0;0.0
2018-01-09T08:00:00+0100;-7.32;0.0;0.87;312.98;101000.0;130000.0;100000.0;0.0
2018-01-09T09:00:00+0100;-7.73;10.59;0.85;270.24;108000.0;110000.0;100000.0;0.0
2018-01-09T10:00:00+0100;-8.21;62.04;1.76;267.86;103000.0;110000.0;100000.0;0.0
2018-01-09T11:00:00+0100;-8.01;104.09;1.55;260.26;99000.0;110000.0;100000.0;0.0
2018-01-09T12:00:00+0100;-9.21;118.15;1.19;21.39;101000.0;90000.0;100000.0;0.0
2018-01-09T13:00:00+0100;-7.19;99.7;0.9;317.46;96000.0;100000.0;100000.0;0.0
2018-01-09T14:00:00+0100;-7.73;54.65;1.1;319.31;96000.0;80000.0;100000.0;0.0
2018-01-09T15:00:00+0100;-8.11;6.67;1.18;328.43;88000.0;100000.0;100000.0;0.0
2018-01-09T16:00:00+0100;-7.66;0.0;1.91;317.86;58000.0;80000.0;0.0;0.0
2018-01-09T17:00:00+0100;-7.74;0.0;2.32;319.62;55000.0;60000.0;0.0;0.0
2018-01-09T18:00:00+0100;-8.15;0.0;2.5;325.92;75000.0;80000.0;100000.0;0.0
2018-01-09T19:00:00+0100;-8.25;0.0;2.53;324.7;72000.0;70000.0;100000.0;0.0
2018-01-09T20:00:00+0100;-9.12;0.0;2.69;313.83;74000.0;90000.0;100000.0;0.0
2018-01-09T21:00:00+0100;-9.57;0.0;2.86;308.26;74000.0;80000.0;0.0;0.0
2018-01-09T22:00:00+0100;-9.71;0.0;3.24;309.08;70000.0;90000.0;100000.0;0.0
2018-01-09T23:00:00+0100;-10.04;0.0;3.05;318.47;72000.0;90000.0;100000.0;0.0
2018-01-10T00:00:00+0100;-9.91;0.0;3.04;322.72;74000.0;80000.0;100000.0;0.0
2018-01-10T01:00:00+0100;-9.99;0.0;2.58;335.34;72000.0;90000.0;0.0;0.0
2018-01-10T02:00:00+0100;-10.02;0.0;2.64;342.67;72000.0;80000.0;100000.0;0.0
2018-01-10T03:00:00+0100;-10.16;0.0;2.75;345.1;63000.0;80000.0;100000.0;0.0
2018-01-10T04:00:00+0100;-10.38;0.0;3.0;349.78;48000.0;60000.0;0.0;0.0
2018-01-10T05:00:00+0100;-10.58;0.0;3.21;344.13;48000.0;60000.0;100000.0;0.0
2018-01-10T06:00:00+0100;-10.68;0.0;2.84;345.55;91000.0;120000.0;100000.0;0.0
2018-01-10T07:00:00+0100;-10.37;-0.0;3.18;342.15;96000.0;140000.0;100000.0;0.0
2018-01-10T08:00:00+0100;-10.59;0.0;3.07;340.48;101000.0;140000.0;100000.0;0.0
2018-01-10T09:00:00+0100;-10.16;4.61;3.13;345.68;103000.0;130000.0;200000.0;0.0
2018-01-10T10:00:00+0100;-10.14;21.96;3.0;345.31;103000.0;130000.0;100000.0;0.0
2018-01-10T11:00:00+0100;-8.93;20.37;2.57;347.26;99000.0;130000.0;100000.0;0.0
2018-01-10T12:00:00+0100;-7.62;34.01;2.14;352.35;100000.0;110000.0;100000.0;0.0
2018-01-10T13:00:00+0100;-6.99;22.76;2.24;354.24;106000.0;120000.0;100000.0;0.0
2018-01-10T14:00:00+0100;-6.53;24.46;1.98;352.57;103000.0;110000.0;100000.0;0.0
2018-01-10T15:00:00+0100;-6.03;1.48;1.98;352.3;96000.0;80000.0;100000.0;0.0
2018-01-10T16:00:00+0100;-5.37;-0.01;2.54;3.29;60000.0;70000.0;0.0;0.0
2018-01-10T17:00:00+0100;-4.83;0.0;2.31;356.76;60000.0;50000.0;100000.0;0.0
2018-01-10T18:00:00+0100;-4.78;0.0;2.36;351.67;60000.0;60000.0;0.0;0.0
2018-01-10T19:00:00+0100;-4.52;0.0;2.61;352.69;58000.0;50000.0;100000.0;0.0
2018-01-10T20:00:00+0100;-4.12;0.0;3.03;351.5;50000.0;50000.0;0.0;0.0
2018-01-10T21:00:00+0100;-3.91;0.0;3.01;350.57;51000.0;50000.0;100000.0;0.0
2018-01-10T22:00:00+0100;-3.35;0.0;2.76;351.41;38000.0;30000.0;0.0;0.0
2018-01-10T23:00:00+0100;-3.22;0.0;2.64;345.88;38000.0;30000.0;0.0;0.0
2018-01-11T00:00:00+0100;-2.92;0.0;2.63;349.46;39000.0;30000.0;100000.0;0.0
2018-01-11T01:00:00+0100;-2.99;0.0;2.92;349.49;36000.0;30000.0;0.0;0.0
2018-01-11T02:00:00+0100;-2.91;0.0;3.03;344.86;38000.0;30000.0;0.0;0.0
2018-01-11T03:00:00+0100;-2.88;0.0;3.19;348.0;36000.0;30000.0;0.0;0.0
2018-01-11T04:00:00+0100;-2.92;0.0;3.19;357.56;43000.0;40000.0;100000.0;0.0
2018-01-11T05:00:00+0100;-2.88;0.0;2.93;355.38;41000.0;50000.0;0.0;0.0
2018-01-11T06:00:00+0100;-2.85;0.0;3.03;357.88;79000.0;80000.0;100000.0;0.0
2018-01-11T07:00:00+0100;-2.9;-0.0;2.82;358.85;94000.0;110000.0;100000.0;0.0
2018-01-11T08:00:00+0100;-2.73;0.0;2.82;354.75;98000.0;100000.0;100000.0;0.0
2018-01-11T09:00:00+0100;-2.7;1.51;2.81;359.57;99000.0;100000.0;100000.0;0.0
2018-01-11T10:00:00+0100;-2.42;7.27;2.57;359.5;96000.0;90000.0;100000.0;0.0
2018-01-11T11:00:00+0100;-2.14;12.66;2.56;352.06;96000.0;90000.0;100000.0;0.0
2018-01-11T12:00:00+0100;-1.81;16.66;2.51;359.01;96000.0;90000.0;0.0;0.0
2018-01-11T13:00:00+0100;-1.67;14.42;2.52;357.4;86000.0;80000.0;100000.0;0.0
2018-01-11T14:00:00+0100;-1.6;9.92;2.33;6.01;87000.0;70000.0;100000.0;0.0
2018-01-11T15:00:00+0100;-1.66;1.95;2.18;7.73;76000.0;70000.0;100000.0;0.0
2018-01-11T16:00:00+0100;-1.77;0.0;2.08;16.7;51000.0;60000.0;0.0;0.0
2018-01-11T17:00:00+0100;-1.89;0.0;2.01;15.92;43000.0;50000.0;0.0;0.0
2018-01-11T18:00:00+0100;-1.83;0.0;2.0;21.74;50000.0;50000.0;100000.0;0.0
2018-01-11T19:00:00+0100;-1.86;0.0;2.02;14.47;48000.0;40000.0;0.0;0.0
2018-01-11T20:00:00+0100;-1.91;0.0;2.06;11.97;44000.0;50000.0;0.0;0.0
2018-01-11T21:00:00+0100;-2.04;0.0;1.84;20.87;45000.0;40000.0;100000.0;0.0
2018-01-11T22:00:00+0100;-2.12;0.0;1.9;24.19;36000.0;40000.0;0.0;0.0
2018-01-11T23:00:00+0100;-2.31;0.0;2.07;23.48;34000.0;30000.0;0.0;0.0
