Header_line;23
location;Drammen - Norway
year_of_construction;1961
floor_area;5273
number_of_users;170
building_category;Sch
energy_label;B
central_heating_system;1
dhw_heat_source;SC,HWH
sh_heat_source;GSHP,EB
ventilation_heat_source;GSHP,EB
snow_melt_heat_source;None
ventilation_types;DCV
night_setback;1
lighting_control;1
timestamp_format;%Y-%m-%dT%H:%M:%S%z
time_zone;Etc/Gmt-1
building_id;6432

;Weather variable;Weather variable;Weather variable;Weather variable;Electricity import;Heat use;Heat production;Heat production
;C;W/m2;m/s;deg;Wh;Wh;Wh;Wh
;Temperature Outdoor;Global Solar Horizontal Radiation;Wind_speed;Wind_dir;Electricity imported ;Space heating = HtRoom + HtVent;Heat from heat pumps;Solar collector heat produced
TimeStamp;Tout;SolGlob;WindSpd;WindDir;ElImp;HtSpace;HtHP;HtSC
2020-01-30T08:00:00+0100;-1.12;1.57;1.58;293.91;103000.0;100000.0;0.0;0.0
2020-01-30T09:00:00+0100;-1.19;50.81;1.45;281.5;96000.0;100000.0;100000.0;0.0
2020-01-30T10:00:00+0100;-1.34;122.16;1.44;278.68;96000.0;80000.0;100000.0;0.0
2020-01-30T11:00:00+0100;-1.31;173.56;0.9;290.65;97000.0;90000.0;100000.0;0.0
2020-01-30T12:00:00+0100;-1.3;184.84;0.57;210.98;96000.0;90000.0;100000.0;0.0
2020-01-30T13:00:00+0100;-1.14;145.39;0.87;183.23;89000.0;70000.0;0.0;0.0
2020-01-30T14:00:00+0100;-0.92;100.12;1.07;172.57;85000.0;60000.0;100000.0;0.0
2020-01-30T15:00:00+0100;-0.87;50.35;1.35;179.59;83000.0;70000.0;0.0;0.0
2020-01-30T16:00:00+0100;-1.07;3.11;1.18;189.33;58000.0;50000.0;100000.0;0.0
2020-01-30T17:00:00+0100;-1.14;0.02;1.38;203.95;45000.0;30000.0;0.0;0.0
2020-01-30T18:00:00+0100;-1.07;0.0;1.54;210.82;54000.0;30000.0;0.0;0.0
2020-01-30T19:00:00+0100;-1.13;0.0;1.0;184.48;48000.0;40000.0;0.0;0.0
2020-01-30T20:00:00+0100;-1.07;0.0;0.97;11.32;50000.0;30000.0;100000.0;0.0
2020-01-30T21:00:00+0100;-0.92;0.0;2.65;75.63;45000.0;30000.0;0.0;0.0
2020-01-30T22:00:00+0100;-0.64;0.0;2.11;67.56;24000.0;20000.0;0.0;0.0
2020-01-30T23:00:00+0100;-0.59;0.0;2.04;50.51;21000.0;20000.0;0.0;0.0
2020-01-31T00:00:00+0100;-0.54;0.0;1.49;38.0;20000.0;30000.0;100000.0;0.0
2020-01-31T01:00:00+0100;-0.42;0.0;1.07;22.33;24000.0;20000.0;0.0;0.0
2020-01-31T02:00:00+0100;-0.53;0.0;1.05;6.23;20000.0;30000.0;0.0;0.0
2020-01-31T03:00:00+0100;-0.41;0.0;1.3;350.63;21000.0;20000.0;0.0;0.0
2020-01-31T04:00:00+0100;-0.28;0.0;1.39;352.97;29000.0;40000.0;100000.0;0.0
2020-01-31T05:00:00+0100;-0.49;0.0;1.3;348.79;25000.0;50000.0;0.0;0.0
2020-01-31T06:00:00+0100;-0.66;-0.0;0.83;339.72;64000.0;60000.0;100000.0;0.0
2020-01-31T07:00:00+0100;-0.68;0.0;0.5;350.57;95000.0;90000.0;100000.0;0.0
2020-01-31T08:00:00+0100;-0.55;0.28;0.57;279.51;104000.0;100000.0;100000.0;0.0
2020-01-31T09:00:00+0100;-0.48;5.28;0.74;236.11;99000.0;90000.0;100000.0;0.0
2020-01-31T10:00:00+0100;-0.26;22.36;0.91;210.0;94000.0;80000.0;0.0;0.0
2020-01-31T11:00:00+0100;0.02;55.79;1.56;197.61;95000.0;70000.0;100000.0;0.0
2020-01-31T12:00:00+0100;0.39;132.32;3.09;190.92;93000.0;80000.0;100000.0;0.0
2020-01-31T13:00:00+0100;0.99;131.41;2.77;190.91;84000.0;50000.0;0.0;0.0
2020-01-31T14:00:00+0100;1.44;101.26;2.58;181.61;85000.0;60000.0;100000.0;0.0
2020-01-31T15:00:00+0100;1.46;55.32;2.21;183.6;76000.0;60000.0;0.0;0.0
2020-01-31T16:00:00+0100;1.09;4.11;1.87;182.8;61000.0;40000.0;0.0;0.0
2020-01-31T17:00:00+0100;0.79;-0.02;1.3;255.91;52000.0;30000.0;100000.0;0.0
2020-01-31T18:00:00+0100;0.65;0.0;1.23;280.84;54000.0;50000.0;0.0;0.0
2020-01-31T19:00:00+0100;0.37;0.0;1.23;263.53;50000.0;40000.0;0.0;0.0
2020-01-31T20:00:00+0100;0.04;0.0;1.3;236.13;48000.0;50000.0;100000.0;0.0
2020-01-31T21:00:00+0100;0.05;0.0;1.54;238.89;51000.0;40000.0;0.0;0.0
2020-01-31T22:00:00+0100;0.11;0.0;1.89;219.56;38000.0;30000.0;0.0;0.0
2020-01-31T23:00:00+0100;0.27;0.0;2.83;199.18;34000.0;30000.0;100000.0;0.0
2020-02-01T00:00:00+0100;0.57;0.0;2.13;195.48;35000.0;20000.0;0.0;0.0
2020-02-01T01:00:00+0100;0.92;0.0;1.77;209.88;35000.0;20000.0;0.0;0.0
2020-02-01T02:00:00+0100;0.96;0.0;1.1;192.23;34000.0;20000.0;0.0;0.0
2020-02-01T03:00:00+0100;1.09;0.0;1.21;182.48;35000.0;30000.0;100000.0;0.0
2020-02-01T04:00:00+0100;1.22;0.0;2.5;194.37;35000.0;20000.0;0.0;0.0
2020-02-01T05:00:00+0100;1.16;0.0;3.63;198.61;34000.0;20000.0;0.0;0.0
2020-02-01T06:00:00+0100;1.53;-0.0;3.9;195.79;35000.0;20000.0;0.0;0.0
2020-02-01T07:00:00+0100;2.2;0.0;3.87;193.17;36000.0;20000.0;0.0;0.0
2020-02-01T08:00:00+0100;2.89;3.04;4.03;199.81;34000.0;20000.0;0.0;0.0
2020-02-01T09:00:00+0100;2.99;39.87;2.41;212.14;36000.0;10000.0;100000.0;0.0
2020-02-01T10:00:00+0100;3.08;77.91;2.42;186.63;30000.0;10000.0;0.0;0.0
2020-02-01T11:00:00+0100;4.21;140.85;2.94;184.78;32000.0;0.0;0.0;1000.0
2020-02-01T12:00:00+0100;4.63;193.94;3.4;192.5;40000.0;20000.0;0.0;0.0
2020-02-01T13:00:00+0100;4.95;178.52;3.45;195.72;39000.0;20000.0;0.0;0.0
2020-02-01T14:00:00+0100;5.26;124.94;3.1;201.36;42000.0;10000.0;0.0;0.0
2020-02-01T15:00:00+0100;5.29;23.38;3.41;205.77;40000.0;20000.0;0.0;0.0
2020-02-01T16:00:00+0100;5.42;1.42;4.25;193.65;37000.0;10000.0;0.0;0.0
2020-02-01T17:00:00+0100;5.41;0.0;4.45;197.82;35000.0;10000.0;0.0;0.0
2020-02-01T18:00:00+0100;5.17;0.0;3.51;202.99;37000.0;20000.0;100000.0;0.0
2020-02-01T19:00:00+0100;4.58;0.0;2.74;209.26;37000.0;10000.0;0.0;0.0
2020-02-01T20:00:00+0100;4.74;0.0;2.09;224.71;30000.0;20000.0;0.0;0.0
2020-02-01T21:00:00+0100;4.26;0.0;2.55;253.06;25000.0;20000.0;0.0;0.0
2020-02-01T22:00:00+0100;3.79;0.0;3.8;304.48;20000.0;10000.0;0.0;0.0
2020-02-01T23:00:00+0100;3.97;0.0;3.89;309.01;19000.0;20000.0;0.0;0.0
2020-02-02T00:00:00+0100;3.74;0.0;4.74;306.56;20000.0;20000.0;100000.0;0.0
2020-02-02T01:00:00+0100;2.83;0.0;5.14;306.62;20000.0;20000.0;0.0;0.0
2020-02-02T02:00:00+0100;2.31;0.0;5.02;300.4;21000.0;20000.0;0.0;0.0
2020-02-02T03:00:00+0100;2.23;0.0;4.0;291.81;20000.0;20000.0;0.0;0.0
2020-02-02T04:00:00+0100;2.76;0.0;5.42;297.42;21000.0;20000.0;0.0;0.0
2020-02-02T05:00:00+0100;1.79;0.0;4.48;296.53;21000.0;30000.0;100000.0;0.0
2020-02-02T06:00:00+0100;1.28;-0.0;4.27;294.79;27000.0;30000.0;0.0;0.0
2020-02-02T07:00:00+0100;1.05;0.0;4.98;291.06;22000.0;30000.0;0.0;0.0
2020-02-02T08:00:00+0100;1.81;4.22;4.87;291.73;24000.0;20000.0;0.0;0.0
2020-02-02T09:00:00+0100;1.78;63.3;5.57;287.07;21000.0;20000.0;100000.0;0.0
2020-02-02T10:00:00+0100;2.18;138.42;3.96;297.69;33000.0;10000.0;0.0;0.0
2020-02-02T11:00:00+0100;3.29;192.82;3.92;302.22;34000.0;20000.0;0.0;0.0
2020-02-02T12:00:00+0100;3.56;212.98;3.86;301.41;35000.0;10000.0;0.0;1000.0
2020-02-02T13:00:00+0100;3.82;195.95;4.13;298.26;43000.0;20000.0;0.0;3000.0
2020-02-02T14:00:00+0100;4.18;145.03;4.54;300.21;39000.0;20000.0;0.0;1000.0
2020-02-02T15:00:00+0100;4.2;70.99;5.14;297.42;36000.0;10000.0;0.0;0.0
2020-02-02T16:00:00+0100;4.0;7.04;4.22;303.14;41000.0;30000.0;100000.0;0.0
2020-02-02T17:00:00+0100;3.47;0.0;3.88;303.28;45000.0;30000.0;0.0;0.0
2020-02-02T18:00:00+0100;2.62;0.0;3.7;301.93;44000.0;40000.0;0.0;0.0
2020-02-02T19:00:00+0100;1.67;0.0;3.89;303.78;50000.0;40000.0;100000.0;0.0
2020-02-02T20:00:00+0100;1.07;0.0;3.76;302.06;32000.0;30000.0;0.0;0.0
2020-02-02T21:00:00+0100;0.7;0.0;3.45;304.15;28000.0;40000.0;0.0;0.0
2020-02-02T22:00:00+0100;0.55;0.0;3.07;303.81;26000.0;40000.0;100000.0;0.0
2020-02-02T23:00:00+0100;0.24;0.0;3.56;297.56;27000.0;40000.0;0.0;0.0
2020-02-03T00:00:00+0100;-0.28;0.0;3.45;299.5;25000.0;40000.0;100000.0;0.0
2020-02-03T01:00:00+0100;-0.75;0.0;3.66;295.41;26000.0;50000.0;0.0;0.0
2020-02-03T02:00:00+0100;-1.05;0.0;3.55;298.96;28000.0;50000.0;0.0;0.0
2020-02-03T03:00:00+0100;-1.52;0.0;2.91;305.01;28000.0;50000.0;100000.0;0.0
2020-02-03T04:00:00+0100;-2.01;0.0;2.62;298.68;29000.0;60000.0;0.0;0.0
2020-02-03T05:00:00+0100;-2.3;0.0;2.22;295.6;53000.0;70000.0;100000.0;0.0
2020-02-03T06:00:00+0100;-2.57;-0.0;1.93;292.59;52000.0;60000.0;100000.0;0.0
2020-02-03T07:00:00+0100;-2.96;0.0;1.73;298.56;103000.0;120000.0;100000.0;0.0
2020-02-03T08:00:00+0100;-3.56;5.02;1.73;290.37;109000.0;120000.0;100000.0;0.0
2020-02-03T09:00:00+0100;-3.47;62.97;2.03;284.48;101000.0;100000.0;100000.0;0.0
2020-02-03T10:00:00+0100;-2.86;126.9;1.66;298.49;101000.0;80000.0;100000.0;0.0
2020-02-03T11:00:00+0100;-2.28;193.46;1.81;323.65;87000.0;70000.0;100000.0;0.0
2020-02-03T12:00:00+0100;-1.64;214.97;1.69;341.24;96000.0;80000.0;0.0;0.0
2020-02-03T13:00:00+0100;-1.18;185.64;1.58;346.57;92000.0;70000.0;100000.0;0.0
2020-02-03T14:00:00+0100;-0.83;124.66;1.65;347.64;89000.0;70000.0;100000.0;0.0
2020-02-03T15:00:00+0100;-1.01;63.89;1.24;348.38;76000.0;50000.0;0.0;0.0
2020-02-03T16:00:00+0100;-1.26;7.13;0.94;336.29;59000.0;50000.0;0.0;0.0
2020-02-03T17:00:00+0100;-1.89;0.02;1.25;328.78;66000.0;60000.0;100000.0;0.0
2020-02-03T18:00:00+0100;-1.84;0.0;1.41;322.22;62000.0;40000.0;0.0;0.0
2020-02-03T19:00:00+0100;-1.69;0.0;1.19;305.05;56000.0;40000.0;0.0;0.0
2020-02-03T20:00:00+0100;-1.75;0.0;1.27;330.54;53000.0;40000.0;100000.0;0.0
2020-02-03T21:00:00+0100;-1.99;0.0;1.26;1.79;46000.0;40000.0;0.0;0.0
2020-02-03T22:00:00+0100;-1.74;0.0;1.29;10.53;23000.0;20000.0;0.0;0.0
2020-02-03T23:00:00+0100;-1.67;0.0;1.59;19.6;22000.0;30000.0;100000.0;0.0
2020-02-04T00:00:00+0100;-1.76;0.0;1.88;18.79;22000.0;30000.0;0.0;0.0
2020-02-04T01:00:00+0100;-1.76;0.0;2.38;5.79;20000.0;20000.0;0.0;0.0
2020-02-04T02:00:00+0100;-1.77;0.0;2.29;0.58;25000.0;30000.0;0.0;0.0
2020-02-04T03:00:00+0100;-1.8;0.0;2.25;359.17;22000.0;30000.0;100000.0;0.0
2020-02-04T04:00:00+0100;-1.84;0.0;2.57;358.36;29000.0;50000.0;0.0;0.0
2020-02-04T05:00:00+0100;-1.91;0.0;2.7;357.44;27000.0;50000.0;100000.0;0.0
2020-02-04T06:00:00+0100;-1.84;-0.0;2.71;0.87;74000.0;60000.0;100000.0;0.0
2020-02-04T07:00:00+0100;-1.74;0.0;3.05;0.66;105000.0;110000.0;100000.0;0.0
2020-02-04T08:00:00+0100;-1.77;3.05;2.94;1.05;103000.0;100000.0;100000.0;0.0
2020-02-04T09:00:00+0100;-1.76;26.85;2.97;357.56;103000.0;100000.0;0.0;0.0
2020-02-04T10:00:00+0100;-1.53;66.13;2.73;350.56;99000.0;80000.0;100000.0;0.0
2020-02-04T11:00:00+0100;-1.2;155.86;3.02;354.69;94000.0;80000.0;100000.0;0.0
2020-02-04T12:00:00+0100;-0.75;223.29;3.17;2.86;88000.0;70000.0;0.0;0.0
2020-02-04T13:00:00+0100;-0.86;211.27;3.15;12.6;90000.0;70000.0;100000.0;3000.0
2020-02-04T14:00:00+0100;-0.64;160.68;2.73;7.55;88000.0;60000.0;100000.0;0.0
2020-02-04T15:00:00+0100;-0.49;82.04;2.76;0.64;77000.0;60000.0;0.0;0.0
2020-02-04T16:00:00+0100;-0.79;10.56;1.02;323.97;59000.0;60000.0;0.0;0.0
2020-02-04T17:00:00+0100;-1.62;0.0;2.06;267.29;60000.0;50000.0;100000.0;0.0
2020-02-04T18:00:00+0100;-2.52;0.0;2.67;266.27;62000.0;50000.0;0.0;0.0
2020-02-04T19:00:00+0100;-2.97;0.0;2.91;267.33;55000.0;50000.0;100000.0;0.0
2020-02-04T20:00:00+0100;-3.43;0.0;2.93;270.42;55000.0;60000.0;0.0;0.0
2020-02-04T21:00:00+0100;-3.96;0.0;3.14;279.75;59000.0;50000.0;100000.0;0.0
2020-02-04T22:00:00+0100;-3.89;0.0;3.03;286.06;40000.0;50000.0;0.0;0.0
2020-02-04T23:00:00+0100;-3.18;0.0;3.34;296.38;24000.0;30000.0;100000.0;0.0
2020-02-05T00:00:00+0100;-3.25;0.0;3.23;298.39;26000.0;40000.0;0.0;0.0
2020-02-05T01:00:00+0100;-3.23;0.0;3.43;294.49;22000.0;30000.0;0.0;0.0
2020-02-05T02:00:00+0100;-3.66;0.0;3.02;286.39;25000.0;30000.0;0.0;0.0
2020-02-05T03:00:00+0100;-3.41;0.0;2.91;270.05;22000.0;30000.0;100000.0;0.0
2020-02-05T04:00:00+0100;-3.31;0.0;3.89;281.01;27000.0;60000.0;0.0;0.0
2020-02-05T05:00:00+0100;-3.09;0.0;3.26;279.08;31000.0;50000.0;100000.0;0.0
2020-02-05T06:00:00+0100;-2.72;-0.0;2.84;273.35;68000.0;70000.0;100000.0;0.0
2020-02-05T07:00:00+0100;-2.4;0.0;2.41;274.59;103000.0;120000.0;100000.0;0.0
2020-02-05T08:00:00+0100;-0.88;1.14;2.85;269.03;102000.0;100000.0;100000.0;0.0
2020-02-05T09:00:00+0100;0.33;12.28;3.91;277.6;98000.0;80000.0;0.0;0.0
2020-02-05T10:00:00+0100;1.54;115.15;2.99;262.43;92000.0;80000.0;100000.0;0.0
2020-02-05T11:00:00+0100;1.75;186.01;3.02;261.78;86000.0;70000.0;100000.0;0.0
2020-02-05T12:00:00+0100;1.77;204.16;3.23;249.39;89000.0;60000.0;0.0;0.0
2020-02-05T13:00:00+0100;2.5;133.67;3.33;254.34;90000.0;50000.0;100000.0;0.0
2020-02-05T14:00:00+0100;2.95;60.23;3.36;256.05;85000.0;60000.0;0.0;0.0
2020-02-05T15:00:00+0100;3.12;16.3;3.38;247.66;72000.0;30000.0;100000.0;0.0
2020-02-05T16:00:00+0100;3.58;4.5;3.65;233.73;63000.0;40000.0;0.0;0.0
2020-02-05T17:00:00+0100;3.54;-0.02;3.66;241.33;52000.0;30000.0;0.0;0.0
2020-02-05T18:00:00+0100;3.21;0.0;3.47;237.51;58000.0;40000.0;0.0;0.0
2020-02-05T19:00:00+0100;2.83;0.0;3.34;238.26;53000.0;40000.0;100000.0;0.0
2020-02-05T20:00:00+0100;2.54;0.0;2.41;250.34;49000.0;20000.0;0.0;0.0
2020-02-05T21:00:00+0100;3.48;0.0;3.21;282.8;45000.0;30000.0;0.0;0.0
2020-02-05T22:00:00+0100;3.75;0.0;2.24;232.69;35000.0;20000.0;0.0;0.0
2020-02-05T23:00:00+0100;2.86;0.0;2.67;236.92;21000.0;20000.0;100000.0;0.0
2020-02-06T00:00:00+0100;2.48;0.0;2.6;246.13;22000.0;30000.0;0.0;0.0
2020-02-06T01:00:00+0100;3.0;0.0;2.22;258.62;21000.0;10000.0;0.0;0.0
2020-02-06T02:00:00+0100;3.13;0.0;2.03;259.89;20000.0;30000.0;0.0;0.0
2020-02-06T03:00:00+0100;3.01;0.0;2.37;272.15;21000.0;20000.0;0.0;0.0
2020-02-06T04:00:00+0100;3.88;0.0;4.03;282.06;28000.0;40000.0;100000.0;0.0
2020-02-06T05:00:00+0100;4.06;0.0;4.69;283.31;23000.0;40000.0;0.0;0.0
2020-02-06T06:00:00+0100;4.98;-0.0;5.44;285.65;54000.0;50000.0;100000.0;0.0
2020-02-06T07:00:00+0100;5.87;0.0;5.3;284.68;86000.0;70000.0;100000.0;0.0
2020-02-06T08:00:00+0100;4.99;8.04;4.97;286.15;90000.0;70000.0;0.0;0.0
2020-02-06T09:00:00+0100;5.28;60.98;4.77;295.1;75000.0;50000.0;0.0;0.0
2020-02-06T10:00:00+0100;6.52;95.93;5.09;302.76;82000.0;40000.0;100000.0;0.0
2020-02-06T11:00:00+0100;7.53;191.88;4.31;309.59;84000.0;30000.0;0.0;0.0
2020-02-06T12:00:00+0100;8.29;205.67;4.26;311.82;82000.0;40000.0;100000.0;0.0
2020-02-06T13:00:00+0100;8.59;184.71;3.99;315.89;77000.0;20000.0;0.0;0.0
2020-02-06T14:00:00+0100;8.77;140.73;3.5;319.77;73000.0;30000.0;0.0;0.0
2020-02-06T15:00:00+0100;8.7;80.37;3.29;315.03;75000.0;40000.0;0.0;0.0
2020-02-06T16:00:00+0100;7.99;13.83;3.26;317.47;65000.0;30000.0;100000.0;0.0
2020-02-06T17:00:00+0100;7.46;0.0;2.15;310.59;49000.0;20000.0;0.0;0.0
2020-02-06T18:00:00+0100;6.82;0.0;1.53;246.81;54000.0;10000.0;0.0;0.0
2020-02-06T19:00:00+0100;5.97;0.0;1.97;231.43;53000.0;20000.0;0.0;0.0
2020-02-06T20:00:00+0100;5.04;0.0;2.15;255.99;53000.0;20000.0;0.0;0.0
2020-02-06T21:00:00+0100;4.48;0.0;2.0;282.25;44000.0;30000.0;0.0;0.0
2020-02-06T22:00:00+0100;4.35;0.0;1.27;288.86;26000.0;20000.0;100000.0;0.0
2020-02-06T23:00:00+0100;3.78;0.0;1.37;264.54;22000.0;20000.0;0.0;0.0
2020-02-07T00:00:00+0100;2.5;0.0;1.7;264.23;25000.0;30000.0;0.0;0.0
2020-02-07T01:00:00+0100;1.8;0.0;1.67;260.79;28000.0;30000.0;0.0;0.0
2020-02-07T02:00:00+0100;1.18;0.0;1.43;273.52;23000.0;30000.0;100000.0;0.0
2020-02-07T03:00:00+0100;0.81;0.0;1.46;271.85;25000.0;30000.0;0.0;0.0
2020-02-07T04:00:00+0100;0.37;0.0;1.7;258.34;30000.0;50000.0;0.0;0.0
2020-02-07T05:00:00+0100;-0.3;0.0;1.65;243.66;29000.0;60000.0;100000.0;0.0
2020-02-07T06:00:00+0100;-0.77;-0.0;1.61;241.7;66000.0;70000.0;100000.0;0.0
2020-02-07T07:00:00+0100;-1.2;0.0;1.53;253.62;103000.0;120000.0;100000.0;0.0
2020-02-07T08:00:00+0100;-1.28;10.83;1.31;232.02;106000.0;110000.0;100000.0;0.0
2020-02-07T09:00:00+0100;-1.06;81.73;1.09;236.33;105000.0;90000.0;100000.0;0.0
2020-02-07T10:00:00+0100;-0.31;159.89;1.02;255.06;94000.0;80000.0;100000.0;0.0
2020-02-07T11:00:00+0100;0.31;215.48;0.43;233.6;86000.0;70000.0;0.0;0.0
2020-02-07T12:00:00+0100;0.71;235.72;0.25;166.2;91000.0;70000.0;100000.0;0.0
2020-02-07T13:00:00+0100;1.22;216.94;0.52;172.68;91000.0;70000.0;100000.0;0.0
2020-02-07T14:00:00+0100;1.42;165.3;0.89;181.45;85000.0;60000.0;0.0;0.0
2020-02-07T15:00:00+0100;1.57;85.26;1.96;188.13;75000.0;60000.0;100000.0;0.0
2020-02-07T16:00:00+0100;1.69;14.76;1.78;191.64;59000.0;40000.0;0.0;0.0
2020-02-07T17:00:00+0100;1.57;0.0;1.53;199.19;55000.0;40000.0;0.0;0.0
2020-02-07T18:00:00+0100;1.72;0.0;1.84;183.65;59000.0;40000.0;0.0;0.0
2020-02-07T19:00:00+0100;1.84;0.0;1.97;181.24;32000.0;20000.0;100000.0;0.0
2020-02-07T20:00:00+0100;1.8;0.0;1.95;179.82;34000.0;40000.0;0.0;0.0
2020-02-07T21:00:00+0100;1.77;0.0;1.67;184.18;31000.0;30000.0;0.0;0.0
2020-02-07T22:00:00+0100;1.64;0.0;1.74;192.43;22000.0;20000.0;0.0;0.0
2020-02-07T23:00:00+0100;1.68;0.0;2.72;207.22;18000.0;10000.0;100000.0;0.0
2020-02-08T00:00:00+0100;1.84;0.0;2.56;214.53;20000.0;20000.0;0.0;0.0
2020-02-08T01:00:00+0100;2.17;0.0;2.87;207.55;20000.0;10000.0;0.0;0.0
2020-02-08T02:00:00+0100;2.51;0.0;2.93;199.05;19000.0;20000.0;0.0;0.0
2020-02-08T03:00:00+0100;2.71;0.0;2.83;197.71;18000.0;20000.0;0.0;0.0
2020-02-08T04:00:00+0100;3.0;0.0;2.79;197.96;20000.0;10000.0;0.0;0.0
2020-02-08T05:00:00+0100;2.82;0.0;3.32;194.48;19000.0;20000.0;0.0;0.0
2020-02-08T06:00:00+0100;2.7;-0.0;2.32;187.87;21000.0;10000.0;100000.0;0.0
2020-02-08T07:00:00+0100;2.62;0.0;2.63;184.54;23000.0;20000.0;0.0;0.0
2020-02-08T08:00:00+0100;2.75;6.21;3.34;182.22;19000.0;10000.0;0.0;0.0
2020-02-08T09:00:00+0100;2.78;40.03;2.64;180.66;29000.0;20000.0;0.0;0.0
2020-02-08T10:00:00+0100;3.04;28.96;2.49;183.96;33000.0;20000.0;0.0;0.0
2020-02-08T11:00:00+0100;3.25;24.92;3.18;182.77;37000.0;10000.0;0.0;0.0
2020-02-08T12:00:00+0100;3.39;33.46;3.79;179.38;20000.0;20000.0;100000.0;0.0
2020-02-08T13:00:00+0100;3.37;30.76;3.47;174.68;20000.0;10000.0;0.0;0.0
2020-02-08T14:00:00+0100;3.29;23.79;4.05;179.92;20000.0;20000.0;0.0;0.0
2020-02-08T15:00:00+0100;3.23;14.81;4.12;177.83;19000.0;20000.0;0.0;0.0
2020-02-08T16:00:00+0100;2.98;0.98;3.09;180.65;23000.0;20000.0;0.0;0.0
2020-02-08T17:00:00+0100;2.72;0.0;2.88;183.83;21000.0;10000.0;0.0;0.0
2020-02-08T18:00:00+0100;2.7;0.0;2.63;182.29;21000.0;20000.0;0.0;0.0
2020-02-08T19:00:00+0100;2.73;0.0;1.45;183.58;21000.0;20000.0;100000.0;0.0
2020-02-08T20:00:00+0100;2.76;0.0;1.5;191.57;23000.0;10000.0;0.0;0.0
2020-02-08T21:00:00+0100;2.83;0.0;1.07;212.95;23000.0;20000.0;0.0;0.0
2020-02-08T22:00:00+0100;2.94;0.0;1.17;180.27;24000.0;10000.0;0.0;0.0
2020-02-08T23:00:00+0100;2.92;0.0;1.3;194.27;17000.0;20000.0;0.0;0.0
2020-02-09T00:00:00+0100;3.36;0.0;2.61;202.4;20000.0;20000.0;100000.0;0.0
2020-02-09T01:00:00+0100;3.52;0.0;2.3;210.96;20000.0;10000.0;0.0;0.0
2020-02-09T02:00:00+0100;3.76;0.0;1.84;154.03;22000.0;20000.0;0.0;0.0
2020-02-09T03:00:00+0100;3.14;0.0;2.18;192.49;19000.0;20000.0;0.0;0.0
2020-02-09T04:00:00+0100;3.14;0.0;4.61;204.01;20000.0;20000.0;0.0;0.0
2020-02-09T05:00:00+0100;3.41;0.0;6.32;197.86;20000.0;20000.0;100000.0;0.0
2020-02-09T06:00:00+0100;3.87;-0.0;6.83;191.64;24000.0;20000.0;0.0;0.0
2020-02-09T07:00:00+0100;3.95;0.0;8.35;186.22;24000.0;20000.0;0.0;0.0
2020-02-09T08:00:00+0100;4.19;2.88;9.58;189.23;23000.0;30000.0;0.0;0.0
2020-02-09T09:00:00+0100;4.3;9.3;10.52;189.77;30000.0;20000.0;100000.0;0.0
2020-02-09T10:00:00+0100;4.23;13.55;10.89;186.45;36000.0;30000.0;0.0;0.0
2020-02-09T11:00:00+0100;3.91;17.07;10.33;182.99;28000.0;20000.0;0.0;0.0
2020-02-09T12:00:00+0100;4.12;18.03;10.48;181.55;43000.0;30000.0;0.0;0.0
2020-02-09T13:00:00+0100;4.44;15.26;10.86;183.87;40000.0;20000.0;100000.0;0.0
2020-02-09T14:00:00+0100;3.9;10.88;10.13;181.73;40000.0;20000.0;0.0;0.0
2020-02-09T15:00:00+0100;3.59;5.83;10.41;180.52;34000.0;20000.0;0.0;0.0
2020-02-09T16:00:00+0100;3.57;1.53;10.95;178.35;34000.0;30000.0;0.0;0.0
2020-02-09T17:00:00+0100;3.87;0.02;10.38;176.71;31000.0;20000.0;0.0;0.0
2020-02-09T18:00:00+0100;4.87;0.0;9.21;179.29;33000.0;20000.0;100000.0;0.0
2020-02-09T19:00:00+0100;5.64;0.0;7.5;189.17;35000.0;20000.0;0.0;0.0
2020-02-09T20:00:00+0100;6.32;0.0;5.74;189.8;25000.0;10000.0;0.0;0.0
2020-02-09T21:00:00+0100;6.68;0.0;5.14;188.41;22000.0;20000.0;0.0;0.0
2020-02-09T22:00:00+0100;6.61;0.0;5.11;188.8;22000.0;20000.0;0.0;0.0
2020-02-09T23:00:00+0100;6.31;0.0;4.73;200.21;19000.0;20000.0;0.0;0.0
2020-02-10T00:00:00+0100;5.99;0.0;5.48;194.61;20000.0;20000.0;100000.0;0.0
2020-02-10T01:00:00+0100;5.96;0.0;6.82;194.01;20000.0;20000.0;0.0;0.0
2020-02-10T02:00:00+0100;5.73;0.0;5.71;206.21;24000.0;30000.0;0.0;0.0
2020-02-10T03:00:00+0100;5.49;0.0;4.76;198.46;21000.0;30000.0;0.0;0.0
2020-02-10T04:00:00+0100;5.31;0.0;3.62;195.45;23000.0;40000.0;100000.0;0.0
2020-02-10T05:00:00+0100;4.83;0.0;4.03;188.42;43000.0;40000.0;100000.0;0.0
2020-02-10T06:00:00+0100;4.48;-0.0;3.75;198.24;42000.0;40000.0;0.0;0.0
2020-02-10T07:00:00+0100;4.6;0.0;2.82;210.4;85000.0;80000.0;100000.0;0.0
2020-02-10T08:00:00+0100;4.9;15.43;4.15;230.14;83000.0;70000.0;0.0;0.0
2020-02-10T09:00:00+0100;5.45;87.8;5.0;268.72;80000.0;60000.0;100000.0;0.0
2020-02-10T10:00:00+0100;6.19;128.34;8.35;278.52;84000.0;50000.0;0.0;0.0
