Header_line;24
location;Drammen - Norway
year_of_construction;1986
floor_area;3327
number_of_users;49
number_of_units;5
building_category;Nsh
energy_label;C
notes;Renovated/expanded in 2009
central_heating_system;0
dhw_heat_source;HWH
sh_heat_source;EH
ventilation_heat_source;EHB
ventilation_types;DCV
night_setback;1
lighting_control;0
timestamp_format;%Y-%m-%dT%H:%M:%S%z
time_zone;Etc/Gmt-1
building_id;6410

;Weather variable;Weather variable;Weather variable;Weather variable;Electricity import;Electricity use;Heat use
;C;W/m2;m/s;deg;Wh;Wh;Wh
;Temperature Outdoor;Global Solar Horizontal Radiation;Wind_speed;Wind_dir;Electricity imported ;Electricity for DHW production and heat tracing;Domestic Hot Water
TimeStamp;Tout;SolGlob;WindSpd;WindDir;ElImp;ElDHW;HtDHW
2018-07-16T11:00:00+0100;22.15;750.88;2.09;141.18;59000.0;;2100.0
2018-07-16T12:00:00+0100;23.15;777.31;2.45;148.59;62000.0;;2500.0
2018-07-16T13:00:00+0100;25.18;762.91;2.96;163.18;62000.0;;1400.0
2018-07-16T14:00:00+0100;26.46;707.5;3.31;167.83;50000.0;;400.0
2018-07-16T15:00:00+0100;27.53;613.11;3.32;166.04;42000.0;;800.0
2018-07-16T16:00:00+0100;27.35;507.23;2.31;175.28;51000.0;;1500.0
2018-07-16T17:00:00+0100;26.86;381.23;2.42;182.77;39000.0;;400.0
2018-07-16T18:00:00+0100;26.0;251.57;2.29;179.57;39000.0;;1100.0
2018-07-16T19:00:00+0100;25.13;132.22;2.07;182.92;50000.0;;1700.0
2018-07-16T20:00:00+0100;23.58;40.95;1.08;193.59;36000.0;;300.0
2018-07-16T21:00:00+0100;22.21;0.85;0.78;219.87;32000.0;;
2018-07-16T22:00:00+0100;20.53;0.0;1.05;225.22;28000.0;;
2018-07-16T23:00:00+0100;18.93;-0.02;1.52;251.58;26000.0;;
2018-07-17T00:00:00+0100;17.78;0.0;1.71;263.35;23000.0;;
2018-07-17T01:00:00+0100;16.8;0.0;1.71;271.56;22000.0;;
2018-07-17T02:00:00+0100;16.52;0.02;1.72;268.29;21000.0;;
2018-07-17T03:00:00+0100;16.75;2.67;1.55;280.42;21000.0;;
2018-07-17T04:00:00+0100;16.41;21.46;1.62;287.1;24000.0;;
2018-07-17T05:00:00+0100;16.65;55.66;1.58;289.3;28000.0;;
2018-07-17T06:00:00+0100;17.45;145.0;1.86;276.6;37000.0;;500.0
2018-07-17T07:00:00+0100;18.23;38.3;1.12;40.73;54000.0;;2200.0
2018-07-17T08:00:00+0100;19.67;149.29;1.54;308.32;44000.0;;1300.0
2018-07-17T09:00:00+0100;21.4;261.04;3.13;298.8;57000.0;;2200.0
2018-07-17T10:00:00+0100;22.99;454.27;2.22;325.26;43000.0;;1200.0
2018-07-17T11:00:00+0100;23.03;602.95;1.35;76.28;50000.0;;1400.0
2018-07-17T12:00:00+0100;23.18;617.42;2.42;93.53;61000.0;;2800.0
2018-07-17T13:00:00+0100;25.18;352.17;3.26;87.64;55000.0;;800.0
2018-07-17T14:00:00+0100;26.34;287.77;3.49;84.22;51000.0;;400.0
2018-07-17T15:00:00+0100;28.18;385.1;3.42;90.93;45000.0;;1000.0
2018-07-17T16:00:00+0100;29.0;437.93;0.93;39.09;45000.0;;1100.0
2018-07-17T17:00:00+0100;29.27;334.34;1.17;52.79;38000.0;;200.0
2018-07-17T18:00:00+0100;29.73;211.2;1.12;51.78;37000.0;;800.0
2018-07-17T19:00:00+0100;28.48;104.65;0.94;52.17;49000.0;;1500.0
2018-07-17T20:00:00+0100;27.15;30.83;0.7;15.04;33000.0;;300.0
2018-07-17T21:00:00+0100;25.45;0.44;1.09;287.17;37000.0;;200.0
2018-07-17T22:00:00+0100;23.85;0.0;1.85;273.68;28000.0;;
2018-07-17T23:00:00+0100;23.27;0.0;1.88;274.1;22000.0;;
2018-07-18T00:00:00+0100;22.59;0.0;1.45;254.36;21000.0;;
2018-07-18T01:00:00+0100;21.08;0.0;1.83;240.49;21000.0;;
2018-07-18T02:00:00+0100;19.34;0.0;2.51;260.92;20000.0;;
2018-07-18T03:00:00+0100;18.81;1.12;2.7;277.37;20000.0;;
2018-07-18T04:00:00+0100;18.69;6.51;3.81;292.25;23000.0;;
2018-07-18T05:00:00+0100;18.45;28.48;2.87;285.98;30000.0;;500.0
2018-07-18T06:00:00+0100;18.39;59.15;2.79;288.35;44000.0;;400.0
2018-07-18T07:00:00+0100;18.76;44.96;2.21;271.99;58000.0;;2400.0
2018-07-18T08:00:00+0100;19.4;32.45;2.42;270.4;50000.0;;900.0
2018-07-18T09:00:00+0100;19.84;39.26;1.73;267.26;59000.0;;1900.0
2018-07-18T10:00:00+0100;20.91;101.79;1.09;282.11;66000.0;;2600.0
2018-07-18T11:00:00+0100;21.71;144.32;0.78;321.02;54000.0;;1100.0
2018-07-18T12:00:00+0100;22.49;141.3;0.56;65.26;58000.0;;1900.0
2018-07-18T13:00:00+0100;22.6;163.23;0.49;33.13;49000.0;;300.0
2018-07-18T14:00:00+0100;23.42;570.04;1.17;78.05;49000.0;;500.0
2018-07-18T15:00:00+0100;24.82;547.68;1.4;92.82;48000.0;;1700.0
2018-07-18T16:00:00+0100;25.44;474.72;2.87;91.17;41000.0;;1400.0
2018-07-18T17:00:00+0100;26.34;368.85;2.62;96.43;36000.0;;400.0
2018-07-18T18:00:00+0100;25.74;241.09;3.11;182.2;46000.0;;1200.0
2018-07-18T19:00:00+0100;25.46;124.25;2.11;159.69;38000.0;;1300.0
2018-07-18T20:00:00+0100;24.64;36.66;1.1;71.22;34000.0;;
2018-07-18T21:00:00+0100;22.62;0.44;0.53;47.63;40000.0;;
2018-07-18T22:00:00+0100;20.93;0.0;0.79;223.54;37000.0;;
2018-07-18T23:00:00+0100;19.33;0.0;0.73;288.71;24000.0;;
2018-07-19T00:00:00+0100;17.92;0.0;0.89;270.42;25000.0;;
2018-07-19T01:00:00+0100;16.64;0.0;1.27;275.08;24000.0;;
2018-07-19T02:00:00+0100;15.82;0.0;1.23;278.18;20000.0;;
2018-07-19T03:00:00+0100;15.02;1.88;1.16;288.21;19000.0;;
2018-07-19T04:00:00+0100;14.33;47.64;1.08;281.94;23000.0;;
2018-07-19T05:00:00+0100;14.68;141.65;1.11;302.69;30000.0;;800.0
2018-07-19T06:00:00+0100;16.43;261.63;0.69;351.36;40000.0;;700.0
2018-07-19T07:00:00+0100;17.8;390.35;0.89;39.99;57000.0;;3500.0
2018-07-19T08:00:00+0100;19.71;513.62;0.92;67.96;59000.0;;1300.0
2018-07-19T09:00:00+0100;21.37;621.24;1.47;84.59;49000.0;;1700.0
2018-07-19T10:00:00+0100;23.03;704.98;1.95;85.59;66000.0;;2700.0
2018-07-19T11:00:00+0100;24.9;758.9;2.32;88.63;49000.0;;1200.0
2018-07-19T12:00:00+0100;25.57;774.01;2.34;86.58;74000.0;;3200.0
2018-07-19T13:00:00+0100;26.72;749.01;2.53;77.32;53000.0;;300.0
2018-07-19T14:00:00+0100;28.08;688.6;2.71;78.28;53000.0;;400.0
2018-07-19T15:00:00+0100;28.74;610.65;2.81;83.68;54000.0;;2100.0
2018-07-19T16:00:00+0100;28.81;498.66;2.9;119.74;45000.0;;1100.0
2018-07-19T17:00:00+0100;28.96;373.66;3.0;170.07;38000.0;;1000.0
2018-07-19T18:00:00+0100;28.06;244.5;3.28;186.69;47000.0;;2600.0
2018-07-19T19:00:00+0100;26.3;125.37;3.82;185.65;42000.0;;800.0
2018-07-19T20:00:00+0100;24.8;35.66;3.51;182.3;38000.0;;
2018-07-19T21:00:00+0100;23.15;0.28;2.13;178.4;36000.0;;
2018-07-19T22:00:00+0100;20.75;0.0;1.21;197.37;33000.0;;
2018-07-19T23:00:00+0100;18.98;0.0;1.07;206.28;25000.0;;
2018-07-20T00:00:00+0100;17.48;0.0;0.73;205.49;23000.0;;
2018-07-20T01:00:00+0100;16.34;0.0;0.91;242.36;23000.0;;
2018-07-20T02:00:00+0100;15.32;0.0;1.18;223.56;23000.0;;
2018-07-20T03:00:00+0100;14.73;1.43;1.13;250.63;22000.0;;
2018-07-20T04:00:00+0100;14.4;43.28;1.34;260.63;24000.0;;
2018-07-20T05:00:00+0100;15.24;138.2;1.05;278.19;29000.0;;400.0
2018-07-20T06:00:00+0100;16.23;258.49;0.29;306.1;38000.0;;600.0
2018-07-20T07:00:00+0100;17.66;382.77;0.55;95.35;58000.0;;3600.0
2018-07-20T08:00:00+0100;19.25;491.47;1.14;86.52;49000.0;;1300.0
2018-07-20T09:00:00+0100;20.89;588.53;1.76;84.8;58000.0;;3200.0
2018-07-20T10:00:00+0100;22.41;629.76;2.03;95.68;54000.0;;2400.0
2018-07-20T11:00:00+0100;24.49;681.24;2.46;134.14;46000.0;;1000.0
2018-07-20T12:00:00+0100;25.71;746.94;2.82;161.0;62000.0;;2400.0
2018-07-20T13:00:00+0100;25.96;747.68;3.13;168.08;46000.0;;500.0
2018-07-20T14:00:00+0100;27.4;700.11;3.64;161.86;44000.0;;400.0
2018-07-20T15:00:00+0100;26.99;621.19;4.05;177.67;49000.0;;1700.0
2018-07-20T16:00:00+0100;26.96;508.12;3.62;180.71;46000.0;;1500.0
2018-07-20T17:00:00+0100;26.69;376.5;3.5;182.43;36000.0;;700.0
2018-07-20T18:00:00+0100;26.08;244.64;3.61;176.48;45000.0;;1600.0
2018-07-20T19:00:00+0100;24.03;115.83;3.15;174.12;43000.0;;1300.0
2018-07-20T20:00:00+0100;22.89;30.95;2.53;171.86;36000.0;;400.0
2018-07-20T21:00:00+0100;21.2;0.12;1.47;123.27;31000.0;;100.0
2018-07-20T22:00:00+0100;18.82;0.02;0.32;1.66;27000.0;;
2018-07-20T23:00:00+0100;17.05;-0.02;0.35;313.63;22000.0;;
2018-07-21T00:00:00+0100;15.76;0.0;0.75;298.71;22000.0;;
2018-07-21T01:00:00+0100;15.6;0.02;1.05;282.83;21000.0;;
2018-07-21T02:00:00+0100;15.45;-0.02;1.23;279.71;19000.0;;
2018-07-21T03:00:00+0100;15.12;1.15;1.3;290.42;20000.0;;
2018-07-21T04:00:00+0100;14.87;44.47;1.25;299.22;24000.0;;
2018-07-21T05:00:00+0100;15.81;138.88;1.36;295.46;24000.0;;
2018-07-21T06:00:00+0100;16.59;259.79;0.81;324.66;30000.0;;
2018-07-21T07:00:00+0100;17.76;389.16;1.06;25.51;37000.0;;1400.0
2018-07-21T08:00:00+0100;18.91;512.88;0.95;55.81;41000.0;;800.0
2018-07-21T09:00:00+0100;20.67;620.31;1.57;87.81;38000.0;;600.0
2018-07-21T10:00:00+0100;22.19;704.65;1.96;91.23;46000.0;;1300.0
2018-07-21T11:00:00+0100;23.93;756.36;2.24;86.88;44000.0;;1200.0
2018-07-21T12:00:00+0100;24.74;770.01;3.33;88.14;46000.0;;1500.0
2018-07-21T13:00:00+0100;26.1;748.2;3.76;137.01;47000.0;;1000.0
2018-07-21T14:00:00+0100;26.65;689.53;3.8;163.82;38000.0;;400.0
2018-07-21T15:00:00+0100;25.86;599.18;4.14;169.35;39000.0;;300.0
2018-07-21T16:00:00+0100;25.71;490.68;3.55;152.34;43000.0;;800.0
2018-07-21T17:00:00+0100;25.39;352.19;3.3;160.13;37000.0;;300.0
2018-07-21T18:00:00+0100;25.03;136.56;3.33;168.19;36000.0;;600.0
2018-07-21T19:00:00+0100;23.91;69.53;2.19;183.62;44000.0;;2400.0
2018-07-21T20:00:00+0100;22.73;29.77;0.94;74.89;35000.0;;200.0
2018-07-21T21:00:00+0100;21.53;0.05;0.52;61.26;44000.0;;300.0
2018-07-21T22:00:00+0100;20.28;0.0;0.59;20.59;32000.0;;
2018-07-21T23:00:00+0100;18.88;0.0;1.12;328.55;22000.0;;
2018-07-22T00:00:00+0100;18.37;0.0;1.39;315.58;23000.0;;
2018-07-22T01:00:00+0100;17.49;0.0;1.28;315.25;21000.0;;
2018-07-22T02:00:00+0100;16.76;0.0;1.41;313.85;22000.0;;
2018-07-22T03:00:00+0100;17.01;0.81;1.38;326.07;21000.0;;
2018-07-22T04:00:00+0100;17.23;40.86;1.5;337.03;22000.0;;
2018-07-22T05:00:00+0100;17.51;131.79;1.29;350.01;24000.0;;100.0
2018-07-22T06:00:00+0100;17.9;249.83;1.1;3.44;29000.0;;100.0
2018-07-22T07:00:00+0100;18.49;378.07;1.02;29.94;41000.0;;1400.0
2018-07-22T08:00:00+0100;19.06;501.29;1.35;59.58;44000.0;;1100.0
2018-07-22T09:00:00+0100;19.61;608.31;1.78;81.11;41000.0;;1300.0
2018-07-22T10:00:00+0100;20.36;690.78;1.91;82.78;46000.0;;1900.0
2018-07-22T11:00:00+0100;21.71;727.03;2.38;94.6;45000.0;;900.0
2018-07-22T12:00:00+0100;23.31;721.71;2.58;173.85;44000.0;;1100.0
2018-07-22T13:00:00+0100;24.67;691.05;2.76;190.86;58000.0;;1000.0
2018-07-22T14:00:00+0100;25.81;681.04;3.12;193.87;56000.0;;700.0
2018-07-22T15:00:00+0100;27.5;594.84;3.67;190.13;40000.0;;1500.0
2018-07-22T16:00:00+0100;26.96;484.92;4.44;180.98;44000.0;;1400.0
2018-07-22T17:00:00+0100;26.77;360.2;4.85;175.14;39000.0;;500.0
2018-07-22T18:00:00+0100;25.58;231.41;4.4;177.01;41000.0;;1400.0
2018-07-22T19:00:00+0100;24.62;114.35;3.38;174.2;44000.0;;1000.0
2018-07-22T20:00:00+0100;22.88;28.85;2.36;180.63;34000.0;;100.0
2018-07-22T21:00:00+0100;21.01;0.02;1.72;194.95;38000.0;;
2018-07-22T22:00:00+0100;19.1;0.0;1.09;192.93;28000.0;;
2018-07-22T23:00:00+0100;17.82;0.0;0.57;179.73;23000.0;;
2018-07-23T00:00:00+0100;17.16;-0.02;0.44;15.67;22000.0;;
2018-07-23T01:00:00+0100;16.98;0.02;1.12;297.36;23000.0;;
2018-07-23T02:00:00+0100;16.43;0.0;1.1;277.94;21000.0;;
2018-07-23T03:00:00+0100;15.91;0.52;1.26;304.53;21000.0;;
2018-07-23T04:00:00+0100;15.19;37.84;1.32;291.36;25000.0;;
2018-07-23T05:00:00+0100;15.27;125.63;1.63;296.53;28000.0;;300.0
2018-07-23T06:00:00+0100;16.72;246.65;1.84;304.95;36000.0;;400.0
2018-07-23T07:00:00+0100;18.46;380.6;2.01;311.11;59000.0;;3200.0
2018-07-23T08:00:00+0100;20.53;505.11;1.5;326.11;59000.0;;1900.0
2018-07-23T09:00:00+0100;22.99;600.05;0.81;20.38;61000.0;;3100.0
2018-07-23T10:00:00+0100;24.45;674.19;0.95;92.8;59000.0;;3000.0
2018-07-23T11:00:00+0100;26.14;722.51;1.62;103.02;57000.0;;1900.0
2018-07-23T12:00:00+0100;27.58;747.3;2.52;103.63;59000.0;;2300.0
2018-07-23T13:00:00+0100;28.45;709.14;3.09;113.65;51000.0;;600.0
2018-07-23T14:00:00+0100;28.75;625.88;3.04;185.2;49000.0;;100.0
2018-07-23T15:00:00+0100;29.76;585.74;3.8;183.43;43000.0;;800.0
2018-07-23T16:00:00+0100;28.95;480.59;4.59;182.1;42000.0;;900.0
2018-07-23T17:00:00+0100;28.64;355.12;4.36;174.31;45000.0;;800.0
2018-07-23T18:00:00+0100;28.28;227.11;4.04;176.18;46000.0;;900.0
2018-07-23T19:00:00+0100;26.48;111.48;3.59;181.83;40000.0;;600.0
2018-07-23T20:00:00+0100;25.6;26.81;2.83;194.99;31000.0;;300.0
2018-07-23T21:00:00+0100;23.14;-0.02;2.21;189.43;37000.0;;100.0
2018-07-23T22:00:00+0100;21.71;0.02;1.61;192.12;36000.0;;
2018-07-23T23:00:00+0100;20.54;0.0;1.46;192.89;25000.0;;
2018-07-24T00:00:00+0100;19.72;0.0;1.14;242.02;22000.0;;
2018-07-24T01:00:00+0100;19.67;0.0;1.29;251.08;21000.0;;
2018-07-24T02:00:00+0100;19.92;0.0;1.57;285.4;21000.0;;
2018-07-24T03:00:00+0100;19.73;0.32;1.46;291.69;20000.0;;
2018-07-24T04:00:00+0100;19.06;36.59;1.38;288.91;22000.0;;
2018-07-24T05:00:00+0100;19.02;126.85;1.17;281.99;28000.0;;700.0
2018-07-24T06:00:00+0100;19.59;232.86;0.79;287.13;42000.0;;800.0
2018-07-24T07:00:00+0100;20.5;366.04;1.02;330.38;52000.0;;2100.0
2018-07-24T08:00:00+0100;22.11;496.1;0.69;28.31;40000.0;;1200.0
2018-07-24T09:00:00+0100;24.33;602.75;1.95;99.48;57000.0;;2000.0
2018-07-24T10:00:00+0100;26.0;684.45;2.53;151.59;54000.0;;2000.0
2018-07-24T11:00:00+0100;27.48;730.06;3.25;178.56;39000.0;;800.0
2018-07-24T12:00:00+0100;28.59;746.46;3.33;187.79;55000.0;;1800.0
2018-07-24T13:00:00+0100;29.09;684.81;3.54;167.94;48000.0;;200.0
2018-07-24T14:00:00+0100;27.97;395.79;4.04;150.57;47000.0;;300.0
2018-07-24T15:00:00+0100;28.03;465.67;2.91;259.06;51000.0;;2000.0
2018-07-24T16:00:00+0100;27.03;389.22;4.05;251.9;43000.0;;1200.0
2018-07-24T17:00:00+0100;27.05;345.22;2.86;201.92;42000.0;;700.0
2018-07-24T18:00:00+0100;25.57;221.85;3.4;256.46;38000.0;;800.0
2018-07-24T19:00:00+0100;25.1;107.59;1.74;242.56;45000.0;;900.0
2018-07-24T20:00:00+0100;24.61;24.73;0.86;314.63;32000.0;;200.0
2018-07-24T21:00:00+0100;23.71;0.0;0.84;208.91;38000.0;;
2018-07-24T22:00:00+0100;21.99;0.0;0.86;226.64;30000.0;;
2018-07-24T23:00:00+0100;20.82;0.0;0.85;242.0;21000.0;;
2018-07-25T00:00:00+0100;19.62;0.0;0.8;244.0;22000.0;;
2018-07-25T01:00:00+0100;18.99;0.0;0.74;269.76;22000.0;;
2018-07-25T02:00:00+0100;18.23;0.0;0.77;252.96;21000.0;;
2018-07-25T03:00:00+0100;17.97;0.13;0.83;256.78;20000.0;;
2018-07-25T04:00:00+0100;17.59;30.62;1.39;216.59;23000.0;;
2018-07-25T05:00:00+0100;18.17;104.83;1.13;215.83;30000.0;;700.0
2018-07-25T06:00:00+0100;18.85;224.48;0.79;220.75;42000.0;;1000.0
2018-07-25T07:00:00+0100;20.12;355.43;1.05;163.14;51000.0;;2300.0
2018-07-25T08:00:00+0100;22.11;400.23;1.63;142.48;37000.0;;900.0
2018-07-25T09:00:00+0100;24.01;543.97;2.3;163.11;51000.0;;2800.0
2018-07-25T10:00:00+0100;25.29;621.94;4.0;179.74;47000.0;;1900.0
2018-07-25T11:00:00+0100;26.83;723.9;4.36;173.17;50000.0;;1800.0
2018-07-25T12:00:00+0100;27.8;730.41;4.58;173.96;59000.0;;2600.0
2018-07-25T13:00:00+0100;28.41;721.24;4.91;166.02;46000.0;;700.0
2018-07-25T14:00:00+0100;28.44;652.9;4.86;168.76;49000.0;;400.0
2018-07-25T15:00:00+0100;28.12;540.83;4.81;171.96;44000.0;;1100.0
2018-07-25T16:00:00+0100;28.68;471.03;6.3;170.7;41000.0;;1000.0
2018-07-25T17:00:00+0100;28.42;332.22;5.94;175.78;39000.0;;700.0
2018-07-25T18:00:00+0100;26.74;212.6;5.09;180.28;37000.0;;800.0
2018-07-25T19:00:00+0100;25.29;106.99;3.71;180.84;47000.0;;1600.0
2018-07-25T20:00:00+0100;24.03;23.71;1.64;167.69;37000.0;;500.0
2018-07-25T21:00:00+0100;22.01;0.0;1.3;168.3;35000.0;;
2018-07-25T22:00:00+0100;20.39;0.0;0.66;142.72;31000.0;;
2018-07-25T23:00:00+0100;19.3;-0.02;1.03;301.63;23000.0;;
2018-07-26T00:00:00+0100;18.13;0.0;1.62;281.84;22000.0;;
2018-07-26T01:00:00+0100;17.88;0.02;2.08;301.5;21000.0;;
2018-07-26T02:00:00+0100;17.49;0.0;2.39;293.31;20000.0;;
2018-07-26T03:00:00+0100;17.07;0.06;2.01;303.83;19000.0;;
2018-07-26T04:00:00+0100;16.63;32.51;2.09;304.55;21000.0;;
2018-07-26T05:00:00+0100;17.08;119.24;2.03;318.2;27000.0;;
2018-07-26T06:00:00+0100;18.23;237.5;1.98;328.59;40000.0;;1100.0
2018-07-26T07:00:00+0100;19.59;366.45;3.08;357.63;56000.0;;2300.0
2018-07-26T08:00:00+0100;21.34;486.57;3.57;18.97;47000.0;;1000.0
2018-07-26T09:00:00+0100;22.53;578.15;2.94;14.37;56000.0;;1600.0
2018-07-26T10:00:00+0100;24.0;675.79;2.6;10.04;50000.0;;2100.0
2018-07-26T11:00:00+0100;25.56;734.57;1.16;57.32;58000.0;;2100.0
2018-07-26T12:00:00+0100;27.38;751.1;1.6;104.63;63000.0;;2900.0
2018-07-26T13:00:00+0100;28.27;731.66;0.89;108.98;51000.0;;500.0
2018-07-26T14:00:00+0100;30.0;677.37;1.27;99.35;46000.0;;300.0
2018-07-26T15:00:00+0100;30.44;588.53;1.78;97.66;39000.0;;700.0
2018-07-26T16:00:00+0100;30.34;474.74;2.9;93.07;47000.0;;1100.0
2018-07-26T17:00:00+0100;30.67;349.15;2.64;159.36;39000.0;;600.0
2018-07-26T18:00:00+0100;30.35;221.73;3.22;185.58;40000.0;;800.0
2018-07-26T19:00:00+0100;28.73;105.85;3.86;181.98;46000.0;;1200.0
2018-07-26T20:00:00+0100;27.0;22.27;3.42;178.42;38000.0;;200.0
2018-07-26T21:00:00+0100;25.44;0.01;2.26;187.34;32000.0;;
2018-07-26T22:00:00+0100;23.1;0.0;0.66;267.58;28000.0;;
2018-07-26T23:00:00+0100;21.65;0.0;1.36;258.32;24000.0;;
2018-07-27T00:00:00+0100;19.72;0.0;1.48;251.01;23000.0;;
2018-07-27T01:00:00+0100;18.51;0.0;1.56;257.6;21000.0;;
2018-07-27T02:00:00+0100;17.68;-0.02;1.31;273.21;21000.0;;
2018-07-27T03:00:00+0100;16.83;0.01;1.2;262.35;20000.0;;
2018-07-27T04:00:00+0100;15.96;30.98;1.22;268.76;23000.0;;
2018-07-27T05:00:00+0100;15.95;120.66;1.13;279.41;27000.0;;
2018-07-27T06:00:00+0100;17.12;240.2;0.82;297.05;42000.0;;700.0
2018-07-27T07:00:00+0100;19.5;370.89;0.78;67.26;47000.0;;2600.0
2018-07-27T08:00:00+0100;21.45;496.8;1.28;71.92;58000.0;;2800.0
2018-07-27T09:00:00+0100;23.46;606.77;1.37;74.68;57000.0;;2700.0
2018-07-27T10:00:00+0100;25.64;691.27;1.75;81.06;56000.0;;2600.0
2018-07-27T11:00:00+0100;27.08;745.13;2.21;88.1;57000.0;;2000.0
2018-07-27T12:00:00+0100;28.48;758.27;2.43;87.52;57000.0;;2200.0
2018-07-27T13:00:00+0100;29.86;730.18;2.38;80.34;43000.0;;700.0
2018-07-27T14:00:00+0100;31.33;672.87;2.53;79.24;46000.0;;200.0
2018-07-27T15:00:00+0100;32.37;581.67;2.0;147.85;49000.0;;1700.0
2018-07-27T16:00:00+0100;32.75;469.56;1.37;119.53;42000.0;;1300.0
2018-07-27T17:00:00+0100;32.81;342.68;1.56;67.89;41000.0;;900.0
2018-07-27T18:00:00+0100;32.53;209.7;2.53;83.57;48000.0;;2200.0
2018-07-27T19:00:00+0100;31.41;93.94;3.66;92.39;35000.0;;500.0
2018-07-27T20:00:00+0100;29.96;19.19;2.92;101.39;31000.0;;
2018-07-27T21:00:00+0100;27.57;0.0;1.73;104.71;39000.0;;
2018-07-27T22:00:00+0100;25.53;0.0;0.4;131.75;33000.0;;
2018-07-27T23:00:00+0100;24.42;0.0;1.08;292.34;25000.0;;
2018-07-28T00:00:00+0100;23.95;0.0;1.26;316.87;26000.0;;
2018-07-28T01:00:00+0100;23.63;0.0;1.07;331.56;22000.0;;
2018-07-28T02:00:00+0100;23.28;0.0;1.47;340.04;22000.0;;
2018-07-28T03:00:00+0100;23.66;0.0;1.63;355.71;19000.0;;
2018-07-28T04:00:00+0100;23.14;12.05;1.63;3.35;23000.0;;
2018-07-28T05:00:00+0100;23.18;55.61;1.27;18.37;25000.0;;200.0
2018-07-28T06:00:00+0100;23.62;71.2;1.58;40.21;33000.0;;400.0
2018-07-28T07:00:00+0100;24.59;331.0;2.78;63.43;40000.0;;800.0
2018-07-28T08:00:00+0100;25.22;465.22;3.65;69.24;34000.0;;300.0
2018-07-28T09:00:00+0100;26.23;586.39;4.01;65.92;35000.0;;300.0
2018-07-28T10:00:00+0100;26.19;522.14;4.17;83.9;41000.0;;700.0
2018-07-28T11:00:00+0100;26.15;663.94;4.96;100.08;43000.0;;700.0
2018-07-28T12:00:00+0100;27.96;389.22;5.18;94.97;41000.0;;800.0
2018-07-28T13:00:00+0100;27.83;602.04;6.28;112.31;40000.0;;500.0
2018-07-28T14:00:00+0100;26.52;368.28;6.03;99.92;42000.0;;200.0
2018-07-28T15:00:00+0100;26.46;225.96;6.02;116.87;37000.0;;500.0
2018-07-28T16:00:00+0100;27.02;407.42;5.33;99.32;39000.0;;600.0
2018-07-28T17:00:00+0100;27.27;252.5;5.04;89.57;38000.0;;400.0
2018-07-28T18:00:00+0100;27.74;188.94;6.11;92.43;36000.0;;400.0
2018-07-28T19:00:00+0100;25.7;50.27;5.36;93.7;45000.0;;1700.0
2018-07-28T20:00:00+0100;24.56;1.81;4.48;106.19;35000.0;;300.0
2018-07-28T21:00:00+0100;22.96;0.0;5.33;107.53;40000.0;;
2018-07-28T22:00:00+0100;21.42;0.0;3.24;92.5;37000.0;;
2018-07-28T23:00:00+0100;21.22;0.0;3.5;92.6;27000.0;;
2018-07-29T00:00:00+0100;21.51;0.0;2.24;88.6;23000.0;;
2018-07-29T01:00:00+0100;21.73;0.0;2.33;107.94;22000.0;;
2018-07-29T02:00:00+0100;21.86;0.0;1.89;119.59;21000.0;;
2018-07-29T03:00:00+0100;21.98;0.0;2.62;158.93;20000.0;;
2018-07-29T04:00:00+0100;21.54;9.26;3.36;176.37;23000.0;;
2018-07-29T05:00:00+0100;21.08;81.96;3.56;182.31;23000.0;;
2018-07-29T06:00:00+0100;20.75;194.66;4.08;179.42;38000.0;;
2018-07-29T07:00:00+0100;21.57;218.76;3.52;179.82;41000.0;;1100.0
2018-07-29T08:00:00+0100;22.3;323.68;3.69;187.19;38000.0;;700.0
2018-07-29T09:00:00+0100;23.73;561.13;3.34;177.16;37000.0;;500.0
2018-07-29T10:00:00+0100;25.11;671.01;3.66;181.82;41000.0;;1500.0
2018-07-29T11:00:00+0100;25.88;743.35;3.76;182.84;46000.0;;900.0
2018-07-29T12:00:00+0100;26.08;754.95;3.92;183.83;48000.0;;1300.0
2018-07-29T13:00:00+0100;26.12;712.15;4.51;192.16;44000.0;;200.0
2018-07-29T14:00:00+0100;26.69;639.65;3.62;188.4;44000.0;;200.0
2018-07-29T15:00:00+0100;26.81;586.11;3.37;176.37;46000.0;;1400.0
2018-07-29T16:00:00+0100;27.06;426.95;5.11;182.34;42000.0;;1300.0
2018-07-29T17:00:00+0100;25.82;261.84;5.37;182.26;40000.0;;1200.0
2018-07-29T18:00:00+0100;25.09;215.17;4.96;177.83;43000.0;;1500.0
2018-07-29T19:00:00+0100;23.91;99.12;4.16;174.01;41000.0;;1800.0
2018-07-29T20:00:00+0100;22.57;16.9;3.0;175.58;37000.0;;300.0
2018-07-29T21:00:00+0100;20.56;-0.01;1.87;182.12;31000.0;;
2018-07-29T22:00:00+0100;18.5;0.0;2.0;199.7;28000.0;;
2018-07-29T23:00:00+0100;16.42;0.0;1.71;195.88;21000.0;;
2018-07-30T00:00:00+0100;15.33;0.02;2.16;213.74;20000.0;;
2018-07-30T01:00:00+0100;15.11;0.0;1.18;225.17;20000.0;;
2018-07-30T02:00:00+0100;15.04;0.0;0.71;18.82;21000.0;;
2018-07-30T03:00:00+0100;15.13;0.0;0.97;326.44;20000.0;;
