Header_line;24
location;Drammen - Norway
year_of_construction;1986
floor_area;3327
number_of_users;49
number_of_units;5
building_category;Nsh
energy_label;C
notes;Renovated/expanded in 2009
central_heating_system;0
dhw_heat_source;HWH
sh_heat_source;EH
ventilation_heat_source;EHB
ventilation_types;DCV
night_setback;1
lighting_control;0
timestamp_format;%Y-%m-%dT%H:%M:%S%z
time_zone;Etc/Gmt-1
building_id;6410

;Weather variable;Weather variable;Weather variable;Weather variable;Electricity import;Electricity use;Heat use
;C;W/m2;m/s;deg;Wh;Wh;Wh
;Temperature Outdoor;Global Solar Horizontal Radiation;Wind_speed;Wind_dir;Electricity imported ;Electricity for DHW production and heat tracing;Domestic Hot Water
TimeStamp;Tout;SolGlob;WindSpd;WindDir;ElImp;ElDHW;HtDHW
2020-11-13T10:00:00+0100;4.57;28.98;0.91;61.01;111840.0;16190.0;7810.0
2020-11-13T11:00:00+0100;4.93;26.9;1.21;51.31;96960.0;16250.0;8800.0
2020-11-13T12:00:00+0100;5.04;20.64;1.36;57.09;101280.0;4930.0;6700.0
2020-11-13T13:00:00+0100;5.01;11.5;1.55;78.4;103920.0;10630.0;4690.0
2020-11-13T14:00:00+0100;4.94;5.35;1.21;76.15;97680.0;13960.0;6310.0
2020-11-13T15:00:00+0100;4.97;0.76;0.75;43.07;104160.0;3370.0;4300.0
2020-11-13T16:00:00+0100;5.08;0.0;1.13;48.47;100800.0;6860.0;3800.0
2020-11-13T17:00:00+0100;5.15;0.0;1.45;83.97;105840.0;6330.0;3090.0
2020-11-13T18:00:00+0100;5.29;0.0;0.66;104.25;92880.0;16890.0;9200.0
2020-11-13T19:00:00+0100;5.71;0.0;1.28;140.47;98160.0;2760.0;3800.0
2020-11-13T20:00:00+0100;6.03;0.0;1.67;198.2;88320.0;13910.0;7810.0
2020-11-13T21:00:00+0100;6.64;0.0;2.19;169.87;77280.0;8430.0;6000.0
2020-11-13T22:00:00+0100;7.08;0.0;3.6;170.91;89760.0;5080.0;3500.0
2020-11-13T23:00:00+0100;7.25;0.0;2.9;155.89;89040.0;8570.0;2690.0
2020-11-14T00:00:00+0100;7.47;0.0;3.43;170.14;85680.0;4300.0;610.0
2020-11-14T01:00:00+0100;7.68;0.0;2.36;159.87;83760.0;4360.0;590.0
2020-11-14T02:00:00+0100;7.66;0.0;1.95;169.35;80400.0;5490.0;300.0
2020-11-14T03:00:00+0100;7.6;0.0;1.12;179.51;72000.0;3500.0;500.0
2020-11-14T04:00:00+0100;7.54;0.0;0.72;249.95;72000.0;4770.0;610.0
2020-11-14T05:00:00+0100;7.47;0.0;0.89;290.24;74400.0;5090.0;300.0
2020-11-14T06:00:00+0100;7.75;-0.0;1.36;276.25;76560.0;4920.0;590.0
2020-11-14T07:00:00+0100;7.4;0.0;1.62;251.2;86160.0;4060.0;610.0
2020-11-14T08:00:00+0100;6.28;11.46;1.95;231.57;94800.0;6100.0;6800.0
2020-11-14T09:00:00+0100;5.03;70.19;1.53;231.2;87120.0;15310.0;8500.0
2020-11-14T10:00:00+0100;4.91;121.77;1.53;233.74;105360.0;6280.0;5500.0
2020-11-14T11:00:00+0100;5.49;154.67;1.16;213.1;91200.0;18680.0;13000.0
2020-11-14T12:00:00+0100;6.37;160.0;1.09;195.74;82800.0;7040.0;7500.0
2020-11-14T13:00:00+0100;6.66;131.27;1.68;188.75;94080.0;7870.0;6500.0
2020-11-14T14:00:00+0100;6.46;76.28;2.25;197.44;92640.0;15070.0;10000.0
2020-11-14T15:00:00+0100;5.85;14.53;2.44;203.15;89280.0;11040.0;6000.0
2020-11-14T16:00:00+0100;5.28;0.0;2.22;217.51;94320.0;6760.0;2590.0
2020-11-14T17:00:00+0100;4.68;0.0;1.87;221.69;86880.0;6570.0;5810.0
2020-11-14T18:00:00+0100;3.96;0.0;1.49;233.79;86400.0;10930.0;6090.0
2020-11-14T19:00:00+0100;4.1;0.0;1.22;249.29;93600.0;6660.0;2200.0
2020-11-14T20:00:00+0100;4.35;0.0;1.38;228.86;84240.0;15220.0;10590.0
2020-11-14T21:00:00+0100;4.65;0.0;1.15;232.17;83760.0;8570.0;8200.0
2020-11-14T22:00:00+0100;5.1;0.0;0.79;232.93;84720.0;8120.0;3800.0
2020-11-14T23:00:00+0100;5.15;0.0;1.59;219.71;85920.0;6030.0;1700.0
2020-11-15T00:00:00+0100;5.47;0.0;1.75;195.23;84240.0;5700.0;410.0
2020-11-15T01:00:00+0100;6.21;0.0;2.42;184.86;80880.0;5420.0;90.0
2020-11-15T02:00:00+0100;7.25;0.0;3.87;167.51;79440.0;4760.0;300.0
2020-11-15T03:00:00+0100;7.78;0.0;4.61;158.49;78480.0;4690.0;110.0
2020-11-15T04:00:00+0100;7.57;0.0;3.06;159.17;74400.0;4820.0;590.0
2020-11-15T05:00:00+0100;7.35;0.0;2.05;152.15;72720.0;4080.0;410.0
2020-11-15T06:00:00+0100;7.08;-0.0;1.38;164.93;75120.0;3660.0;90.0
2020-11-15T07:00:00+0100;6.84;0.0;1.44;150.09;80160.0;4290.0;590.0
2020-11-15T08:00:00+0100;7.45;0.2;4.81;164.79;82800.0;4900.0;2410.0
2020-11-15T09:00:00+0100;8.53;1.2;5.53;168.14;87120.0;8080.0;9410.0
2020-11-15T10:00:00+0100;9.22;1.94;5.58;169.97;83520.0;12020.0;4800.0
2020-11-15T11:00:00+0100;9.71;2.97;5.05;176.51;84960.0;11370.0;7700.0
2020-11-15T12:00:00+0100;9.89;4.04;4.15;183.73;82320.0;7900.0;7590.0
2020-11-15T13:00:00+0100;9.96;10.58;2.93;181.81;88080.0;7680.0;5700.0
2020-11-15T14:00:00+0100;10.36;9.24;2.98;168.34;86400.0;14760.0;9390.0
2020-11-15T15:00:00+0100;10.46;2.36;2.93;165.88;79920.0;12070.0;7000.0
2020-11-15T16:00:00+0100;10.34;0.0;2.87;145.55;87120.0;8610.0;3610.0
2020-11-15T17:00:00+0100;10.09;0.0;4.78;166.58;86160.0;14770.0;16090.0
2020-11-15T18:00:00+0100;9.9;0.0;5.95;166.17;74880.0;17020.0;9910.0
2020-11-15T19:00:00+0100;9.88;0.0;6.54;162.86;76800.0;6940.0;6500.0
2020-11-15T20:00:00+0100;9.91;0.0;5.51;166.15;78960.0;9420.0;8800.0
2020-11-15T21:00:00+0100;10.0;0.0;5.19;165.48;70080.0;16430.0;10410.0
2020-11-15T22:00:00+0100;10.39;0.0;6.19;163.28;82560.0;6940.0;2390.0
2020-11-15T23:00:00+0100;10.33;0.0;6.98;166.53;80160.0;6630.0;2610.0
2020-11-16T00:00:00+0100;10.33;0.0;6.74;163.58;73920.0;6410.0;590.0
2020-11-16T01:00:00+0100;10.1;0.0;6.62;163.49;71040.0;5410.0;200.0
2020-11-16T02:00:00+0100;10.04;0.0;6.43;159.74;68880.0;4650.0;200.0
2020-11-16T03:00:00+0100;10.08;0.0;6.32;162.06;72000.0;3590.0;500.0
2020-11-16T04:00:00+0100;10.25;0.0;7.9;162.72;67200.0;4240.0;590.0
2020-11-16T05:00:00+0100;9.99;0.0;7.21;172.92;72000.0;4690.0;200.0
2020-11-16T06:00:00+0100;9.32;-0.0;4.29;186.3;76080.0;4900.0;390.0
2020-11-16T07:00:00+0100;8.55;0.0;3.65;192.79;86880.0;6160.0;4810.0
2020-11-16T08:00:00+0100;8.04;6.14;2.97;173.49;111360.0;9890.0;10390.0
2020-11-16T09:00:00+0100;7.53;19.21;1.73;182.03;91680.0;27820.0;20200.0
2020-11-16T10:00:00+0100;8.01;39.11;3.75;168.49;99840.0;7970.0;9700.0
2020-11-16T11:00:00+0100;8.22;22.47;5.63;167.43;97440.0;15800.0;11590.0
2020-11-16T12:00:00+0100;8.47;7.86;5.78;173.02;92880.0;13230.0;6610.0
2020-11-16T13:00:00+0100;8.21;29.49;7.22;185.2;90000.0;9490.0;7390.0
2020-11-16T14:00:00+0100;8.47;24.71;5.65;173.24;94560.0;9380.0;4700.0
2020-11-16T15:00:00+0100;8.16;0.38;4.27;165.94;81120.0;11280.0;7700.0
2020-11-16T16:00:00+0100;8.2;0.0;4.86;180.92;85920.0;3510.0;1500.0
2020-11-16T17:00:00+0100;8.19;0.0;2.77;186.88;73440.0;17010.0;9700.0
2020-11-16T18:00:00+0100;7.96;0.0;3.7;188.03;72000.0;6330.0;6500.0
2020-11-16T19:00:00+0100;7.86;0.0;3.97;189.94;88800.0;5980.0;2890.0
2020-11-16T20:00:00+0100;7.85;0.0;3.78;194.41;76320.0;17900.0;12200.0
2020-11-16T21:00:00+0100;7.79;0.0;3.86;196.05;79680.0;6890.0;5910.0
2020-11-16T22:00:00+0100;7.38;0.0;2.72;201.53;83040.0;11270.0;4390.0
2020-11-16T23:00:00+0100;6.61;0.0;2.55;200.04;84960.0;3450.0;1800.0
2020-11-17T00:00:00+0100;6.33;0.0;2.51;205.69;84000.0;5730.0;1500.0
2020-11-17T01:00:00+0100;6.15;0.0;2.66;217.04;74400.0;5430.0;500.0
2020-11-17T02:00:00+0100;6.25;0.0;2.3;211.21;69600.0;3790.0;1000.0
2020-11-17T03:00:00+0100;6.18;0.0;1.84;220.96;72720.0;4500.0;
2020-11-17T04:00:00+0100;6.33;0.0;2.09;211.51;72240.0;5040.0;
2020-11-17T05:00:00+0100;5.58;0.0;1.88;214.18;77520.0;4720.0;
2020-11-17T06:00:00+0100;5.6;-0.0;2.33;220.85;83280.0;4820.0;890.0
2020-11-17T07:00:00+0100;5.21;0.0;2.57;231.25;84960.0;5240.0;3410.0
2020-11-17T08:00:00+0100;5.28;1.14;2.55;212.2;100320.0;5330.0;3800.0
2020-11-17T09:00:00+0100;5.5;13.08;2.77;207.46;99360.0;19760.0;18700.0
2020-11-17T10:00:00+0100;5.63;2.58;2.98;204.29;91920.0;15080.0;8000.0
2020-11-17T11:00:00+0100;5.84;2.31;2.47;196.4;96720.0;8110.0;7800.0
2020-11-17T12:00:00+0100;6.12;1.96;2.36;200.46;88320.0;15120.0;10410.0
2020-11-17T13:00:00+0100;6.61;1.92;1.59;211.01;91680.0;9090.0;7500.0
2020-11-17T14:00:00+0100;6.7;2.24;1.73;216.83;90240.0;13390.0;5800.0
2020-11-17T15:00:00+0100;7.36;0.25;2.66;198.12;93600.0;4210.0;3590.0
2020-11-17T16:00:00+0100;8.08;-0.02;2.95;188.64;81360.0;5240.0;2700.0
2020-11-17T17:00:00+0100;8.56;0.0;3.75;191.88;90960.0;6890.0;4300.0
2020-11-17T18:00:00+0100;8.44;0.0;3.76;193.34;73440.0;17160.0;8500.0
2020-11-17T19:00:00+0100;8.82;0.0;3.51;202.08;83520.0;3200.0;2810.0
2020-11-17T20:00:00+0100;8.41;0.0;4.09;205.05;75840.0;12370.0;7800.0
2020-11-17T21:00:00+0100;8.14;0.0;2.83;217.95;75840.0;9730.0;8700.0
2020-11-17T22:00:00+0100;7.58;0.0;2.51;195.51;83280.0;9470.0;3800.0
2020-11-17T23:00:00+0100;7.24;0.0;2.52;195.91;83760.0;6620.0;2590.0
2020-11-18T00:00:00+0100;7.13;0.0;2.11;197.27;82800.0;5500.0;800.0
2020-11-18T01:00:00+0100;7.18;0.0;2.05;204.16;81120.0;3630.0;310.0
2020-11-18T02:00:00+0100;7.37;0.0;1.62;201.05;76080.0;5230.0;190.0
2020-11-18T03:00:00+0100;7.03;0.0;1.88;197.92;73200.0;5130.0;310.0
2020-11-18T04:00:00+0100;6.56;0.0;1.62;203.56;70320.0;4120.0;300.0
2020-11-18T05:00:00+0100;7.14;0.0;2.3;197.92;75360.0;3530.0;200.0
2020-11-18T06:00:00+0100;8.18;-0.0;1.92;202.28;78000.0;4640.0;890.0
2020-11-18T07:00:00+0100;8.67;0.0;1.28;207.64;85920.0;5320.0;2610.0
2020-11-18T08:00:00+0100;9.2;0.52;2.43;195.82;95280.0;6550.0;8590.0
2020-11-18T09:00:00+0100;10.08;13.34;2.89;190.47;84240.0;21160.0;16800.0
2020-11-18T10:00:00+0100;10.61;25.94;2.26;180.05;103440.0;7660.0;4910.0
2020-11-18T11:00:00+0100;10.92;8.73;3.8;192.15;92880.0;21980.0;20090.0
2020-11-18T12:00:00+0100;11.82;16.55;4.34;200.25;87840.0;15540.0;10110.0
2020-11-18T13:00:00+0100;12.52;53.26;4.82;201.38;81600.0;14950.0;8590.0
2020-11-18T14:00:00+0100;12.36;41.78;6.45;204.42;77040.0;10500.0;7000.0
2020-11-18T15:00:00+0100;11.86;6.15;6.95;201.62;83280.0;3830.0;1910.0
2020-11-18T16:00:00+0100;11.22;0.0;6.34;198.19;77040.0;6630.0;2590.0
2020-11-18T17:00:00+0100;10.93;0.0;4.73;193.97;78720.0;9800.0;4800.0
2020-11-18T18:00:00+0100;10.69;0.0;4.93;196.92;75360.0;13110.0;7300.0
2020-11-18T19:00:00+0100;10.48;0.0;6.47;203.43;83280.0;9610.0;8200.0
2020-11-18T20:00:00+0100;10.37;0.0;7.24;201.24;69120.0;16950.0;11700.0
2020-11-18T21:00:00+0100;10.55;0.0;6.52;207.4;71760.0;3820.0;5800.0
2020-11-18T22:00:00+0100;10.87;0.0;6.94;207.16;81120.0;9290.0;4800.0
2020-11-18T23:00:00+0100;10.77;0.0;7.55;203.43;72720.0;7220.0;910.0
2020-11-19T00:00:00+0100;10.64;0.0;6.84;203.62;75120.0;3260.0;910.0
2020-11-19T01:00:00+0100;10.71;0.0;7.24;204.04;67920.0;5640.0;300.0
2020-11-19T02:00:00+0100;10.85;0.0;7.65;216.2;63360.0;5410.0;90.0
2020-11-19T03:00:00+0100;10.39;0.0;8.53;221.63;63120.0;4120.0;300.0
2020-11-19T04:00:00+0100;8.96;0.0;7.68;231.86;66480.0;3760.0;
2020-11-19T05:00:00+0100;7.85;0.0;7.24;229.34;75840.0;4690.0;
2020-11-19T06:00:00+0100;7.28;-0.0;5.84;228.84;81360.0;4770.0;
2020-11-19T07:00:00+0100;6.9;0.0;5.13;230.98;94320.0;6120.0;4300.0
2020-11-19T08:00:00+0100;2.31;2.26;7.83;355.72;114720.0;6920.0;4590.0
2020-11-19T09:00:00+0100;1.88;49.33;4.37;350.21;124560.0;16110.0;15000.0
2020-11-19T10:00:00+0100;1.84;115.78;5.17;333.26;123840.0;16570.0;9410.0
2020-11-19T11:00:00+0100;1.96;154.58;6.84;324.95;109200.0;18830.0;14200.0
2020-11-19T12:00:00+0100;2.25;157.11;5.9;309.55;115680.0;3760.0;6200.0
2020-11-19T13:00:00+0100;2.42;97.07;5.09;301.24;123120.0;13060.0;9500.0
2020-11-19T14:00:00+0100;2.65;45.19;5.46;289.97;123120.0;17760.0;10690.0
2020-11-19T15:00:00+0100;2.97;8.29;6.82;287.11;107040.0;18100.0;11810.0
2020-11-19T16:00:00+0100;2.77;0.0;6.21;284.37;113280.0;3030.0;7390.0
2020-11-19T17:00:00+0100;3.0;0.0;7.56;292.37;103680.0;17910.0;11610.0
2020-11-19T18:00:00+0100;2.97;0.0;7.6;317.67;100320.0;10200.0;7300.0
2020-11-19T19:00:00+0100;1.66;0.0;6.14;326.92;108960.0;7200.0;3590.0
2020-11-19T20:00:00+0100;1.52;0.0;5.19;324.07;111840.0;11570.0;9000.0
2020-11-19T21:00:00+0100;1.22;0.0;3.37;313.83;102240.0;14830.0;7800.0
2020-11-19T22:00:00+0100;1.3;0.0;5.23;303.96;110880.0;6720.0;3910.0
2020-11-19T23:00:00+0100;1.37;0.0;3.87;289.36;109920.0;6610.0;3200.0
2020-11-20T00:00:00+0100;1.62;0.0;3.99;277.45;109920.0;6740.0;2700.0
2020-11-20T01:00:00+0100;1.66;0.0;3.92;282.63;105600.0;6570.0;2300.0
2020-11-20T02:00:00+0100;1.4;0.0;3.58;283.89;98880.0;5460.0;390.0
2020-11-20T03:00:00+0100;1.46;0.0;3.92;289.46;97200.0;3960.0;500.0
2020-11-20T04:00:00+0100;1.85;0.0;4.94;304.34;96720.0;4540.0;110.0
2020-11-20T05:00:00+0100;2.09;0.0;5.97;302.78;101040.0;4850.0;300.0
2020-11-20T06:00:00+0100;2.11;-0.0;5.72;302.58;103440.0;4730.0;1500.0
2020-11-20T07:00:00+0100;1.5;0.0;5.61;306.26;108240.0;5730.0;1410.0
2020-11-20T08:00:00+0100;1.04;4.23;4.63;302.86;124800.0;6180.0;5690.0
2020-11-20T09:00:00+0100;0.57;55.3;4.23;298.08;116160.0;21600.0;16310.0
2020-11-20T10:00:00+0100;1.1;113.86;3.97;291.41;129120.0;7420.0;6800.0
2020-11-20T11:00:00+0100;1.76;148.91;3.3;287.6;119520.0;20560.0;15000.0
2020-11-20T12:00:00+0100;2.36;152.53;2.56;301.99;114720.0;11930.0;12700.0
2020-11-20T13:00:00+0100;2.78;121.9;2.8;309.64;115920.0;10340.0;6300.0
2020-11-20T14:00:00+0100;2.63;65.12;1.33;276.9;114960.0;11330.0;8890.0
2020-11-20T15:00:00+0100;1.87;8.27;1.46;241.11;123360.0;7370.0;3700.0
2020-11-20T16:00:00+0100;0.62;0.0;1.84;247.92;119760.0;6910.0;3110.0
2020-11-20T17:00:00+0100;-0.32;0.0;2.22;244.96;126240.0;11010.0;6500.0
2020-11-20T18:00:00+0100;-0.65;0.0;1.89;232.11;112320.0;17570.0;10190.0
2020-11-20T19:00:00+0100;-1.19;0.0;1.68;218.16;123600.0;6390.0;5910.0
2020-11-20T20:00:00+0100;-1.49;0.0;1.52;206.7;118560.0;13850.0;9410.0
2020-11-20T21:00:00+0100;-1.35;0.0;2.06;201.94;111120.0;10280.0;7690.0
2020-11-20T22:00:00+0100;-1.33;0.0;1.71;202.66;116880.0;9360.0;4700.0
2020-11-20T23:00:00+0100;-1.02;0.0;2.3;201.87;115680.0;6420.0;2610.0
2020-11-21T00:00:00+0100;0.02;0.0;3.37;204.86;117120.0;3460.0;300.0
2020-11-21T01:00:00+0100;-0.05;0.0;3.52;202.0;112080.0;5270.0;
2020-11-21T02:00:00+0100;-0.28;0.0;3.47;189.34;105360.0;5210.0;
2020-11-21T03:00:00+0100;-0.0;0.0;1.96;190.95;102960.0;3100.0;
2020-11-21T04:00:00+0100;0.54;0.0;1.77;195.09;99600.0;5250.0;1000.0
2020-11-21T05:00:00+0100;1.6;0.0;2.56;214.16;96000.0;5190.0;610.0
2020-11-21T06:00:00+0100;2.67;-0.0;1.56;201.1;95280.0;4670.0;200.0
2020-11-21T07:00:00+0100;4.45;0.0;1.76;198.45;102720.0;3650.0;300.0
2020-11-21T08:00:00+0100;5.51;0.6;2.03;221.49;107040.0;5560.0;4390.0
2020-11-21T09:00:00+0100;6.04;11.41;1.81;232.13;101040.0;15110.0;10700.0
2020-11-21T10:00:00+0100;6.25;10.26;2.04;239.52;110400.0;6080.0;5700.0
2020-11-21T11:00:00+0100;6.58;100.32;1.87;232.39;114240.0;15970.0;10910.0
2020-11-21T12:00:00+0100;6.91;132.5;1.67;232.25;90240.0;18920.0;12190.0
2020-11-21T13:00:00+0100;7.72;106.03;2.59;230.0;102000.0;3400.0;2410.0
2020-11-21T14:00:00+0100;7.67;59.22;2.99;234.83;102480.0;15740.0;10500.0
2020-11-21T15:00:00+0100;6.9;7.0;3.71;240.3;97200.0;11120.0;8700.0
2020-11-21T16:00:00+0100;6.09;0.0;3.92;265.84;96960.0;5890.0;7000.0
2020-11-21T17:00:00+0100;5.68;0.0;6.33;261.9;94560.0;10190.0;6390.0
2020-11-21T18:00:00+0100;5.44;0.0;8.59;251.93;94080.0;11660.0;8810.0
2020-11-21T19:00:00+0100;5.45;0.0;7.56;253.63;100560.0;10340.0;5190.0
2020-11-21T20:00:00+0100;4.99;0.0;7.74;247.04;100080.0;13130.0;12910.0
2020-11-21T21:00:00+0100;4.71;0.0;5.59;246.0;99840.0;15330.0;10800.0
2020-11-21T22:00:00+0100;4.65;0.0;5.61;259.82;101280.0;12440.0;6800.0
2020-11-21T23:00:00+0100;4.42;0.0;2.55;247.54;96960.0;6840.0;2410.0
2020-11-22T00:00:00+0100;4.64;0.0;1.8;197.35;95520.0;4530.0;1590.0
2020-11-22T01:00:00+0100;4.54;0.0;3.81;246.85;88080.0;5290.0;5110.0
2020-11-22T02:00:00+0100;4.51;0.0;4.25;244.75;87360.0;6570.0;590.0
2020-11-22T03:00:00+0100;4.51;0.0;4.8;242.23;84960.0;9990.0;4000.0
2020-11-22T04:00:00+0100;3.81;0.0;6.04;247.89;82560.0;5930.0;1000.0
2020-11-22T05:00:00+0100;4.08;0.0;4.21;249.26;87360.0;2830.0;200.0
2020-11-22T06:00:00+0100;4.09;-0.0;2.45;213.78;87840.0;5130.0;410.0
2020-11-22T07:00:00+0100;3.95;0.0;3.84;223.47;95520.0;5300.0;500.0
2020-11-22T08:00:00+0100;3.72;1.42;3.23;226.42;105360.0;6570.0;7590.0
2020-11-22T09:00:00+0100;3.15;36.76;1.96;190.46;104400.0;15150.0;10800.0
2020-11-22T10:00:00+0100;3.24;76.46;2.4;182.71;109200.0;7790.0;6610.0
2020-11-22T11:00:00+0100;3.83;104.43;2.53;180.18;102720.0;14020.0;8500.0
2020-11-22T12:00:00+0100;4.97;100.25;2.48;180.73;109920.0;6070.0;4800.0
2020-11-22T13:00:00+0100;5.54;89.51;2.74;213.14;111120.0;12420.0;9390.0
2020-11-22T14:00:00+0100;6.12;54.19;2.82;224.27;105600.0;14440.0;11200.0
2020-11-22T15:00:00+0100;6.34;4.5;1.94;217.4;105600.0;10510.0;4910.0
2020-11-22T16:00:00+0100;6.33;0.0;2.27;214.38;101760.0;13980.0;4090.0
2020-11-22T17:00:00+0100;6.18;0.0;2.67;222.12;102240.0;10110.0;13000.0
2020-11-22T18:00:00+0100;5.8;0.0;2.37;224.53;96000.0;12840.0;11200.0
2020-11-22T19:00:00+0100;5.55;0.0;1.74;220.98;101760.0;8810.0;3700.0
2020-11-22T20:00:00+0100;4.73;0.0;2.5;207.0;97920.0;13470.0;9700.0
2020-11-22T21:00:00+0100;3.54;0.0;3.2;216.86;100320.0;12510.0;9890.0
2020-11-22T22:00:00+0100;3.58;0.0;3.19;239.21;102960.0;15250.0;6700.0
2020-11-22T23:00:00+0100;3.51;0.0;2.96;238.49;92400.0;10510.0;8410.0
2020-11-23T00:00:00+0100;3.63;0.0;3.29;250.44;93120.0;2750.0;500.0
2020-11-23T01:00:00+0100;3.54;0.0;3.91;268.4;87840.0;5310.0;500.0
2020-11-23T02:00:00+0100;3.86;0.0;4.81;277.44;88800.0;3370.0;500.0
2020-11-23T03:00:00+0100;3.78;0.0;4.6;280.59;86640.0;5680.0;300.0
2020-11-23T04:00:00+0100;3.69;0.0;4.01;271.83;83520.0;4410.0;390.0
2020-11-23T05:00:00+0100;3.98;0.0;3.72;271.55;88560.0;3790.0;110.0
2020-11-23T06:00:00+0100;4.16;-0.0;3.61;268.6;95040.0;5250.0;1090.0
2020-11-23T07:00:00+0100;4.33;0.0;3.58;274.53;102000.0;6610.0;4200.0
2020-11-23T08:00:00+0100;3.94;1.76;3.34;262.73;127680.0;6830.0;4910.0
2020-11-23T09:00:00+0100;3.36;41.84;3.13;257.67;128160.0;28460.0;27190.0
2020-11-23T10:00:00+0100;3.29;100.43;1.82;247.38;131760.0;21450.0;16200.0
2020-11-23T11:00:00+0100;4.03;134.4;0.91;273.11;114480.0;23620.0;19410.0
2020-11-23T12:00:00+0100;4.99;137.68;1.29;257.43;115440.0;10990.0;8500.0
2020-11-23T13:00:00+0100;5.38;107.47;1.82;288.2;119760.0;11980.0;10590.0
2020-11-23T14:00:00+0100;5.85;53.37;1.47;238.18;108720.0;16120.0;10410.0
2020-11-23T15:00:00+0100;5.32;4.93;1.57;215.18;109440.0;6100.0;4390.0
2020-11-23T16:00:00+0100;4.87;-0.02;2.2;247.94;110160.0;14000.0;6500.0
2020-11-23T17:00:00+0100;4.08;0.0;2.12;234.4;99600.0;13620.0;10310.0
2020-11-23T18:00:00+0100;3.73;0.0;1.73;265.61;98640.0;7660.0;4090.0
2020-11-23T19:00:00+0100;3.67;0.0;2.75;274.7;106800.0;6350.0;4700.0
2020-11-23T20:00:00+0100;3.7;0.0;1.45;256.99;97920.0;15650.0;9300.0
2020-11-23T21:00:00+0100;3.61;0.0;0.48;244.44;95520.0;5450.0;5090.0
2020-11-23T22:00:00+0100;3.68;0.0;0.89;122.4;99600.0;6500.0;3500.0
2020-11-23T23:00:00+0100;3.49;0.0;0.88;218.43;97680.0;5510.0;1310.0
2020-11-24T00:00:00+0100;3.91;0.0;1.31;220.52;91680.0;5900.0;1390.0
2020-11-24T01:00:00+0100;3.78;0.0;1.41;227.99;90240.0;6140.0;700.0
2020-11-24T02:00:00+0100;3.86;0.0;2.2;205.08;87840.0;6140.0;2700.0
2020-11-24T03:00:00+0100;4.29;0.0;2.4;207.26;87120.0;5250.0;390.0
2020-11-24T04:00:00+0100;4.55;0.0;3.54;204.29;84240.0;4050.0;200.0
2020-11-24T05:00:00+0100;4.78;0.0;4.09;201.66;85440.0;3840.0;200.0
2020-11-24T06:00:00+0100;4.8;-0.0;3.95;206.56;90000.0;4620.0;590.0
2020-11-24T07:00:00+0100;4.81;0.0;3.28;215.13;100560.0;5200.0;3000.0
2020-11-24T08:00:00+0100;4.41;0.52;3.42;212.92;108720.0;7170.0;6200.0
2020-11-24T09:00:00+0100;4.32;25.19;3.1;211.28;115440.0;17590.0;15610.0
2020-11-24T10:00:00+0100;4.49;72.04;0.81;255.93;118800.0;17080.0;11390.0
2020-11-24T11:00:00+0100;5.0;99.34;1.22;247.69;101760.0;15820.0;8910.0
2020-11-24T12:00:00+0100;5.1;110.12;1.19;232.15;108960.0;4100.0;6590.0
2020-11-24T13:00:00+0100;5.1;61.65;1.26;285.85;107280.0;13960.0;11110.0
2020-11-24T14:00:00+0100;4.75;14.36;1.44;260.25;99120.0;13000.0;9000.0
2020-11-24T15:00:00+0100;4.74;3.79;1.85;241.93;105840.0;7040.0;3190.0
2020-11-24T16:00:00+0100;4.63;0.0;1.98;260.3;100800.0;9790.0;1810.0
2020-11-24T17:00:00+0100;4.83;0.0;2.0;261.95;97920.0;12850.0;11590.0
2020-11-24T18:00:00+0100;4.57;0.0;1.58;240.63;91680.0;10920.0;8090.0
2020-11-24T19:00:00+0100;4.69;0.0;1.77;250.28;95520.0;5320.0;2610.0
2020-11-24T20:00:00+0100;4.65;0.0;1.17;265.56;97920.0;10530.0;7800.0
2020-11-24T21:00:00+0100;4.75;0.0;1.05;247.26;90000.0;16140.0;9200.0
2020-11-24T22:00:00+0100;5.05;0.0;1.66;215.37;96960.0;5700.0;4700.0
2020-11-24T23:00:00+0100;6.44;0.0;1.99;204.33;97680.0;4300.0;1000.0
2020-11-25T00:00:00+0100;7.15;0.0;2.31;193.72;91440.0;6530.0;300.0
2020-11-25T01:00:00+0100;8.17;0.0;2.31;197.67;82320.0;4900.0;800.0
2020-11-25T02:00:00+0100;8.44;0.0;2.71;205.4;80640.0;3590.0;300.0
2020-11-25T03:00:00+0100;8.48;0.0;2.86;200.48;77760.0;5240.0;910.0
2020-11-25T04:00:00+0100;8.57;0.0;3.73;206.59;78480.0;5360.0;200.0
2020-11-25T05:00:00+0100;8.46;0.0;4.94;205.06;80880.0;4740.0;90.0
2020-11-25T06:00:00+0100;8.36;-0.0;6.0;200.18;81600.0;4410.0;2410.0
2020-11-25T07:00:00+0100;8.12;0.0;5.85;200.07;87840.0;6380.0;3300.0
2020-11-25T08:00:00+0100;8.21;0.53;5.52;200.13;100560.0;7750.0;7300.0
2020-11-25T09:00:00+0100;8.34;29.13;5.23;201.55;93840.0;21060.0;17500.0
2020-11-25T10:00:00+0100;8.94;73.58;5.51;199.24;101280.0;13870.0;9800.0
2020-11-25T11:00:00+0100;9.79;;5.13;202.11;93360.0;21670.0;19000.0
2020-11-25T12:00:00+0100;;99.9;;;86640.0;18470.0;11410.0
