Header_line;22
location;Drammen - Norway
year_of_construction;2013
floor_area;1429
number_of_users;96
building_category;Kdg
energy_label;C
central_heating_system;1
dhw_heat_source;GSHP,EB
sh_heat_source;GSHP,EB
ventilation_heat_source;GSHP,EB
ventilation_types;CAV_sch
night_setback;1
lighting_control;1
timestamp_format;%Y-%m-%dT%H:%M:%S%z
time_zone;Etc/Gmt-1
building_id;6421

;Weather variable;Weather variable;Weather variable;Weather variable;Electricity use;Electricity import;Heat production
;C;W/m2;m/s;deg;Wh;Wh;Wh
;Temperature Outdoor;Global Solar Horizontal Radiation;Wind_speed;Wind_dir;Electricity for electric boiler;Electricity imported ;Heat from heat pumps
TimeStamp;Tout;SolGlob;WindSpd;WindDir;ElBoil;ElImp;HtHP
2018-05-24T03:00:00+0100;10.68;4.55;1.54;252.97;0.0;13000.0;10000.0
2018-05-24T04:00:00+0100;9.98;62.22;1.5;249.69;0.0;14000.0;10000.0
2018-05-24T05:00:00+0100;10.19;166.0;1.3;256.49;0.0;13000.0;10000.0
2018-05-24T06:00:00+0100;11.48;293.48;0.71;239.22;0.0;17000.0;0.0
2018-05-24T07:00:00+0100;12.87;426.24;0.4;100.07;0.0;20000.0;10000.0
2018-05-24T08:00:00+0100;14.94;550.77;0.83;109.31;0.0;19000.0;10000.0
2018-05-24T09:00:00+0100;16.48;658.36;1.48;92.12;0.0;21000.0;0.0
2018-05-24T10:00:00+0100;18.97;738.61;1.98;90.56;0.0;17000.0;0.0
2018-05-24T11:00:00+0100;21.74;784.9;2.4;123.71;0.0;19000.0;0.0
2018-05-24T12:00:00+0100;24.59;795.22;2.81;182.87;0.0;18000.0;0.0
2018-05-24T13:00:00+0100;26.0;766.38;3.42;209.38;0.0;18000.0;0.0
2018-05-24T14:00:00+0100;26.91;701.21;3.27;214.21;0.0;19000.0;10000.0
2018-05-24T15:00:00+0100;27.16;608.44;3.02;191.19;0.0;18000.0;0.0
2018-05-24T16:00:00+0100;27.11;493.59;3.63;208.25;0.0;11000.0;0.0
2018-05-24T17:00:00+0100;26.8;363.84;3.83;203.92;0.0;10000.0;0.0
2018-05-24T18:00:00+0100;26.17;231.47;3.63;205.8;0.0;13000.0;0.0
2018-05-24T19:00:00+0100;25.09;113.07;2.86;210.06;0.0;12000.0;0.0
2018-05-24T20:00:00+0100;23.6;27.18;1.01;236.76;0.0;11000.0;0.0
2018-05-24T21:00:00+0100;21.87;0.0;0.49;296.82;0.0;11000.0;10000.0
2018-05-24T22:00:00+0100;19.94;0.0;0.54;272.5;0.0;12000.0;0.0
2018-05-24T23:00:00+0100;17.25;0.0;1.69;235.48;0.0;13000.0;10000.0
2018-05-25T00:00:00+0100;15.7;0.0;1.49;243.79;0.0;12000.0;0.0
2018-05-25T01:00:00+0100;14.64;0.0;1.43;246.21;0.0;13000.0;10000.0
2018-05-25T02:00:00+0100;13.55;0.0;1.31;252.93;0.0;13000.0;10000.0
2018-05-25T03:00:00+0100;12.65;5.07;1.05;259.19;0.0;13000.0;10000.0
2018-05-25T04:00:00+0100;11.87;63.15;1.22;262.44;0.0;11000.0;0.0
2018-05-25T05:00:00+0100;12.32;163.19;1.09;273.76;0.0;13000.0;10000.0
2018-05-25T06:00:00+0100;13.26;282.09;0.89;283.88;0.0;20000.0;0.0
2018-05-25T07:00:00+0100;15.0;422.97;1.07;296.79;0.0;18000.0;10000.0
2018-05-25T08:00:00+0100;17.33;538.68;1.18;300.29;0.0;18000.0;0.0
2018-05-25T09:00:00+0100;20.07;635.82;0.9;287.7;0.0;22000.0;0.0
2018-05-25T10:00:00+0100;21.81;713.67;0.75;279.14;0.0;17000.0;0.0
2018-05-25T11:00:00+0100;23.63;755.85;0.58;285.36;0.0;22000.0;10000.0
2018-05-25T12:00:00+0100;26.02;763.7;0.56;321.6;0.0;20000.0;0.0
2018-05-25T13:00:00+0100;27.31;732.96;1.13;64.19;0.0;16000.0;0.0
2018-05-25T14:00:00+0100;28.04;663.28;1.83;90.68;0.0;20000.0;0.0
2018-05-25T15:00:00+0100;28.44;606.2;1.56;95.37;0.0;15000.0;0.0
2018-05-25T16:00:00+0100;28.62;489.84;0.68;35.65;0.0;11000.0;0.0
2018-05-25T17:00:00+0100;28.04;351.58;0.76;81.57;0.0;11000.0;0.0
2018-05-25T18:00:00+0100;27.47;212.31;1.68;255.38;0.0;14000.0;10000.0
2018-05-25T19:00:00+0100;26.63;107.75;1.67;266.12;0.0;10000.0;0.0
2018-05-25T20:00:00+0100;25.11;27.64;1.1;227.46;0.0;10000.0;0.0
2018-05-25T21:00:00+0100;23.3;0.0;1.65;270.36;0.0;12000.0;0.0
2018-05-25T22:00:00+0100;21.37;0.0;1.47;325.97;0.0;11000.0;0.0
2018-05-25T23:00:00+0100;19.71;0.0;1.67;271.14;0.0;12000.0;0.0
2018-05-26T00:00:00+0100;18.54;0.0;1.74;261.36;0.0;12000.0;0.0
2018-05-26T01:00:00+0100;17.72;0.0;1.83;269.13;0.0;12000.0;10000.0
2018-05-26T02:00:00+0100;16.95;0.0;1.89;277.95;0.0;13000.0;0.0
2018-05-26T03:00:00+0100;15.98;5.24;1.86;276.64;0.0;11000.0;10000.0
2018-05-26T04:00:00+0100;15.41;56.87;1.96;280.88;0.0;12000.0;10000.0
2018-05-26T05:00:00+0100;15.55;149.3;1.99;285.83;0.0;11000.0;0.0
2018-05-26T06:00:00+0100;16.27;269.17;2.41;324.11;0.0;11000.0;0.0
2018-05-26T07:00:00+0100;17.25;386.03;3.52;358.05;0.0;11000.0;10000.0
2018-05-26T08:00:00+0100;18.71;502.58;3.82;10.78;0.0;11000.0;0.0
2018-05-26T09:00:00+0100;20.74;643.21;3.68;20.5;0.0;11000.0;0.0
2018-05-26T10:00:00+0100;22.34;728.36;3.16;28.23;0.0;10000.0;0.0
2018-05-26T11:00:00+0100;23.62;774.56;2.7;40.71;0.0;11000.0;10000.0
2018-05-26T12:00:00+0100;25.56;785.13;2.56;55.39;0.0;10000.0;0.0
2018-05-26T13:00:00+0100;26.77;757.95;2.57;49.34;0.0;11000.0;0.0
2018-05-26T14:00:00+0100;27.61;695.99;2.34;37.64;0.0;12000.0;0.0
2018-05-26T15:00:00+0100;28.04;602.95;2.42;27.4;0.0;9000.0;0.0
2018-05-26T16:00:00+0100;28.54;489.02;1.63;42.79;0.0;10000.0;0.0
2018-05-26T17:00:00+0100;28.37;363.04;2.59;25.51;0.0;11000.0;10000.0
2018-05-26T18:00:00+0100;27.92;234.03;2.56;32.5;0.0;11000.0;0.0
2018-05-26T19:00:00+0100;27.21;116.57;2.11;18.79;0.0;10000.0;0.0
2018-05-26T20:00:00+0100;26.11;30.23;1.34;43.23;0.0;10000.0;0.0
2018-05-26T21:00:00+0100;24.82;0.04;0.99;149.16;0.0;12000.0;0.0
2018-05-26T22:00:00+0100;21.04;0.0;1.55;249.97;0.0;10000.0;0.0
2018-05-26T23:00:00+0100;19.34;0.0;1.47;260.95;0.0;11000.0;10000.0
2018-05-27T00:00:00+0100;17.97;0.0;1.56;264.8;0.0;14000.0;0.0
2018-05-27T01:00:00+0100;16.74;0.0;1.56;282.66;0.0;11000.0;10000.0
2018-05-27T02:00:00+0100;15.79;0.02;1.53;269.6;0.0;13000.0;0.0
2018-05-27T03:00:00+0100;14.94;6.41;1.77;281.31;0.0;12000.0;10000.0
2018-05-27T04:00:00+0100;14.54;64.01;1.52;278.22;0.0;11000.0;0.0
2018-05-27T05:00:00+0100;14.89;159.93;1.38;288.13;0.0;11000.0;10000.0
2018-05-27T06:00:00+0100;15.61;272.2;1.41;351.96;0.0;13000.0;0.0
2018-05-27T07:00:00+0100;16.77;395.8;1.55;31.0;0.0;10000.0;0.0
2018-05-27T08:00:00+0100;18.9;534.26;1.56;42.08;0.0;10000.0;10000.0
2018-05-27T09:00:00+0100;21.47;640.18;1.84;86.31;0.0;10000.0;0.0
2018-05-27T10:00:00+0100;23.07;727.03;1.53;94.47;0.0;11000.0;0.0
2018-05-27T11:00:00+0100;24.7;776.43;1.76;114.86;0.0;10000.0;0.0
2018-05-27T12:00:00+0100;25.69;786.22;1.94;121.15;0.0;12000.0;10000.0
2018-05-27T13:00:00+0100;26.94;759.76;1.88;115.0;0.0;10000.0;0.0
2018-05-27T14:00:00+0100;28.06;692.77;2.04;114.93;0.0;10000.0;0.0
2018-05-27T15:00:00+0100;28.16;589.5;2.42;107.49;0.0;11000.0;0.0
2018-05-27T16:00:00+0100;28.21;486.0;3.89;122.37;0.0;11000.0;0.0
2018-05-27T17:00:00+0100;27.49;361.03;3.99;123.61;0.0;10000.0;0.0
2018-05-27T18:00:00+0100;27.4;210.91;3.48;126.05;0.0;11000.0;0.0
2018-05-27T19:00:00+0100;26.4;101.68;2.83;132.65;0.0;11000.0;0.0
2018-05-27T20:00:00+0100;25.35;28.14;1.71;170.49;0.0;9000.0;0.0
2018-05-27T21:00:00+0100;23.24;0.11;1.19;194.25;0.0;11000.0;0.0
2018-05-27T22:00:00+0100;20.74;0.0;0.98;248.74;0.0;11000.0;10000.0
2018-05-27T23:00:00+0100;18.98;0.02;1.14;255.3;0.0;10000.0;0.0
2018-05-28T00:00:00+0100;18.27;-0.02;1.07;261.58;0.0;13000.0;0.0
2018-05-28T01:00:00+0100;17.49;0.0;0.8;244.01;0.0;12000.0;10000.0
2018-05-28T02:00:00+0100;16.73;0.0;0.32;282.36;0.0;11000.0;0.0
2018-05-28T03:00:00+0100;16.49;1.67;0.41;72.24;0.0;12000.0;10000.0
2018-05-28T04:00:00+0100;16.27;23.14;0.62;351.67;0.0;11000.0;0.0
2018-05-28T05:00:00+0100;16.14;125.99;0.8;89.78;0.0;13000.0;10000.0
2018-05-28T06:00:00+0100;16.93;289.88;2.24;101.07;0.0;19000.0;0.0
2018-05-28T07:00:00+0100;18.66;412.93;2.4;113.14;0.0;22000.0;0.0
2018-05-28T08:00:00+0100;20.13;540.77;2.62;115.5;0.0;19000.0;10000.0
2018-05-28T09:00:00+0100;21.44;623.49;2.66;113.8;0.0;18000.0;0.0
2018-05-28T10:00:00+0100;21.89;634.92;2.07;110.02;0.0;18000.0;0.0
2018-05-28T11:00:00+0100;23.03;596.71;2.0;120.97;0.0;17000.0;0.0
2018-05-28T12:00:00+0100;24.38;261.77;2.57;133.18;0.0;19000.0;0.0
2018-05-28T13:00:00+0100;24.74;361.05;1.93;135.73;0.0;17000.0;0.0
2018-05-28T14:00:00+0100;25.58;573.43;2.19;120.0;0.0;19000.0;0.0
2018-05-28T15:00:00+0100;25.52;474.28;2.33;123.53;0.0;16000.0;0.0
2018-05-28T16:00:00+0100;22.81;229.41;2.24;117.54;0.0;13000.0;0.0
2018-05-28T17:00:00+0100;17.28;43.58;3.13;155.87;0.0;12000.0;0.0
2018-05-28T18:00:00+0100;16.06;17.59;4.14;169.32;0.0;9000.0;0.0
2018-05-28T19:00:00+0100;15.52;7.6;3.11;172.82;0.0;9000.0;0.0
2018-05-28T20:00:00+0100;14.87;1.99;1.59;145.04;0.0;9000.0;0.0
2018-05-28T21:00:00+0100;14.31;0.03;0.83;58.82;0.0;9000.0;0.0
2018-05-28T22:00:00+0100;14.33;0.0;1.25;300.21;0.0;10000.0;0.0
2018-05-28T23:00:00+0100;14.14;0.0;1.58;286.17;0.0;9000.0;0.0
2018-05-29T00:00:00+0100;13.8;0.0;1.52;279.11;0.0;9000.0;0.0
2018-05-29T01:00:00+0100;13.65;-0.02;1.31;268.54;0.0;9000.0;0.0
2018-05-29T02:00:00+0100;13.6;0.02;1.43;269.95;0.0;9000.0;0.0
2018-05-29T03:00:00+0100;13.41;7.45;1.64;283.53;0.0;9000.0;0.0
2018-05-29T04:00:00+0100;13.34;67.15;1.69;282.26;0.0;8000.0;0.0
2018-05-29T05:00:00+0100;13.26;165.81;1.56;282.82;0.0;10000.0;0.0
2018-05-29T06:00:00+0100;13.84;276.25;1.57;320.2;0.0;18000.0;0.0
2018-05-29T07:00:00+0100;14.86;404.97;1.59;351.21;0.0;17000.0;0.0
2018-05-29T08:00:00+0100;16.47;501.38;1.67;0.27;0.0;21000.0;0.0
2018-05-29T09:00:00+0100;17.78;561.45;1.53;27.78;0.0;18000.0;0.0
2018-05-29T10:00:00+0100;18.94;218.68;0.91;40.23;0.0;21000.0;0.0
2018-05-29T11:00:00+0100;20.15;660.23;1.63;162.5;0.0;20000.0;0.0
2018-05-29T12:00:00+0100;21.97;712.94;1.1;142.34;0.0;19000.0;0.0
2018-05-29T13:00:00+0100;23.85;734.65;1.53;129.17;0.0;17000.0;0.0
2018-05-29T14:00:00+0100;25.26;687.49;1.91;133.34;0.0;19000.0;0.0
2018-05-29T15:00:00+0100;25.85;590.17;1.55;112.55;0.0;15000.0;0.0
2018-05-29T16:00:00+0100;26.9;435.23;1.14;96.23;0.0;16000.0;0.0
2018-05-29T17:00:00+0100;26.59;348.38;1.11;111.36;0.0;15000.0;0.0
2018-05-29T18:00:00+0100;26.68;233.67;0.93;100.33;0.0;14000.0;0.0
2018-05-29T19:00:00+0100;26.28;118.78;0.66;95.2;0.0;10000.0;0.0
2018-05-29T20:00:00+0100;25.53;34.01;0.49;208.76;0.0;9000.0;0.0
2018-05-29T21:00:00+0100;23.3;0.37;1.11;251.92;0.0;9000.0;0.0
2018-05-29T22:00:00+0100;21.1;0.0;1.34;269.93;0.0;10000.0;0.0
2018-05-29T23:00:00+0100;19.65;0.0;1.48;272.61;0.0;9000.0;0.0
2018-05-30T00:00:00+0100;18.41;0.0;1.68;271.65;0.0;9000.0;0.0
2018-05-30T01:00:00+0100;17.43;0.0;1.54;280.34;0.0;9000.0;0.0
2018-05-30T02:00:00+0100;16.64;-0.01;1.83;279.97;0.0;9000.0;0.0
2018-05-30T03:00:00+0100;15.99;8.18;1.54;279.55;0.0;9000.0;0.0
2018-05-30T04:00:00+0100;15.63;68.94;1.22;268.77;0.0;9000.0;0.0
2018-05-30T05:00:00+0100;15.94;169.98;1.8;282.81;0.0;11000.0;0.0
2018-05-30T06:00:00+0100;17.13;292.53;2.13;344.17;0.0;16000.0;0.0
2018-05-30T07:00:00+0100;18.39;420.95;2.46;32.12;0.0;17000.0;0.0
2018-05-30T08:00:00+0100;20.5;542.25;2.82;51.91;0.0;20000.0;0.0
2018-05-30T09:00:00+0100;23.32;643.13;2.75;62.29;0.0;20000.0;0.0
2018-05-30T10:00:00+0100;24.92;726.0;2.27;66.1;0.0;18000.0;0.0
2018-05-30T11:00:00+0100;26.54;773.86;1.97;68.65;0.0;15000.0;0.0
2018-05-30T12:00:00+0100;27.37;784.77;1.81;78.83;0.0;22000.0;0.0
2018-05-30T13:00:00+0100;28.46;758.88;1.74;86.81;0.0;18000.0;0.0
2018-05-30T14:00:00+0100;29.53;698.36;1.62;95.08;0.0;17000.0;0.0
2018-05-30T15:00:00+0100;29.98;607.72;1.58;107.02;0.0;16000.0;0.0
2018-05-30T16:00:00+0100;30.42;494.67;1.47;87.54;0.0;12000.0;0.0
2018-05-30T17:00:00+0100;30.19;368.36;1.41;73.34;0.0;14000.0;0.0
2018-05-30T18:00:00+0100;29.72;239.71;1.64;88.78;0.0;15000.0;0.0
2018-05-30T19:00:00+0100;28.77;123.24;1.52;166.65;0.0;7000.0;0.0
2018-05-30T20:00:00+0100;28.0;36.58;1.74;195.92;0.0;8000.0;0.0
2018-05-30T21:00:00+0100;25.76;0.57;1.54;217.8;0.0;9000.0;0.0
2018-05-30T22:00:00+0100;23.68;0.0;1.24;241.32;0.0;8000.0;0.0
2018-05-30T23:00:00+0100;21.25;0.0;1.36;251.32;0.0;9000.0;0.0
2018-05-31T00:00:00+0100;20.15;0.0;1.44;253.13;0.0;8000.0;0.0
2018-05-31T01:00:00+0100;18.85;0.0;1.35;255.79;0.0;9000.0;0.0
2018-05-31T02:00:00+0100;17.8;-0.0;1.21;256.89;0.0;8000.0;0.0
2018-05-31T03:00:00+0100;16.77;9.01;1.18;261.58;0.0;10000.0;0.0
2018-05-31T04:00:00+0100;16.4;71.63;1.04;259.88;0.0;7000.0;0.0
2018-05-31T05:00:00+0100;16.61;173.8;1.07;288.83;0.0;9000.0;0.0
2018-05-31T06:00:00+0100;17.75;297.43;0.62;21.18;0.0;17000.0;0.0
2018-05-31T07:00:00+0100;20.13;426.96;1.6;87.6;0.0;16000.0;0.0
2018-05-31T08:00:00+0100;21.61;550.25;2.52;92.88;0.0;18000.0;0.0
2018-05-31T09:00:00+0100;23.6;654.98;2.5;109.47;0.0;17000.0;0.0
2018-05-31T10:00:00+0100;25.07;734.01;2.13;100.85;0.0;14000.0;0.0
2018-05-31T11:00:00+0100;26.16;781.3;2.94;102.54;0.0;16000.0;0.0
2018-05-31T12:00:00+0100;26.92;792.06;3.08;108.86;0.0;19000.0;0.0
2018-05-31T13:00:00+0100;28.09;765.3;2.92;109.12;0.0;18000.0;0.0
2018-05-31T14:00:00+0100;28.61;704.07;3.28;112.31;0.0;20000.0;0.0
2018-05-31T15:00:00+0100;28.84;615.3;3.46;119.75;0.0;18000.0;0.0
2018-05-31T16:00:00+0100;28.97;502.22;2.24;155.73;0.0;9000.0;0.0
2018-05-31T17:00:00+0100;28.4;374.95;2.11;147.17;0.0;8000.0;0.0
2018-05-31T18:00:00+0100;28.06;245.28;2.07;175.97;0.0;12000.0;0.0
2018-05-31T19:00:00+0100;27.15;127.69;2.32;173.21;0.0;12000.0;0.0
2018-05-31T20:00:00+0100;25.93;39.09;2.21;148.64;0.0;9000.0;0.0
2018-05-31T21:00:00+0100;24.16;0.78;1.23;196.99;0.0;9000.0;0.0
2018-05-31T22:00:00+0100;22.5;0.0;1.16;235.29;0.0;9000.0;0.0
2018-05-31T23:00:00+0100;20.11;0.0;1.28;246.2;0.0;9000.0;0.0
2018-06-01T00:00:00+0100;18.34;0.0;0.98;254.55;0.0;11000.0;0.0
2018-06-01T01:00:00+0100;17.14;0.0;1.13;254.82;0.0;9000.0;0.0
2018-06-01T02:00:00+0100;15.94;-0.02;1.15;257.87;0.0;10000.0;0.0
2018-06-01T03:00:00+0100;14.97;10.08;1.21;255.48;0.0;9000.0;0.0
2018-06-01T04:00:00+0100;14.43;74.75;1.29;255.79;0.0;9000.0;0.0
2018-06-01T05:00:00+0100;14.71;178.6;1.02;252.78;0.0;10000.0;0.0
2018-06-01T06:00:00+0100;15.78;303.86;0.4;225.21;0.0;15000.0;0.0
2018-06-01T07:00:00+0100;17.32;433.84;0.41;105.12;0.0;18000.0;0.0
2018-06-01T08:00:00+0100;19.6;556.24;0.61;88.9;0.0;23000.0;0.0
2018-06-01T09:00:00+0100;21.02;658.84;1.13;99.22;0.0;27000.0;0.0
2018-06-01T10:00:00+0100;24.05;736.61;1.81;99.73;0.0;23000.0;0.0
2018-06-01T11:00:00+0100;25.5;782.06;2.27;98.48;0.0;23000.0;0.0
2018-06-01T12:00:00+0100;27.01;791.77;2.38;102.43;0.0;27000.0;0.0
2018-06-01T13:00:00+0100;27.69;763.85;2.37;104.33;0.0;20000.0;0.0
2018-06-01T14:00:00+0100;28.31;701.89;2.25;115.52;0.0;18000.0;0.0
2018-06-01T15:00:00+0100;28.85;609.04;2.35;119.28;0.0;13000.0;0.0
2018-06-01T16:00:00+0100;29.28;495.68;2.96;163.04;0.0;9000.0;0.0
2018-06-01T17:00:00+0100;28.5;369.51;2.99;184.17;0.0;11000.0;0.0
2018-06-01T18:00:00+0100;27.27;238.63;2.35;174.53;0.0;11000.0;0.0
2018-06-01T19:00:00+0100;26.08;125.3;0.76;272.85;0.0;10000.0;0.0
2018-06-01T20:00:00+0100;24.07;39.22;0.98;60.94;0.0;8000.0;0.0
2018-06-01T21:00:00+0100;23.29;1.0;0.74;118.24;0.0;9000.0;0.0
2018-06-01T22:00:00+0100;21.46;0.0;1.26;217.88;0.0;9000.0;0.0
2018-06-01T23:00:00+0100;20.28;0.02;1.08;256.27;0.0;8000.0;0.0
2018-06-02T00:00:00+0100;19.31;0.0;1.19;260.9;0.0;11000.0;0.0
2018-06-02T01:00:00+0100;18.87;-0.02;1.07;253.71;0.0;9000.0;0.0
2018-06-02T02:00:00+0100;15.09;-0.02;1.09;251.27;0.0;8000.0;0.0
2018-06-02T03:00:00+0100;14.48;10.33;0.94;267.4;0.0;8000.0;0.0
2018-06-02T04:00:00+0100;14.89;73.31;1.11;279.46;0.0;8000.0;0.0
2018-06-02T05:00:00+0100;16.39;173.96;0.91;300.58;0.0;9000.0;0.0
2018-06-02T06:00:00+0100;16.96;296.02;0.31;270.46;0.0;8000.0;0.0
2018-06-02T07:00:00+0100;19.18;423.65;0.63;24.67;0.0;8000.0;0.0
2018-06-02T08:00:00+0100;21.91;531.05;1.32;20.35;0.0;8000.0;0.0
2018-06-02T09:00:00+0100;24.3;648.77;1.23;35.21;0.0;8000.0;0.0
2018-06-02T10:00:00+0100;25.3;725.56;1.0;57.52;0.0;9000.0;0.0
2018-06-02T11:00:00+0100;26.68;764.48;1.28;79.9;0.0;8000.0;0.0
2018-06-02T12:00:00+0100;27.9;782.06;1.84;91.13;0.0;8000.0;0.0
2018-06-02T13:00:00+0100;29.19;704.5;2.28;101.25;0.0;8000.0;0.0
2018-06-02T14:00:00+0100;30.4;681.53;2.25;106.92;0.0;8000.0;0.0
2018-06-02T15:00:00+0100;30.19;370.4;2.95;111.95;0.0;9000.0;0.0
2018-06-02T16:00:00+0100;29.53;172.34;2.9;210.03;0.0;8000.0;0.0
2018-06-02T17:00:00+0100;28.9;293.64;4.4;175.14;0.0;7000.0;0.0
2018-06-02T18:00:00+0100;27.91;230.73;4.29;189.32;0.0;8000.0;0.0
2018-06-02T19:00:00+0100;26.98;126.82;2.7;202.57;0.0;8000.0;0.0
2018-06-02T20:00:00+0100;25.67;33.6;1.54;187.48;0.0;9000.0;0.0
2018-06-02T21:00:00+0100;25.13;1.21;1.17;157.08;0.0;8000.0;0.0
2018-06-02T22:00:00+0100;22.7;0.02;1.44;212.06;0.0;9000.0;0.0
2018-06-02T23:00:00+0100;21.24;0.0;1.14;256.54;0.0;8000.0;0.0
2018-06-03T00:00:00+0100;19.78;0.0;1.15;263.02;0.0;8000.0;0.0
2018-06-03T01:00:00+0100;19.39;0.0;1.09;258.78;0.0;9000.0;0.0
2018-06-03T02:00:00+0100;15.31;-0.02;0.86;275.21;0.0;11000.0;0.0
2018-06-03T03:00:00+0100;15.35;10.31;1.0;286.83;0.0;7000.0;0.0
2018-06-03T04:00:00+0100;15.08;72.14;1.05;270.73;0.0;8000.0;0.0
2018-06-03T05:00:00+0100;16.31;163.33;0.95;286.43;0.0;9000.0;0.0
2018-06-03T06:00:00+0100;18.41;272.89;1.02;306.39;0.0;8000.0;0.0
2018-06-03T07:00:00+0100;20.39;428.05;2.3;3.52;0.0;9000.0;0.0
2018-06-03T08:00:00+0100;22.29;549.27;2.17;13.92;0.0;8000.0;0.0
2018-06-03T09:00:00+0100;23.89;653.13;1.85;21.92;0.0;8000.0;0.0
2018-06-03T10:00:00+0100;25.94;732.18;2.12;27.18;0.0;7000.0;0.0
2018-06-03T11:00:00+0100;27.5;779.18;1.68;41.59;0.0;8000.0;0.0
2018-06-03T12:00:00+0100;28.63;789.59;1.4;50.33;0.0;8000.0;0.0
2018-06-03T13:00:00+0100;30.05;762.03;1.66;96.01;0.0;9000.0;0.0
2018-06-03T14:00:00+0100;30.83;694.06;2.58;161.82;0.0;7000.0;0.0
2018-06-03T15:00:00+0100;30.61;594.8;3.11;226.4;0.0;9000.0;0.0
2018-06-03T16:00:00+0100;30.5;444.6;2.71;233.21;0.0;8000.0;0.0
2018-06-03T17:00:00+0100;29.53;299.09;3.73;313.41;0.0;8000.0;0.0
2018-06-03T18:00:00+0100;28.84;234.09;2.13;297.86;0.0;8000.0;0.0
2018-06-03T19:00:00+0100;27.81;130.72;2.24;327.34;0.0;9000.0;0.0
2018-06-03T20:00:00+0100;25.54;42.96;3.61;319.25;0.0;7000.0;0.0
2018-06-03T21:00:00+0100;23.73;1.56;3.04;308.12;0.0;9000.0;0.0
2018-06-03T22:00:00+0100;22.22;0.0;3.58;298.3;0.0;8000.0;0.0
2018-06-03T23:00:00+0100;20.92;0.0;3.35;297.08;0.0;8000.0;0.0
2018-06-04T00:00:00+0100;20.36;0.02;2.83;293.88;0.0;9000.0;0.0
2018-06-04T01:00:00+0100;20.41;0.0;1.83;294.87;0.0;9000.0;0.0
2018-06-04T02:00:00+0100;19.83;-0.03;1.51;293.53;0.0;8000.0;0.0
2018-06-04T03:00:00+0100;19.18;12.04;1.72;297.57;0.0;8000.0;0.0
2018-06-04T04:00:00+0100;18.92;78.17;1.38;293.09;0.0;8000.0;0.0
2018-06-04T05:00:00+0100;18.84;181.59;1.61;312.96;0.0;10000.0;0.0
2018-06-04T06:00:00+0100;19.44;307.81;2.69;359.74;0.0;17000.0;0.0
2018-06-04T07:00:00+0100;20.83;437.58;3.77;16.35;0.0;18000.0;0.0
2018-06-04T08:00:00+0100;21.52;560.61;3.78;19.53;0.0;16000.0;0.0
2018-06-04T09:00:00+0100;21.6;668.38;3.83;28.15;0.0;22000.0;0.0
2018-06-04T10:00:00+0100;22.91;751.2;3.91;10.68;0.0;22000.0;0.0
2018-06-04T11:00:00+0100;23.67;800.86;3.52;8.96;0.0;18000.0;0.0
2018-06-04T12:00:00+0100;24.13;813.48;3.59;7.05;0.0;18000.0;0.0
2018-06-04T13:00:00+0100;24.91;787.52;3.84;2.98;0.0;19000.0;0.0
2018-06-04T14:00:00+0100;24.98;724.91;3.75;2.87;0.0;16000.0;0.0
2018-06-04T15:00:00+0100;25.52;628.27;3.53;8.7;0.0;14000.0;0.0
2018-06-04T16:00:00+0100;26.23;514.18;3.17;14.76;0.0;11000.0;0.0
2018-06-04T17:00:00+0100;26.22;385.46;3.38;17.94;0.0;12000.0;0.0
2018-06-04T18:00:00+0100;25.58;250.88;3.87;22.9;0.0;9000.0;0.0
2018-06-04T19:00:00+0100;24.46;130.22;5.84;67.2;0.0;8000.0;0.0
2018-06-04T20:00:00+0100;22.91;43.97;5.25;57.52;0.0;8000.0;0.0
2018-06-04T21:00:00+0100;20.5;1.96;4.61;53.63;0.0;9000.0;0.0
2018-06-04T22:00:00+0100;18.14;-0.02;4.19;51.96;0.0;9000.0;0.0
2018-06-04T23:00:00+0100;16.18;0.02;3.61;58.58;0.0;9000.0;0.0
2018-06-05T00:00:00+0100;14.54;-0.02;3.59;58.73;0.0;9000.0;0.0
2018-06-05T01:00:00+0100;12.99;0.0;2.99;68.33;0.0;9000.0;0.0
2018-06-05T02:00:00+0100;11.68;0.03;2.44;76.59;0.0;10000.0;0.0
2018-06-05T03:00:00+0100;10.53;13.14;2.17;79.64;0.0;8000.0;0.0
2018-06-05T04:00:00+0100;9.68;81.94;2.2;71.64;0.0;9000.0;0.0
2018-06-05T05:00:00+0100;10.18;185.64;2.48;53.48;0.0;10000.0;0.0
2018-06-05T06:00:00+0100;10.97;312.64;3.11;46.24;0.0;16000.0;0.0
2018-06-05T07:00:00+0100;11.66;447.34;3.1;38.22;0.0;17000.0;0.0
2018-06-05T08:00:00+0100;12.35;571.2;3.39;27.21;0.0;20000.0;0.0
2018-06-05T09:00:00+0100;13.71;678.52;3.43;13.56;0.0;21000.0;0.0
2018-06-05T10:00:00+0100;15.06;759.65;3.89;7.75;0.0;19000.0;0.0
2018-06-05T11:00:00+0100;17.06;806.79;4.02;6.68;0.0;20000.0;0.0
2018-06-05T12:00:00+0100;17.98;816.69;3.78;6.8;0.0;24000.0;0.0
2018-06-05T13:00:00+0100;19.02;788.2;3.44;10.57;0.0;21000.0;0.0
2018-06-05T14:00:00+0100;19.77;724.67;2.92;16.42;0.0;20000.0;0.0
2018-06-05T15:00:00+0100;20.12;627.3;1.77;48.57;0.0;19000.0;0.0
