Header_line;24
location;Drammen - Norway
year_of_construction;2013
floor_area;2000
number_of_users;16
building_category;Nsh
energy_label;B
notes;Solar panels installed in 2022, but new meter for energy production is not registered.
central_heating_system;1
dhw_heat_source;GSHP,HWH
sh_heat_source;GSHP,EB
ventilation_heat_source;GSHP,EB
cooling_source;Free
ventilation_types;CAV_sch
night_setback;1
lighting_control;0
timestamp_format;%Y-%m-%dT%H:%M:%S%z
time_zone;Etc/Gmt-1
building_id;6399

;Weather variable;Weather variable;Weather variable;Weather variable;Electricity import;Electricity use
;C;W/m2;m/s;deg;Wh;Wh
;Temperature Outdoor;Global Solar Horizontal Radiation;Wind_speed;Wind_dir;Electricity imported ;Heat pump
TimeStamp;Tout;SolGlob;WindSpd;WindDir;ElImp;ElHP
2018-01-01T00:00:00+0100;-1.8;0.0;0.81;121.97;40000.0;20130.0
2018-01-01T01:00:00+0100;-1.5;0.0;1.38;103.2;41000.0;19280.0
2018-01-01T02:00:00+0100;-1.4;0.0;1.93;108.19;36000.0;20810.0
2018-01-01T03:00:00+0100;-1.3;0.0;1.9;110.08;37000.0;23030.0
2018-01-01T04:00:00+0100;-1.3;0.0;1.79;115.11;44000.0;23750.0
2018-01-01T05:00:00+0100;-0.9;0.0;2.21;153.11;38000.0;23690.0
2018-01-01T06:00:00+0100;-0.7;0.0;2.95;164.19;42000.0;23030.0
2018-01-01T07:00:00+0100;-0.4;-0.0;2.16;171.75;43000.0;23470.0
2018-01-01T08:00:00+0100;-0.2;0.0;1.33;151.72;43000.0;23630.0
2018-01-01T09:00:00+0100;-0.3;5.39;2.6;186.04;49000.0;23690.0
2018-01-01T10:00:00+0100;-0.2;45.98;2.84;211.29;55000.0;23530.0
2018-01-01T11:00:00+0100;0.7;76.12;2.12;211.05;60000.0;23530.0
2018-01-01T12:00:00+0100;0.6;76.02;0.75;182.41;50000.0;23530.0
2018-01-01T13:00:00+0100;0.8;52.68;1.13;162.88;50000.0;23590.0
2018-01-01T14:00:00+0100;0.7;21.92;1.01;188.41;50000.0;22940.0
2018-01-01T15:00:00+0100;0.4;1.05;0.74;231.13;47000.0;23630.0
2018-01-01T16:00:00+0100;0.2;0.0;1.96;197.79;56000.0;23310.0
2018-01-01T17:00:00+0100;0.3;0.0;2.02;194.08;56000.0;23470.0
2018-01-01T18:00:00+0100;0.1;0.0;1.73;229.87;56000.0;23630.0
2018-01-01T19:00:00+0100;-0.0;0.0;2.06;280.17;54000.0;23500.0
2018-01-01T20:00:00+0100;-0.8;0.0;1.65;259.09;55000.0;23380.0
2018-01-01T21:00:00+0100;-0.5;0.0;2.84;270.15;52000.0;22750.0
2018-01-01T22:00:00+0100;-0.4;0.0;1.31;256.17;54000.0;22060.0
2018-01-01T23:00:00+0100;-0.7;0.0;3.23;275.49;40000.0;19060.0
2018-01-02T00:00:00+0100;-0.9;0.0;3.46;279.58;35000.0;19310.0
2018-01-02T01:00:00+0100;-2.4;0.0;4.35;278.17;39000.0;21630.0
2018-01-02T02:00:00+0100;-3.9;0.0;4.98;281.25;37000.0;19530.0
2018-01-02T03:00:00+0100;-3.2;0.0;4.56;280.76;37000.0;22910.0
2018-01-02T04:00:00+0100;-2.3;0.0;4.31;279.38;44000.0;23590.0
2018-01-02T05:00:00+0100;-1.6;0.0;4.32;283.34;39000.0;23780.0
2018-01-02T06:00:00+0100;-3.4;0.0;4.07;279.53;39000.0;23690.0
2018-01-02T07:00:00+0100;-5.6;-0.0;3.39;279.18;46000.0;23630.0
2018-01-02T08:00:00+0100;-6.1;0.0;3.83;284.22;55000.0;23690.0
2018-01-02T09:00:00+0100;-5.4;6.52;3.84;282.56;56000.0;23690.0
2018-01-02T10:00:00+0100;-4.9;50.48;4.1;278.98;60000.0;23780.0
2018-01-02T11:00:00+0100;-4.0;88.36;4.41;274.54;59000.0;23630.0
2018-01-02T12:00:00+0100;-3.8;96.59;4.29;282.38;56000.0;22380.0
2018-01-02T13:00:00+0100;-2.9;76.37;3.67;279.44;57000.0;19590.0
2018-01-02T14:00:00+0100;-2.6;40.12;3.17;282.09;47000.0;21440.0
2018-01-02T15:00:00+0100;-2.8;2.19;3.0;280.3;55000.0;22130.0
2018-01-02T16:00:00+0100;-5.1;-0.01;3.4;278.62;48000.0;23720.0
2018-01-02T17:00:00+0100;-6.1;0.0;3.48;275.99;59000.0;23690.0
2018-01-02T18:00:00+0100;-7.4;0.0;2.99;277.54;50000.0;23720.0
2018-01-02T19:00:00+0100;-8.2;0.0;2.57;275.37;59000.0;23690.0
2018-01-02T20:00:00+0100;-9.1;0.0;2.77;273.55;66000.0;24130.0
2018-01-02T21:00:00+0100;-9.4;0.0;2.44;270.56;67000.0;23590.0
2018-01-02T22:00:00+0100;-9.1;0.0;1.61;249.94;62000.0;20660.0
2018-01-02T23:00:00+0100;-10.0;0.0;1.22;176.87;43000.0;22060.0
2018-01-03T00:00:00+0100;-9.0;0.0;1.39;150.98;41000.0;24060.0
2018-01-03T01:00:00+0100;-7.7;0.0;1.61;107.07;44000.0;22630.0
2018-01-03T02:00:00+0100;-6.3;0.0;1.52;183.56;38000.0;23590.0
2018-01-03T03:00:00+0100;-4.9;0.0;0.86;71.41;45000.0;23780.0
2018-01-03T04:00:00+0100;-3.3;0.0;2.2;52.93;47000.0;24190.0
2018-01-03T05:00:00+0100;-3.2;0.0;2.17;68.67;50000.0;24310.0
2018-01-03T06:00:00+0100;-3.1;0.0;2.48;54.02;56000.0;24130.0
2018-01-03T07:00:00+0100;-2.9;-0.0;2.46;57.94;54000.0;24220.0
2018-01-03T08:00:00+0100;-2.5;0.0;2.83;59.45;55000.0;24160.0
2018-01-03T09:00:00+0100;-2.3;0.15;2.61;76.83;65000.0;24030.0
2018-01-03T10:00:00+0100;-1.7;1.24;3.16;67.63;64000.0;23840.0
2018-01-03T11:00:00+0100;-1.3;2.6;3.35;73.69;64000.0;23940.0
2018-01-03T12:00:00+0100;-0.8;3.82;3.46;74.73;67000.0;23340.0
2018-01-03T13:00:00+0100;-0.5;4.27;3.89;70.5;61000.0;23880.0
2018-01-03T14:00:00+0100;-0.4;1.62;4.05;68.74;60000.0;23940.0
2018-01-03T15:00:00+0100;-0.5;0.07;4.54;70.11;66000.0;23910.0
2018-01-03T16:00:00+0100;-0.7;0.0;4.9;59.1;53000.0;23910.0
2018-01-03T17:00:00+0100;-0.7;0.0;4.39;52.57;58000.0;23940.0
2018-01-03T18:00:00+0100;-0.6;0.0;4.74;50.83;58000.0;23840.0
2018-01-03T19:00:00+0100;-0.6;0.0;5.01;52.44;54000.0;23810.0
2018-01-03T20:00:00+0100;-0.4;0.0;4.74;50.17;59000.0;22840.0
2018-01-03T21:00:00+0100;-0.3;0.0;4.97;48.32;54000.0;22910.0
2018-01-03T22:00:00+0100;-0.2;0.0;4.68;44.45;53000.0;21810.0
2018-01-03T23:00:00+0100;-0.2;0.0;4.78;39.83;41000.0;19560.0
2018-01-04T00:00:00+0100;-0.3;0.0;4.47;38.31;39000.0;19690.0
2018-01-04T01:00:00+0100;-0.3;0.0;4.27;44.66;40000.0;19660.0
2018-01-04T02:00:00+0100;-0.3;0.0;4.49;44.35;36000.0;20940.0
2018-01-04T03:00:00+0100;-0.2;0.0;4.06;42.69;43000.0;23690.0
2018-01-04T04:00:00+0100;-0.2;0.0;4.26;46.69;43000.0;23660.0
2018-01-04T05:00:00+0100;-0.0;0.0;4.24;44.92;43000.0;23780.0
2018-01-04T06:00:00+0100;-0.0;0.0;3.86;40.61;43000.0;23780.0
2018-01-04T07:00:00+0100;-0.1;-0.0;3.89;43.91;43000.0;23720.0
2018-01-04T08:00:00+0100;-0.1;0.0;3.78;46.31;53000.0;23750.0
2018-01-04T09:00:00+0100;-0.1;0.47;3.46;49.27;58000.0;23720.0
2018-01-04T10:00:00+0100;-0.1;3.56;2.94;36.6;57000.0;23720.0
2018-01-04T11:00:00+0100;-0.1;5.76;2.54;36.84;58000.0;23660.0
2018-01-04T12:00:00+0100;0.1;15.41;3.05;33.42;57000.0;23720.0
2018-01-04T13:00:00+0100;0.1;6.04;2.67;28.05;62000.0;23780.0
2018-01-04T14:00:00+0100;0.1;1.87;2.84;22.86;56000.0;23780.0
2018-01-04T15:00:00+0100;0.1;0.52;2.72;27.66;55000.0;23690.0
2018-01-04T16:00:00+0100;-0.0;0.0;3.07;24.14;60000.0;23530.0
2018-01-04T17:00:00+0100;-0.0;0.0;3.27;26.43;54000.0;23750.0
2018-01-04T18:00:00+0100;-0.1;0.0;3.57;30.61;51000.0;23190.0
2018-01-04T19:00:00+0100;-0.1;0.0;3.51;33.85;52000.0;23660.0
2018-01-04T20:00:00+0100;-0.1;0.0;3.24;38.95;51000.0;23750.0
2018-01-04T21:00:00+0100;-0.1;0.0;3.28;39.28;52000.0;21530.0
2018-01-04T22:00:00+0100;-0.2;0.0;3.46;29.67;51000.0;16690.0
2018-01-04T23:00:00+0100;-0.3;0.0;3.68;30.89;52000.0;20060.0
2018-01-05T00:00:00+0100;-0.5;0.0;3.53;30.29;41000.0;18750.0
2018-01-05T01:00:00+0100;-0.5;0.0;3.5;31.43;38000.0;20530.0
2018-01-05T02:00:00+0100;-0.6;0.0;3.49;32.34;38000.0;20530.0
2018-01-05T03:00:00+0100;-0.8;0.0;3.55;30.13;42000.0;23690.0
2018-01-05T04:00:00+0100;-1.0;0.0;3.43;31.48;41000.0;23660.0
2018-01-05T05:00:00+0100;-1.2;0.0;3.28;31.49;42000.0;23910.0
2018-01-05T06:00:00+0100;-1.3;0.0;3.41;29.28;50000.0;23660.0
2018-01-05T07:00:00+0100;-1.4;-0.0;3.54;26.66;51000.0;23940.0
2018-01-05T08:00:00+0100;-1.7;0.0;3.04;20.9;53000.0;23970.0
2018-01-05T09:00:00+0100;-1.8;1.24;2.53;17.88;59000.0;23910.0
2018-01-05T10:00:00+0100;-1.7;7.0;2.22;9.1;68000.0;23940.0
2018-01-05T11:00:00+0100;-1.5;12.27;2.04;5.62;70000.0;23940.0
2018-01-05T12:00:00+0100;-1.1;18.74;1.86;344.98;63000.0;24000.0
2018-01-05T13:00:00+0100;-1.6;42.9;1.79;356.77;62000.0;24030.0
2018-01-05T14:00:00+0100;-1.8;35.63;2.15;7.24;65000.0;24000.0
2018-01-05T15:00:00+0100;-2.0;1.97;2.03;342.62;60000.0;24090.0
2018-01-05T16:00:00+0100;-2.7;-0.01;2.06;338.17;60000.0;24060.0
2018-01-05T17:00:00+0100;-2.69;0.0;2.11;323.51;60000.0;24190.0
2018-01-05T18:00:00+0100;-3.5;0.0;1.9;321.52;60000.0;24280.0
2018-01-05T19:00:00+0100;-3.94;0.0;2.16;306.67;59000.0;24160.0
2018-01-05T20:00:00+0100;-4.15;0.0;2.87;290.06;66000.0;23310.0
2018-01-05T21:00:00+0100;-3.74;0.0;2.96;288.38;63000.0;24470.0
2018-01-05T22:00:00+0100;-3.91;0.0;2.81;292.33;61000.0;23310.0
2018-01-05T23:00:00+0100;-4.52;0.0;3.07;290.79;42000.0;23380.0
2018-01-06T00:00:00+0100;-5.16;0.0;3.36;291.28;42000.0;23280.0
2018-01-06T01:00:00+0100;-5.65;0.0;3.65;287.85;46000.0;23220.0
2018-01-06T02:00:00+0100;-9.5;0.0;3.73;286.2;40000.0;22250.0
2018-01-06T03:00:00+0100;-8.5;0.0;3.71;287.03;39000.0;23880.0
2018-01-06T04:00:00+0100;-6.5;0.0;3.46;292.44;54000.0;24160.0
2018-01-06T05:00:00+0100;-6.1;0.0;3.83;290.49;55000.0;24340.0
2018-01-06T06:00:00+0100;-4.3;0.0;4.0;287.22;51000.0;23810.0
2018-01-06T07:00:00+0100;-4.1;-0.0;4.3;285.69;55000.0;24310.0
2018-01-06T08:00:00+0100;-4.1;0.0;4.36;283.21;58000.0;24190.0
2018-01-06T09:00:00+0100;-4.0;7.46;4.54;281.7;58000.0;24250.0
2018-01-06T10:00:00+0100;-4.6;49.03;4.0;282.22;71000.0;24130.0
2018-01-06T11:00:00+0100;-4.8;94.98;3.91;281.57;73000.0;24340.0
2018-01-06T12:00:00+0100;-4.0;111.72;4.53;272.32;75000.0;24440.0
2018-01-06T13:00:00+0100;-3.9;94.2;4.61;272.68;74000.0;23840.0
2018-01-06T14:00:00+0100;-4.6;49.33;4.61;279.69;68000.0;24470.0
2018-01-06T15:00:00+0100;-6.0;4.44;4.5;272.39;66000.0;24410.0
2018-01-06T16:00:00+0100;-6.1;0.0;4.89;272.4;66000.0;24590.0
2018-01-06T17:00:00+0100;-6.8;0.0;5.28;275.62;66000.0;24630.0
2018-01-06T18:00:00+0100;-5.6;0.0;5.83;277.01;67000.0;24590.0
2018-01-06T19:00:00+0100;-7.4;0.0;5.06;276.28;66000.0;24590.0
2018-01-06T20:00:00+0100;-10.7;0.0;4.94;274.34;66000.0;24750.0
2018-01-06T21:00:00+0100;-10.3;0.0;5.14;275.0;63000.0;24840.0
2018-01-06T22:00:00+0100;-8.1;0.0;4.89;276.18;64000.0;24310.0
2018-01-06T23:00:00+0100;-9.7;0.0;4.62;277.91;55000.0;21530.0
2018-01-07T00:00:00+0100;-11.5;0.0;4.47;277.94;44000.0;23940.0
2018-01-07T01:00:00+0100;-13.0;0.0;4.65;277.84;49000.0;24720.0
2018-01-07T02:00:00+0100;-12.4;0.0;4.94;276.04;46000.0;24840.0
2018-01-07T03:00:00+0100;-14.5;0.0;4.67;279.31;66000.0;24130.0
2018-01-07T04:00:00+0100;-15.6;0.0;4.53;275.32;65000.0;24530.0
2018-01-07T05:00:00+0100;-15.9;0.0;5.24;279.23;66000.0;24780.0
2018-01-07T06:00:00+0100;-16.6;0.0;4.39;272.08;66000.0;25060.0
2018-01-07T07:00:00+0100;-16.9;-0.0;4.37;266.47;66000.0;24840.0
2018-01-07T08:00:00+0100;-17.1;0.0;4.6;264.58;66000.0;24500.0
2018-01-07T09:00:00+0100;-16.8;7.0;3.77;267.47;65000.0;24250.0
2018-01-07T10:00:00+0100;-15.6;42.47;4.21;264.16;66000.0;24560.0
2018-01-07T11:00:00+0100;-12.7;62.87;6.62;263.87;66000.0;24530.0
2018-01-07T12:00:00+0100;-11.4;65.1;6.31;258.95;85000.0;24880.0
2018-01-07T13:00:00+0100;-10.6;56.32;5.47;263.64;80000.0;24880.0
2018-01-07T14:00:00+0100;-9.6;31.41;6.76;272.9;70000.0;24780.0
2018-01-07T15:00:00+0100;-9.3;3.32;7.4;272.49;78000.0;23500.0
2018-01-07T16:00:00+0100;-0.1;-0.01;9.21;280.25;67000.0;22220.0
2018-01-07T17:00:00+0100;-1.5;0.0;9.56;273.55;56000.0;24250.0
2018-01-07T18:00:00+0100;-4.6;0.0;7.44;271.08;58000.0;24190.0
2018-01-07T19:00:00+0100;-6.5;0.0;5.85;265.89;54000.0;24280.0
2018-01-07T20:00:00+0100;-1.46;0.0;5.29;261.6;60000.0;24340.0
2018-01-07T21:00:00+0100;-1.23;0.0;5.21;262.71;58000.0;23220.0
2018-01-07T22:00:00+0100;-5.6;0.0;5.9;266.63;46000.0;20500.0
2018-01-07T23:00:00+0100;-2.8;0.0;5.03;279.26;85000.0;20560.0
2018-01-08T00:00:00+0100;-0.75;0.0;5.74;278.51;40000.0;22470.0
2018-01-08T01:00:00+0100;-1.85;0.0;5.58;281.26;38000.0;20220.0
2018-01-08T02:00:00+0100;-1.81;0.0;5.79;279.53;44000.0;23090.0
2018-01-08T03:00:00+0100;-2.45;0.0;5.95;279.25;43000.0;23690.0
2018-01-08T04:00:00+0100;-9.2;0.0;6.08;278.03;52000.0;23880.0
2018-01-08T05:00:00+0100;-9.3;0.0;5.97;278.07;56000.0;24190.0
2018-01-08T06:00:00+0100;-8.0;0.0;4.97;278.51;52000.0;23940.0
2018-01-08T07:00:00+0100;-6.4;-0.0;4.96;275.99;53000.0;24000.0
2018-01-08T08:00:00+0100;-5.5;0.0;4.57;276.11;59000.0;23880.0
2018-01-08T09:00:00+0100;-0.69;8.24;3.67;224.61;67000.0;23750.0
2018-01-08T10:00:00+0100;-5.5;54.32;4.03;248.55;55000.0;23220.0
2018-01-08T11:00:00+0100;-1.4;94.58;3.52;257.53;54000.0;22880.0
2018-01-08T12:00:00+0100;-1.8;111.73;3.11;257.05;52000.0;22220.0
2018-01-08T13:00:00+0100;-1.3;95.04;1.55;222.86;51000.0;22030.0
2018-01-08T14:00:00+0100;-4.1;51.59;2.96;263.12;58000.0;21840.0
2018-01-08T15:00:00+0100;-5.8;5.79;3.41;247.11;47000.0;22500.0
2018-01-08T16:00:00+0100;-6.9;0.01;3.78;276.82;51000.0;23780.0
2018-01-08T17:00:00+0100;-8.6;0.0;4.27;277.65;56000.0;23530.0
2018-01-08T18:00:00+0100;-9.7;0.0;4.25;272.53;59000.0;23810.0
2018-01-08T19:00:00+0100;-9.9;0.0;3.85;267.33;65000.0;23810.0
2018-01-08T20:00:00+0100;-10.3;0.0;3.69;267.34;66000.0;23910.0
2018-01-08T21:00:00+0100;-10.3;0.0;3.68;258.56;57000.0;23910.0
2018-01-08T22:00:00+0100;-10.2;0.0;3.57;258.77;50000.0;21470.0
2018-01-08T23:00:00+0100;-10.6;0.0;3.21;251.04;44000.0;23530.0
2018-01-09T00:00:00+0100;-11.9;0.0;2.79;247.88;43000.0;24280.0
2018-01-09T01:00:00+0100;-12.2;0.0;2.26;238.25;45000.0;24160.0
2018-01-09T02:00:00+0100;-12.6;0.0;2.2;255.8;45000.0;23940.0
2018-01-09T03:00:00+0100;-13.0;0.0;2.27;251.58;54000.0;24060.0
2018-01-09T04:00:00+0100;-13.0;0.0;2.43;250.98;63000.0;24220.0
2018-01-09T05:00:00+0100;-12.9;0.0;2.78;252.51;65000.0;24780.0
2018-01-09T06:00:00+0100;-14.0;0.0;2.45;242.78;65000.0;24910.0
2018-01-09T07:00:00+0100;-14.3;-0.0;1.42;229.49;69000.0;24560.0
2018-01-09T08:00:00+0100;-14.2;0.0;0.95;204.63;71000.0;24590.0
2018-01-09T09:00:00+0100;-14.7;10.25;1.38;225.19;74000.0;24750.0
2018-01-09T10:00:00+0100;-14.3;61.18;2.87;254.83;81000.0;24750.0
2018-01-09T11:00:00+0100;-11.7;103.06;2.14;240.68;73000.0;24720.0
2018-01-09T12:00:00+0100;-8.4;117.26;0.74;171.94;79000.0;24720.0
2018-01-09T13:00:00+0100;-7.8;99.29;0.8;171.43;78000.0;24720.0
2018-01-09T14:00:00+0100;-9.0;54.68;1.12;174.3;76000.0;24940.0
2018-01-09T15:00:00+0100;-12.3;6.75;0.94;162.47;77000.0;24880.0
2018-01-09T16:00:00+0100;-13.3;0.0;1.36;260.47;71000.0;24780.0
2018-01-09T17:00:00+0100;-13.5;0.0;1.38;261.06;78000.0;24810.0
2018-01-09T18:00:00+0100;-13.1;0.0;0.76;231.99;74000.0;24690.0
2018-01-09T19:00:00+0100;-14.6;0.0;1.32;264.08;86000.0;24750.0
2018-01-09T20:00:00+0100;-15.1;0.0;1.94;269.87;78000.0;25160.0
2018-01-09T21:00:00+0100;-15.3;0.0;1.65;267.97;75000.0;25410.0
2018-01-09T22:00:00+0100;-15.3;0.0;2.23;272.72;55000.0;22840.0
2018-01-09T23:00:00+0100;-15.5;0.0;1.54;271.06;51000.0;22720.0
2018-01-10T00:00:00+0100;-15.7;0.0;1.52;267.22;60000.0;25250.0
2018-01-10T01:00:00+0100;-15.4;0.0;0.65;237.7;51000.0;24630.0
2018-01-10T02:00:00+0100;-15.5;0.0;0.72;273.04;47000.0;25250.0
2018-01-10T03:00:00+0100;-15.4;0.0;0.43;271.95;62000.0;24340.0
2018-01-10T04:00:00+0100;-15.1;0.0;0.38;42.7;65000.0;24410.0
2018-01-10T05:00:00+0100;-14.7;0.0;0.63;67.38;67000.0;24780.0
2018-01-10T06:00:00+0100;-14.8;0.0;0.29;359.83;74000.0;24880.0
2018-01-10T07:00:00+0100;-14.7;-0.0;1.35;279.98;78000.0;24880.0
2018-01-10T08:00:00+0100;-15.0;0.0;0.56;263.92;80000.0;24780.0
2018-01-10T09:00:00+0100;-15.2;3.97;0.41;62.9;80000.0;24810.0
2018-01-10T10:00:00+0100;-14.1;19.44;2.12;68.61;80000.0;24720.0
2018-01-10T11:00:00+0100;-11.1;18.47;2.44;72.42;78000.0;24690.0
2018-01-10T12:00:00+0100;-7.5;26.6;2.53;67.95;71000.0;24590.0
2018-01-10T13:00:00+0100;-5.8;18.24;2.56;63.61;72000.0;24410.0
2018-01-10T14:00:00+0100;-4.8;16.85;2.74;66.9;70000.0;24470.0
2018-01-10T15:00:00+0100;-4.5;1.4;2.57;66.84;70000.0;24470.0
2018-01-10T16:00:00+0100;-4.4;0.0;3.18;56.36;65000.0;24530.0
2018-01-10T17:00:00+0100;-4.3;0.0;3.0;62.18;68000.0;24500.0
2018-01-10T18:00:00+0100;-4.0;0.0;2.83;63.5;61000.0;24530.0
2018-01-10T19:00:00+0100;-3.7;0.0;2.33;56.43;72000.0;24340.0
2018-01-10T20:00:00+0100;-3.5;0.0;1.75;48.1;67000.0;24410.0
2018-01-10T21:00:00+0100;-3.2;0.0;1.6;49.32;59000.0;22590.0
2018-01-10T22:00:00+0100;-2.9;0.0;1.64;47.7;42000.0;19060.0
2018-01-10T23:00:00+0100;-2.8;0.0;1.11;54.51;43000.0;22000.0
2018-01-11T00:00:00+0100;-2.7;0.0;0.7;33.4;41000.0;22810.0
2018-01-11T01:00:00+0100;-2.7;0.0;1.59;286.32;40000.0;20500.0
2018-01-11T02:00:00+0100;-3.0;0.0;1.37;297.35;42000.0;23500.0
2018-01-11T03:00:00+0100;-3.5;0.0;1.29;288.7;43000.0;23720.0
2018-01-11T04:00:00+0100;-3.5;0.0;0.89;15.93;51000.0;23970.0
2018-01-11T05:00:00+0100;-3.4;0.0;1.32;32.01;55000.0;24280.0
2018-01-11T06:00:00+0100;-3.4;0.0;1.03;17.28;57000.0;24160.0
2018-01-11T07:00:00+0100;-3.3;-0.0;0.98;38.74;58000.0;24090.0
2018-01-11T08:00:00+0100;-3.3;0.0;0.86;25.43;66000.0;24060.0
2018-01-11T09:00:00+0100;-3.1;1.13;0.53;9.25;67000.0;24060.0
2018-01-11T10:00:00+0100;-3.0;6.23;0.56;16.06;70000.0;24160.0
2018-01-11T11:00:00+0100;-2.6;10.49;0.79;21.25;64000.0;24030.0
2018-01-11T12:00:00+0100;-2.2;12.52;0.79;20.62;69000.0;24030.0
2018-01-11T13:00:00+0100;-2.1;9.49;0.96;33.93;65000.0;24000.0
2018-01-11T14:00:00+0100;-2.1;5.97;1.13;46.26;69000.0;24060.0
2018-01-11T15:00:00+0100;-2.4;1.54;1.1;45.15;64000.0;23940.0
2018-01-11T16:00:00+0100;-2.5;0.0;0.69;54.11;61000.0;24000.0
2018-01-11T17:00:00+0100;-2.6;0.0;1.16;53.38;65000.0;24190.0
2018-01-11T18:00:00+0100;-2.6;0.0;1.33;70.62;62000.0;24160.0
2018-01-11T19:00:00+0100;-2.7;0.0;1.21;64.98;61000.0;24000.0
2018-01-11T20:00:00+0100;-2.7;0.0;1.08;60.82;55000.0;24060.0
2018-01-11T21:00:00+0100;-2.9;0.0;1.42;76.06;51000.0;24030.0
2018-01-11T22:00:00+0100;-3.1;0.0;1.64;75.36;45000.0;21630.0
2018-01-11T23:00:00+0100;-3.0;0.0;1.42;71.31;40000.0;22220.0
2018-01-12T00:00:00+0100;-3.9;0.0;1.49;64.14;41000.0;22250.0
2018-01-12T01:00:00+0100;-4.6;0.0;1.54;65.26;43000.0;23160.0
2018-01-12T02:00:00+0100;-4.9;0.0;1.19;64.38;42000.0;22000.0
2018-01-12T03:00:00+0100;-5.8;0.0;1.24;69.58;53000.0;23840.0
2018-01-12T04:00:00+0100;-5.76;0.0;0.74;60.78;64000.0;24310.0
2018-01-12T05:00:00+0100;-6.5;0.0;1.04;74.37;57000.0;24560.0
2018-01-12T06:00:00+0100;-5.7;-0.0;0.93;73.0;60000.0;24280.0
2018-01-12T07:00:00+0100;-5.4;0.0;1.28;77.9;64000.0;24280.0
2018-01-12T08:00:00+0100;-5.0;0.0;0.86;75.32;74000.0;24220.0
2018-01-12T09:00:00+0100;-4.7;10.61;0.67;42.02;78000.0;24190.0
2018-01-12T10:00:00+0100;-4.1;53.49;0.41;61.19;80000.0;24250.0
2018-01-12T11:00:00+0100;-4.0;80.68;0.31;13.07;74000.0;24380.0
2018-01-12T12:00:00+0100;-3.9;118.86;0.35;0.14;69000.0;24250.0
2018-01-12T13:00:00+0100;-3.8;106.1;0.3;288.75;71000.0;24220.0
2018-01-12T14:00:00+0100;-3.9;58.63;0.77;299.07;67000.0;24280.0
2018-01-12T15:00:00+0100;-4.1;4.34;1.73;284.65;65000.0;24340.0
2018-01-12T16:00:00+0100;-4.3;0.0;2.06;285.15;71000.0;24340.0
2018-01-12T17:00:00+0100;-4.3;0.02;1.53;275.31;70000.0;24310.0
2018-01-12T18:00:00+0100;-4.2;0.0;1.57;291.08;64000.0;24340.0
2018-01-12T19:00:00+0100;-4.2;0.0;1.4;286.41;73000.0;24380.0
2018-01-12T20:00:00+0100;-4.3;0.0;1.71;288.65;65000.0;23530.0
2018-01-12T21:00:00+0100;-4.3;0.0;1.58;288.74;60000.0;22530.0
2018-01-12T22:00:00+0100;-4.2;0.0;1.21;289.05;45000.0;21630.0
2018-01-12T23:00:00+0100;-3.8;0.0;0.41;265.79;44000.0;22380.0
2018-01-13T00:00:00+0100;-3.7;0.0;0.39;293.44;41000.0;22280.0
2018-01-13T01:00:00+0100;-3.9;0.0;0.68;310.85;39000.0;22470.0
2018-01-13T02:00:00+0100;-3.7;0.0;0.29;330.93;42000.0;21470.0
2018-01-13T03:00:00+0100;-3.9;0.0;0.33;63.9;49000.0;23810.0
2018-01-13T04:00:00+0100;-3.8;0.0;0.37;34.53;52000.0;24030.0
2018-01-13T05:00:00+0100;-3.8;0.0;1.03;61.62;52000.0;24310.0
2018-01-13T06:00:00+0100;-3.8;-0.0;1.04;61.53;55000.0;23780.0
2018-01-13T07:00:00+0100;-3.8;0.0;1.37;63.31;55000.0;24250.0
2018-01-13T08:00:00+0100;-3.7;0.0;1.57;79.13;60000.0;23970.0
2018-01-13T09:00:00+0100;-3.7;1.35;1.69;90.94;76000.0;23970.0
2018-01-13T10:00:00+0100;-3.6;6.92;1.61;75.08;81000.0;23780.0
2018-01-13T11:00:00+0100;-3.2;12.87;1.51;73.39;78000.0;23910.0
2018-01-13T12:00:00+0100;-3.0;27.4;1.31;101.39;77000.0;24130.0
2018-01-13T13:00:00+0100;-2.8;29.23;1.03;117.97;66000.0;21530.0
2018-01-13T14:00:00+0100;-2.9;14.33;1.11;111.3;60000.0;24030.0
2018-01-13T15:00:00+0100;-3.1;1.18;1.27;111.55;65000.0;24220.0
2018-01-13T16:00:00+0100;-3.3;0.0;1.35;94.78;62000.0;24220.0
2018-01-13T17:00:00+0100;-3.6;0.0;1.44;105.11;68000.0;24250.0
2018-01-13T18:00:00+0100;-3.8;0.0;1.47;98.02;70000.0;24060.0
2018-01-13T19:00:00+0100;-4.1;0.0;1.41;103.97;67000.0;24220.0
2018-01-13T20:00:00+0100;-4.3;0.0;1.58;122.92;65000.0;23630.0
2018-01-13T21:00:00+0100;-4.4;0.0;1.36;159.38;59000.0;24500.0
2018-01-13T22:00:00+0100;-4.7;0.0;1.43;174.34;51000.0;20810.0
2018-01-13T23:00:00+0100;-4.7;0.0;1.17;169.44;40000.0;21750.0
2018-01-14T00:00:00+0100;-4.7;0.0;1.21;170.02;40000.0;23660.0
2018-01-14T01:00:00+0100;-4.4;0.0;1.71;166.14;43000.0;21780.0
2018-01-14T02:00:00+0100;-4.4;0.0;2.15;176.09;38000.0;22630.0
2018-01-14T03:00:00+0100;-4.7;0.0;2.09;197.43;50000.0;23840.0
