Header_line;17
location;Oslo Norway
year_of_construction;2009
floor_area;15127
number_of_users;1100
building_category;Sch
dhw_heat_source;DH
sh_heat_source;DH
pv;Roof:x:x
timestamp_format;%Y-%m-%dT%H:%M:%S%z
time_zone;Etc/Gmt-1
building_id;8102

;Heat import;Electricity import;Heat use;Electricity use;Electricity production;Weather variable;Weather variable;Weather variable;Weather variable;Weather variable
;Wh;Wh;Wh;Wh;Wh;C;W/m2;m/s;deg;%
;Imported District Heating;Electricity imported ;Heat Total = HtSpace + HtDHW;Electricity exported;Electricity production from PV;Temperature Outdoor;Global Solar Horizontal Radiation;Wind_speed;Wind_dir;Relative Humidity
TimeStamp;HtDH;ElImp;HtTot;ElExp;ElPV;Tout;SolGlob;WindSpd;WindDir;RH
2020-11-18T06:00:00+0100;210000.0;162600.0;210000.0;;;8.109307861328148;-7.132608546999029e-14;1.5125047;173.52974;0.9110012
2020-11-18T07:00:00+0100;210000.0;183600.0;210000.0;;;8.559869384765648;0.0;1.7357671;158.56082;0.9099484
2020-11-18T08:00:00+0100;200000.0;211200.0;200000.0;;;9.270989990234398;0.0888888888888888;2.144733;168.42004;0.92416966
2020-11-18T09:00:00+0100;160000.0;221400.0;160000.0;;;10.208093261718773;2.08;2.7597284;186.1854;0.9523375
2020-11-18T10:00:00+0100;160000.0;220200.0;160000.0;;;10.852655029296898;15.502222222222224;2.5297987;220.97282;0.9519408
2020-11-18T11:00:00+0100;130000.0;219600.0;130000.0;;;11.433648681640648;15.591111111111111;3.6630054;204.81937;0.9430146
2020-11-18T12:00:00+0100;120000.0;225000.0;120000.0;;;11.832482910156273;7.288888888888889;5.8160195;208.61325;0.9137331
2020-11-18T13:00:00+0100;140000.0;216000.0;140000.0;;;12.273156738281273;19.057777777777776;7.1313515;200.67654;0.917395
2020-11-18T14:00:00+0100;150000.0;202200.0;150000.0;;;12.015344238281273;16.817777777777778;6.8647404;200.25912;0.92066
2020-11-18T15:00:00+0100;140000.0;190800.0;140000.0;;;11.451959228515648;2.3466666666666667;7.747388;199.98094;0.9180811
2020-11-18T16:00:00+0100;140000.0;180600.0;140000.0;;;11.151239013671898;0.0177777777777777;7.6388826;195.46957;0.9190272
2020-11-18T17:00:00+0100;120000.0;169200.0;120000.0;;;10.954034423828148;0.0;7.9428926;195.14668;0.91325945
2020-11-18T18:00:00+0100;130000.0;144000.0;130000.0;;;10.779565429687525;0.0;7.7717986;194.16267;0.91115385
2020-11-18T19:00:00+0100;130000.0;139800.0;130000.0;;;10.620263671875025;0.0;7.4205146;192.81847;0.92592454
2020-11-18T20:00:00+0100;60000.0;78000.0;60000.0;;;10.491448974609398;0.0;7.2446957;190.1307;0.95003366
2020-11-18T21:00:00+0100;60000.0;75600.0;60000.0;;;10.683740234375025;1.4262848232718087e-14;7.208234;195.30057;0.930884
2020-11-18T22:00:00+0100;70000.0;73800.0;70000.0;;;10.970147705078148;1.4266797619831728e-14;6.8036814;198.05399;0.9114431
2020-11-18T23:00:00+0100;80000.0;67800.0;80000.0;;;10.720758056640648;1.4266793764890668e-14;7.0498123;197.69315;0.9394587
2020-11-19T00:00:00+0100;70000.0;64800.0;70000.0;;;10.661584472656273;1.4258902700545503e-14;6.9362173;196.54405;0.94357896
2020-11-19T01:00:00+0100;80000.0;64800.0;80000.0;;;10.745294189453148;1.4258902700545503e-14;7.236326;197.12349;0.92951083
2020-11-19T02:00:00+0100;100000.0;64800.0;100000.0;;;10.835229492187525;1.4274692539117952e-14;7.471131;200.8064;0.91518235
2020-11-19T03:00:00+0100;120000.0;66000.0;120000.0;;;10.724389648437525;1.4262848232718087e-14;7.988736;212.0144;0.90134215
2020-11-19T04:00:00+0100;160000.0;115800.0;160000.0;;;10.264978027343773;1.4266797619831728e-14;7.2113943;214.79343;0.71878606
2020-11-19T05:00:00+0100;190000.0;118800.0;190000.0;;;9.212335205078148;1.4266793764890668e-14;6.5502152;209.3527;0.70145214
2020-11-19T06:00:00+0100;210000.0;162000.0;210000.0;;;8.421990966796898;-7.132608546999029e-14;6.534321;202.14328;0.65903294
2020-11-19T07:00:00+0100;380000.0;184800.0;380000.0;;;7.502435302734398;0.0;6.687077;209.70273;0.66148984
2020-11-19T08:00:00+0100;330000.0;216000.0;330000.0;;;3.4144531250000227;0.2266666666666666;7.164414;4.539454;0.8244692
2020-11-19T09:00:00+0100;330000.0;222000.0;330000.0;;;2.7548461914062727;5.924444444444444;5.492872;359.69113;0.73186326
2020-11-19T10:00:00+0100;300000.0;221400.0;300000.0;;;2.7914978027343977;93.18222222222222;3.9030688;353.47937;0.60077477
2020-11-19T11:00:00+0100;310000.0;217200.0;310000.0;;;2.9087158203125227;150.66666666666666;4.214607;326.69434;0.45552626
2020-11-19T12:00:00+0100;300000.0;217800.0;300000.0;;;3.2679382324218977;151.92888888888888;3.2698483;286.68207;0.43008947
2020-11-19T13:00:00+0100;310000.0;214800.0;310000.0;;;3.3117309570312727;104.99555555555555;3.7355127;271.0793;0.3997696
2020-11-19T14:00:00+0100;300000.0;189600.0;300000.0;;;3.7506042480468977;49.81333333333333;3.6834757;241.7235;0.44115207
2020-11-19T15:00:00+0100;270000.0;174000.0;270000.0;;;3.7022338867187727;6.755555555555556;3.375675;257.15118;0.5055752
2020-11-19T16:00:00+0100;280000.0;163800.0;280000.0;;;3.4931274414062727;0.0;5.064901;276.3641;0.5524353
2020-11-19T17:00:00+0100;260000.0;156000.0;260000.0;;;3.2293945312500227;0.0;5.546043;288.3736;0.53429234
2020-11-19T18:00:00+0100;280000.0;138000.0;280000.0;;;3.0574890136718977;0.0;6.882662;316.1547;0.41942444
2020-11-19T19:00:00+0100;280000.0;134400.0;280000.0;;;2.5192504882812727;0.0;6.4612703;335.8697;0.42587897
2020-11-19T20:00:00+0100;120000.0;81600.0;120000.0;;;1.8920532226562727;0.0;4.419048;341.38153;0.44051158
2020-11-19T21:00:00+0100;150000.0;77400.0;150000.0;;;1.5474487304687727;1.4468116134159894e-14;1.6098921;320.48163;0.50124216
2020-11-19T22:00:00+0100;140000.0;63000.0;140000.0;;;1.2427917480468975;1.4479960440559756e-14;1.8985385;213.4586;0.5744388
2020-11-19T23:00:00+0100;130000.0;57600.0;130000.0;;;1.1445556640625227;1.4472061666332475e-14;1.7093974;298.61768;0.5304782
2020-11-20T00:00:00+0100;160000.0;55200.0;160000.0;;;1.5400329589843975;1.4479960440559756e-14;1.4023275;278.97964;0.56024796
2020-11-20T01:00:00+0100;160000.0;55200.0;160000.0;;;0.8638549804687727;1.4479960440559756e-14;1.2178359;221.88666;0.60004294
2020-11-20T02:00:00+0100;140000.0;55200.0;140000.0;;;0.6250854492187727;1.446417060198731e-14;1.9676706;231.64885;0.6113652
2020-11-20T03:00:00+0100;190000.0;56400.0;190000.0;;;1.4193359375000227;1.4476011053446116e-14;1.6368138;235.1464;0.63609993
2020-11-20T04:00:00+0100;260000.0;107400.0;260000.0;;;2.2368408203125227;1.4472065521273535e-14;1.8889686;209.52061;0.6207496
2020-11-20T05:00:00+0100;290000.0;109800.0;290000.0;;;2.115777587890648;1.4472061666332475e-14;1.2533863;181.13954;0.6010802
2020-11-20T06:00:00+0100;340000.0;153600.0;340000.0;;;1.8118835449218973;-7.236821481577177e-14;1.025763;210.25764;0.5746515
2020-11-20T07:00:00+0100;370000.0;187200.0;370000.0;;;1.821710205078148;0.0;1.1804008;257.925;0.5466673
2020-11-20T08:00:00+0100;370000.0;214200.0;370000.0;;;1.6521240234375227;4.342222222222222;1.0948945;224.151;0.5726376
2020-11-20T09:00:00+0100;340000.0;211800.0;340000.0;;;1.2775817871093975;54.76888888888889;1.013679;190.77792;0.59744835
2020-11-20T10:00:00+0100;310000.0;218400.0;310000.0;;;1.8309265136718973;111.5911111111111;0.9529264;198.81165;0.56906724
2020-11-20T11:00:00+0100;300000.0;220800.0;300000.0;;;2.2434020996093977;144.8177777777778;0.88244;196.12183;0.53948057
2020-11-20T12:00:00+0100;280000.0;212400.0;280000.0;;;3.0619750976562727;145.95555555555555;1.4685361;198.33449;0.54173887
2020-11-20T13:00:00+0100;280000.0;204000.0;280000.0;;;4.096002197265648;114.4888888888889;1.7824908;237.08022;0.5320498
2020-11-20T14:00:00+0100;300000.0;181200.0;300000.0;;;4.373254394531273;58.77333333333333;0.9606465;214.41524;0.53009677
2020-11-20T15:00:00+0100;300000.0;172200.0;300000.0;;;3.9623657226562727;6.142222222222222;1.0932261;190.79869;0.5819615
2020-11-20T16:00:00+0100;310000.0;179400.0;310000.0;;;2.8247314453125227;0.0;1.0753125;91.49406;0.6338253
2020-11-20T17:00:00+0100;320000.0;178200.0;320000.0;;;1.4615417480468975;0.0;1.0584776;60.99955;0.655264
2020-11-20T18:00:00+0100;320000.0;160200.0;320000.0;;;0.7824340820312727;0.0;1.3099419;90.61902;0.699759
2020-11-20T19:00:00+0100;300000.0;151200.0;300000.0;;;0.2264953613281477;0.0;1.2272264;72.27588;0.711981
2020-11-20T20:00:00+0100;140000.0;70800.0;140000.0;;;0.2207580566406477;0.0;1.0394062;100.218636;0.6867881
2020-11-20T21:00:00+0100;140000.0;67800.0;140000.0;;;0.0091796875000227;1.4444431376301224e-14;1.146341;107.93184;0.70540446
2020-11-20T22:00:00+0100;140000.0;67200.0;140000.0;;;0.4775329589843977;1.444048584412864e-14;0.8733606;125.54034;0.6374718
2020-11-20T23:00:00+0100;130000.0;57000.0;130000.0;;;0.9682556152343976;1.4440481989187583e-14;1.2527343;167.64352;0.6644043
2020-11-21T00:00:00+0100;90000.0;54600.0;90000.0;;;1.3541503906250227;1.4448380763414864e-14;1.9485531;184.36684;0.7248907
2020-11-21T01:00:00+0100;100000.0;54000.0;100000.0;;;1.6213623046875227;1.5901045912079958e-14;2.9637966;190.34149;0.73667073
2020-11-21T02:00:00+0100;90000.0;54000.0;90000.0;;;0.8072448730468977;1.992745474805385e-14;3.0737553;197.31076;0.9066843
2020-11-21T03:00:00+0100;80000.0;53400.0;80000.0;;;0.6847473144531477;2.066167838673157e-14;2.7621343;200.00645;0.990623
2020-11-21T04:00:00+0100;60000.0;54600.0;60000.0;;;1.3544250488281475;2.05985267423239e-14;1.06719;5.9961424;0.9648198
2020-11-21T05:00:00+0100;70000.0;53400.0;70000.0;;;3.4754577636718977;2.042482695320381e-14;3.2593513;189.9817;0.97183937
2020-11-21T06:00:00+0100;60000.0;54000.0;60000.0;;;5.096795654296898;-9.606876251301424e-14;4.3963447;208.88512;0.9797891
2020-11-21T07:00:00+0100;60000.0;54600.0;60000.0;;;6.314477539062523;0.0;4.6870713;197.64561;0.98665535
2020-11-21T08:00:00+0100;120000.0;70800.0;120000.0;;;7.462091064453148;0.0888888888888888;3.1953773;222.77956;0.9916144
2020-11-21T09:00:00+0100;100000.0;63600.0;100000.0;;;8.002130126953148;2.097777777777778;2.324171;223.61313;0.9841071
2020-11-21T10:00:00+0100;110000.0;63000.0;110000.0;;;8.137048339843773;5.262222222222222;3.4634123;213.74844;0.9604413
2020-11-21T11:00:00+0100;100000.0;63000.0;100000.0;;;8.243218994140648;18.54222222222222;3.54949;211.58434;0.9467163
2020-11-21T12:00:00+0100;90000.0;63000.0;90000.0;;;8.553552246093773;18.346666666666668;3.2884672;205.5705;0.9292219
2020-11-21T13:00:00+0100;60000.0;63000.0;60000.0;;;9.077233886718773;11.306666666666668;3.2088852;202.25652;0.90570813
2020-11-21T14:00:00+0100;80000.0;75000.0;80000.0;;;8.955621337890648;34.026666666666664;3.220827;196.9953;0.8566358
2020-11-21T15:00:00+0100;90000.0;78600.0;90000.0;;;8.153100585937523;5.013333333333334;3.5752718;197.02351;0.80385566
2020-11-21T16:00:00+0100;80000.0;70800.0;80000.0;;;7.373071289062523;0.0177777777777777;3.8083005;204.89359;0.789451
2020-11-21T17:00:00+0100;90000.0;70800.0;90000.0;;;6.827996826171898;0.0;3.9266343;205.63211;0.77880013
2020-11-21T18:00:00+0100;80000.0;70800.0;80000.0;;;6.465844726562523;0.0;4.264166;206.01686;0.71309614
2020-11-21T19:00:00+0100;90000.0;70200.0;90000.0;;;6.336053466796898;0.0;3.5160294;199.2703;0.7109909
2020-11-21T20:00:00+0100;80000.0;61800.0;80000.0;;;5.875360107421898;0.0;3.6669035;213.21544;0.7437898
2020-11-21T21:00:00+0100;80000.0;61800.0;80000.0;;;5.380487060546898;1.4566802625237686e-14;3.1790233;226.60854;0.7792281
2020-11-21T22:00:00+0100;70000.0;58800.0;70000.0;;;5.536157226562523;1.460627914913933e-14;4.3723783;213.71805;0.7434236
2020-11-21T23:00:00+0100;80000.0;55200.0;80000.0;;;5.381860351562523;1.4606275294198274e-14;4.2461743;211.89801;0.71640766
2020-11-22T00:00:00+0100;70000.0;53400.0;70000.0;;;5.323999023437523;1.460627914913933e-14;3.6422548;185.57388;0.7465211
2020-11-22T01:00:00+0100;80000.0;53400.0;80000.0;;;5.230187988281273;1.4590489310566884e-14;3.3731933;178.6712;0.796814
2020-11-22T02:00:00+0100;70000.0;53400.0;70000.0;;;5.415979003906273;1.460627914913933e-14;3.9024415;186.34624;0.7921071
2020-11-22T03:00:00+0100;70000.0;53400.0;70000.0;;;5.498468017578148;1.4527328028806572e-14;4.0234885;193.6319;0.78474504
2020-11-22T04:00:00+0100;80000.0;54000.0;80000.0;;;5.475030517578148;1.4551014714135768e-14;3.7828178;191.00024;0.7658168
2020-11-22T05:00:00+0100;100000.0;53400.0;100000.0;;;5.211389160156273;1.4574695617053382e-14;3.6413538;191.41129;0.78947544
2020-11-22T06:00:00+0100;80000.0;52800.0;80000.0;;;4.101525878906273;-7.279454045722783e-14;4.146453;198.90817;0.8120279
2020-11-22T07:00:00+0100;80000.0;54600.0;80000.0;;;4.616326904296898;0.0;3.1102178;204.79726;0.8299413
2020-11-22T08:00:00+0100;150000.0;70200.0;150000.0;;;4.917169189453148;1.9288888888888889;3.4450808;212.5111;0.8062821
2020-11-22T09:00:00+0100;140000.0;64800.0;140000.0;;;4.794702148437523;36.15111111111111;4.571129;214.36302;0.7780225
2020-11-22T10:00:00+0100;120000.0;64800.0;120000.0;;;4.463586425781273;75.2088888888889;4.172236;207.67291;0.75897896
2020-11-22T11:00:00+0100;130000.0;65400.00000000001;130000.0;;;4.674218750000023;85.2088888888889;4.242218;200.17606;0.73828787
2020-11-22T12:00:00+0100;110000.0;64800.0;110000.0;;;5.072686767578148;83.57333333333334;4.2274785;198.17598;0.7360449
2020-11-22T13:00:00+0100;80000.0;64800.0;80000.0;;;5.449517822265648;67.1288888888889;3.6115136;192.94221;0.7452762
2020-11-22T14:00:00+0100;80000.0;67800.0;80000.0;;;5.807366943359398;36.30222222222222;2.795802;205.03197;0.75356144
2020-11-22T15:00:00+0100;70000.0;69600.0;70000.0;;;6.444512939453148;2.2666666666666666;4.336262;230.6448;0.7231962
2020-11-22T16:00:00+0100;90000.0;75600.0;90000.0;;;7.203851318359398;0.0;3.4621768;235.72897;0.7180388
2020-11-22T17:00:00+0100;100000.0;75600.0;100000.0;;;7.174096679687523;0.0;4.023946;240.35643;0.6295382
2020-11-22T18:00:00+0100;90000.0;72000.0;90000.0;;;6.837396240234398;0.0;4.4480653;236.18483;0.6406619
2020-11-22T19:00:00+0100;90000.0;63000.0;90000.0;;;6.484460449218773;0.0;3.782911;237.2824;0.6677616
2020-11-22T20:00:00+0100;70000.0;56400.0;70000.0;;;6.265832519531273;0.0;4.234635;227.29672;0.65238094
2020-11-22T21:00:00+0100;80000.0;56400.0;80000.0;;;6.214166259765648;1.4381272022011437e-14;4.396285;229.84564;0.63338375
2020-11-22T22:00:00+0100;80000.0;53400.0;80000.0;;;6.135308837890648;1.4377326489838853e-14;4.2450686;237.51822;0.63565683
2020-11-22T23:00:00+0100;180000.0;52800.0;180000.0;;;6.287469482421898;1.4377322634897796e-14;3.6177204;239.98541;0.6955631
2020-11-23T00:00:00+0100;230000.0;52200.0;230000.0;;;6.108514404296898;1.436943157055263e-14;3.3723676;244.2283;0.7065498
2020-11-23T01:00:00+0100;210000.0;52800.0;210000.0;;;5.559838867187523;1.4401011247697523e-14;2.6765285;247.75264;0.71163136
2020-11-23T02:00:00+0100;210000.0;52800.0;210000.0;;;5.298455810546898;1.436943157055263e-14;1.492821;261.24518;0.7237703
2020-11-23T03:00:00+0100;200000.0;52800.0;200000.0;;;4.824914550781273;1.4357587264152766e-14;0.9392666;147.88666;0.7492755
2020-11-23T04:00:00+0100;260000.0;103200.0;260000.0;;;4.736566162109398;1.436943157055263e-14;0.83581525;182.3928;0.7103495
2020-11-23T05:00:00+0100;260000.0;106800.0;260000.0;;;4.495141601562523;1.4377322634897796e-14;1.1115324;205.2749;0.7021558
2020-11-23T06:00:00+0100;310000.0;146400.0;310000.0;;;4.086114501953148;-7.17366212728739e-14;0.93352467;242.6065;0.72148895
2020-11-23T07:00:00+0100;360000.0;183600.0;360000.0;;;3.4883972167968977;0.0;0.46424037;210.9629;0.7171401
2020-11-23T08:00:00+0100;330000.0;204600.0;330000.0;;;3.242242431640648;1.9377777777777776;0.69223773;140.20493;0.7463149
2020-11-23T09:00:00+0100;310000.0;211800.0;310000.0;;;3.318536376953148;44.364444444444445;0.9974717;206.96227;0.75600433
2020-11-23T10:00:00+0100;280000.0;218400.0;280000.0;;;3.9291625976562727;99.48444444444443;1.9332786;187.72226;0.7378845
2020-11-23T11:00:00+0100;250000.0;212400.0;250000.0;;;4.810052490234398;131.87555555555556;1.7183311;174.65392;0.65637976
2020-11-23T12:00:00+0100;240000.0;213600.0;240000.0;;;5.631646728515648;133.01333333333332;2.162711;212.15765;0.61074066
2020-11-23T13:00:00+0100;240000.0;208800.0;240000.0;;;6.584375000000023;103.2;1.8326144;213.23209;0.5800708
2020-11-23T14:00:00+0100;240000.0;210000.0;240000.0;;;6.929681396484398;50.24;1.5232807;218.02037;0.5784985
2020-11-23T15:00:00+0100;280000.0;198600.0;280000.0;;;6.443536376953148;3.671111111111111;1.2900937;217.74931;0.6051401
2020-11-23T16:00:00+0100;230000.0;182400.0;230000.0;;;5.609765625000023;0.0;0.792923;208.20824;0.7033392
2020-11-23T17:00:00+0100;230000.0;166800.0;230000.0;;;5.432733154296898;0.0;0.66884893;347.42783;0.68328154
2020-11-23T18:00:00+0100;220000.0;142200.0;220000.0;;;5.242181396484398;0.0;0.7636548;151.4619;0.7359852
2020-11-23T19:00:00+0100;230000.0;136200.0;230000.0;;;5.267663574218773;0.0;0.8373317;107.00109;0.7963869
2020-11-23T20:00:00+0100;100000.0;70800.0;100000.0;;;5.254388427734398;0.0;1.0923482;141.39273;0.76544964
2020-11-23T21:00:00+0100;120000.0;57600.0;120000.0;;;5.376672363281273;1.4318112667721653e-14;1.3098972;170.9156;0.75244147
2020-11-23T22:00:00+0100;130000.0;56400.0;130000.0;;;5.229943847656273;1.432206205483529e-14;1.3059258;140.2194;0.7750781
2020-11-23T23:00:00+0100;120000.0;54000.0;120000.0;;;4.987573242187523;1.4337848038466683e-14;1.1567838;113.815994;0.7859804
2020-11-24T00:00:00+0100;130000.0;53400.0;130000.0;;;5.047814941406273;1.4337851893407736e-14;1.3768135;130.49197;0.8102724
2020-11-24T01:00:00+0100;130000.0;53400.0;130000.0;;;4.916986083984398;1.432206205483529e-14;1.3787103;134.90474;0.88893145
2020-11-24T02:00:00+0100;150000.0;54000.0;150000.0;;;5.013055419921898;1.4337851893407736e-14;1.7873582;175.94188;0.92003626
2020-11-24T03:00:00+0100;150000.0;54000.0;150000.0;;;4.866693115234398;1.4314165208078537e-14;2.1972938;185.99646;0.9287031
2020-11-24T04:00:00+0100;220000.0;105000.0;220000.0;;;5.259576416015648;1.4282587458404174e-14;1.7538174;159.32265;0.9296032
2020-11-24T05:00:00+0100;240000.0;106800.0;240000.0;;;5.335626220703148;1.4282583603463117e-14;2.0714355;168.99144;0.93654597
2020-11-24T06:00:00+0100;240000.0;148800.0;240000.0;;;5.193902587890648;-7.151556353285968e-14;1.9342668;171.40782;0.92632216
2020-11-24T07:00:00+0100;270000.0;174600.0;270000.0;;;5.548242187500023;0.0;1.6243486;166.84604;0.91501606
2020-11-24T08:00:00+0100;250000.0;203400.0;250000.0;;;6.249353027343773;0.4488888888888889;1.3326936;175.87534;0.9277719
2020-11-24T09:00:00+0100;240000.0;208200.0;240000.0;;;6.541040039062523;18.084444444444443;1.0977666;181.96025;0.93688124
2020-11-24T10:00:00+0100;240000.0;204600.0;240000.0;;;6.587854003906273;52.66666666666666;0.7078329;341.8987;0.9208438
2020-11-24T11:00:00+0100;230000.0;200400.0;230000.0;;;6.591821289062523;91.55555555555556;0.5303723;344.13293;0.90595114
2020-11-24T12:00:00+0100;210000.0;199200.0;210000.0;;;7.078759765625023;94.4888888888889;0.8516745;203.51562;0.90117514
2020-11-24T13:00:00+0100;230000.0;194400.0;230000.0;;;7.225732421875023;51.69777777777778;0.61783624;223.71288;0.8988406
2020-11-24T14:00:00+0100;230000.0;174600.0;230000.0;;;7.130609130859398;16.177777777777777;0.95774513;183.6527;0.90448594
2020-11-24T15:00:00+0100;230000.0;173400.0;230000.0;;;6.961907958984398;2.008888888888889;0.7126194;159.01894;0.90685105
2020-11-24T16:00:00+0100;210000.0;163800.0;210000.0;;;6.732446289062523;0.0;0.7335537;80.9965;0.9089571
2020-11-24T17:00:00+0100;200000.0;158400.0;200000.0;;;6.499810791015648;0.0;0.85753095;68.05383;0.9005191
2020-11-24T18:00:00+0100;200000.0;142200.0;200000.0;;;6.480889892578148;0.0;0.70436835;89.6833;0.8835666
2020-11-24T19:00:00+0100;200000.0;132000.0;200000.0;;;6.492700195312523;0.0;0.64738786;285.19104;0.91916543
2020-11-24T20:00:00+0100;80000.0;60600.0;80000.0;;;6.494317626953148;0.0;0.8104675;69.1048;0.9433507
2020-11-24T21:00:00+0100;110000.0;58200.0;110000.0;;;6.614770507812523;1.4278638071290533e-14;0.8267207;50.388607;0.94914913
2020-11-24T22:00:00+0100;100000.0;57600.0;100000.0;;;6.719140625000023;1.4282587458404174e-14;0.9575127;79.322464;0.9353855
2020-11-24T23:00:00+0100;100000.0;53400.0;100000.0;;;6.852532958984398;1.4282583603463117e-14;0.77508664;67.15977;0.9346684
2020-11-25T00:00:00+0100;90000.0;51600.0;90000.0;;;7.156762695312523;1.4274692539117952e-14;0.5901372;359.3732;0.9484471
2020-11-25T01:00:00+0100;90000.0;51600.0;90000.0;;;7.725610351562523;1.4274692539117952e-14;1.6043537;270.5922;0.94892025
2020-11-25T02:00:00+0100;100000.0;51600.0;100000.0;;;9.282495117187525;1.4274692539117952e-14;3.8880239;205.51927;0.968253
2020-11-25T03:00:00+0100;130000.0;52200.0;130000.0;;;9.469323730468773;1.4278638071290533e-14;4.650773;193.25734;0.9448459
2020-11-25T04:00:00+0100;150000.0;101400.0;150000.0;;;9.543054199218773;1.4266797619831728e-14;4.999308;194.74452;0.9182956
2020-11-25T05:00:00+0100;150000.0;104400.0;150000.0;;;9.472985839843773;1.4274688684176893e-14;5.2756033;194.31853;0.894858
2020-11-25T06:00:00+0100;200000.0;150000.0;200000.0;;;9.364587402343773;-7.137345498570765e-14;6.5166297;198.9681;0.8990083
2020-11-25T07:00:00+0100;220000.0;174600.0;220000.0;;;9.310906982421898;0.0;6.4586196;199.85165;0.87891227
2020-11-25T08:00:00+0100;200000.0;201600.0;200000.0;;;9.396173095703148;0.36;6.2012525;205.23482;0.8822235
2020-11-25T09:00:00+0100;180000.0;210600.0;180000.0;;;9.462457275390648;15.506666666666666;6.193601;205.86847;0.88361204
2020-11-25T10:00:00+0100;170000.0;212400.0;170000.0;;;10.012231445312525;23.41333333333333;6.552537;205.40553;0.8812318
2020-11-25T11:00:00+0100;160000.0;207000.0;160000.0;;;10.149530029296898;28.782222222222224;6.6878896;206.75746;0.8724431
2020-11-25T12:00:00+0100;170000.0;224400.0;170000.0;;;10.195153808593773;29.83111111111111;6.2432685;207.74464;0.8748847
2020-11-25T13:00:00+0100;170000.0;215400.0;170000.0;;;10.135034179687525;38.93333333333333;5.6862526;206.01053;0.87772274
2020-11-25T14:00:00+0100;160000.0;193800.0;160000.0;;;10.210351562500025;14.044444444444444;5.1825266;204.2331;0.8799046
2020-11-25T15:00:00+0100;170000.0;181200.0;170000.0;;;10.370324707031273;0.1777777777777777;5.151923;204.42973;0.8857643
2020-11-25T16:00:00+0100;150000.0;172800.0;150000.0;;;10.232934570312525;0.0;5.0623603;202.46759;0.8826817
2020-11-25T17:00:00+0100;140000.0;165600.0;140000.0;;;10.006127929687525;0.0;3.6996899;217.98174;0.9309758
2020-11-25T18:00:00+0100;150000.0;144600.0;150000.0;;;9.835351562500025;0.0;2.2431471;230.9376;0.9514836
2020-11-25T19:00:00+0100;140000.0;139800.0;140000.0;;;9.702081298828148;0.0;1.3944881;243.85728;0.9765844
2020-11-25T20:00:00+0100;80000.0;72000.0;80000.0;;;9.408105468750025;0.0;0.7613638;175.5752;0.9774389
2020-11-25T21:00:00+0100;90000.0;67200.0;90000.0;;;9.003442382812523;1.4262848232718087e-14;1.1652174;211.33838;0.8497231
2020-11-25T22:00:00+0100;90000.0;54000.0;90000.0;;;8.666619873046898;1.4290482377690398e-14;0.6534609;106.219894;0.85494053
2020-11-25T23:00:00+0100;100000.0;51600.0;100000.0;;;8.344262695312523;1.4329953119180455e-14;0.7995794;151.55434;0.79855865
2020-11-26T00:00:00+0100;100000.0;50400.0;100000.0;;;7.752008056640648;1.4306272216262844e-14;0.66541547;126.862785;0.81066036
2020-11-26T01:00:00+0100;130000.0;51000.0;130000.0;;;7.268487548828148;1.432206205483529e-14;0.65960026;146.27986;0.83124495
2020-11-26T02:00:00+0100;160000.0;51600.0;160000.0;;;6.364221191406273;1.4306272216262844e-14;0.7273042;126.771194;0.844581
2020-11-26T03:00:00+0100;180000.0;51600.0;180000.0;;;5.071099853515648;1.4262848232718087e-14;0.81170654;71.363686;0.8692697
2020-11-26T04:00:00+0100;250000.0;103800.0;250000.0;;;4.009179687500023;1.4306272216262844e-14;1.3043716;63.340572;0.7999641
2020-11-26T05:00:00+0100;290000.0;109800.0;290000.0;;;3.1609741210937727;1.4314163280608012e-14;1.1870301;49.1491;0.7915869
2020-11-26T06:00:00+0100;330000.0;159600.0;330000.0;;;2.7046752929687727;-7.140503466285252e-14;1.153482;73.564125;0.78874886
2020-11-26T07:00:00+0100;370000.0;193800.0;370000.0;;;2.369317626953148;0.0;1.2542782;76.51637;0.774848
2020-11-26T08:00:00+0100;360000.0;223200.0;360000.0;;;2.0450378417968977;0.5688888888888889;0.97976613;64.539764;0.768775
2020-11-26T09:00:00+0100;340000.0;223800.0;340000.0;;;1.6078125000000227;35.59555555555556;1.0270662;71.430984;0.76450276
2020-11-26T10:00:00+0100;300000.0;232200.0;300000.0;;;2.0209899902343977;88.4;0.60034645;111.46594;0.71558356
2020-11-26T11:00:00+0100;280000.0;222000.0;280000.0;;;2.573541259765648;120.17777777777778;0.3836127;222.25487;0.67052436
2020-11-26T12:00:00+0100;270000.0;215400.0;270000.0;;;4.040979003906273;121.76;0.36024326;296.47543;0.6275101
2020-11-26T13:00:00+0100;240000.0;211200.0;240000.0;;;5.340020751953148;92.97777777777776;1.0277195;353.359;0.58626544
2020-11-26T14:00:00+0100;250000.0;198000.0;250000.0;;;6.436029052734398;42.38222222222223;1.2749432;9.975177;0.58902705
2020-11-26T15:00:00+0100;260000.0;193800.0;260000.0;;;6.137963867187523;2.0;0.9910233;20.522987;0.6127544
2020-11-26T16:00:00+0100;250000.0;179400.0;250000.0;;;5.171563720703148;0.0;0.8549915;53.05798;0.6355356
2020-11-26T17:00:00+0100;240000.0;166200.0;240000.0;;;4.201593017578148;0.0;1.1096648;43.072712;0.66664815
