Header_line;15
location;Oslo Norway
year_of_construction;2020
number_of_users;576
building_category;Sch
dhw_heat_source;GSHP, HWH
sh_heat_source;GSHP, EB
timestamp_format;%Y-%m-%dT%H:%M:%S%z
time_zone;Etc/Gmt-1
building_id;8127

;Electricity use;Heat production;Electricity use;Electricity use;Electricity import;Heat use;Electricity use;Electricity use;Electricity production;Weather variable;Weather variable;Weather variable;Weather variable;Weather variable
;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;C;W/m2;m/s;deg;%
;Electricity for charging of electric vehicles;Heat from heat pumps;Electricity for hot water heater;Electricity for heat pump;Electricity imported ;Heat Total = HtSpace + HtDHW;Electricity exported;Electricity for electric boiler;Electricity production from PV;Temperature Outdoor;Global Solar Horizontal Radiation;Wind_speed;Wind_dir;Relative Humidity
TimeStamp;ElEV;HtHP;ElHWH;ElHP;ElImp;HtTot;ElExp;ElBoil;ElPV;Tout;SolGlob;WindSpd;WindDir;RH
2021-10-14T13:00:00+0100;900.0;0.0;9600.0;500.0;97600.0;0.0;0.0;0.0;8700.0;11.119500732421898;184.76090277777777;3.196271;211.58687;0.78638303
2021-10-14T14:00:00+0100;10800.0;10000.0;3300.0;400.0;100000.0;10000.0;0.0;0.0;2800.0;12.034356689453148;105.301875;4.0703;204.26466;0.7568419
2021-10-14T15:00:00+0100;4500.0;10000.0;6600.0;3000.0;95600.0;10000.0;0.0;0.0;3000.0;11.568475341796898;102.80038194444444;3.2375271;196.82819;0.80037534
2021-10-14T16:00:00+0100;0.0;180000.0;4300.0;52800.0;132000.0;180000.0;0.0;0.0;1100.0;11.541528320312525;40.476840277777775;3.465381;211.94656;0.81522346
2021-10-14T17:00:00+0100;0.0;110000.0;7000.0;34100.0;114000.0;110000.0;0.0;0.0;0.0;11.049218750000025;0.1246875;2.2888355;219.80963;0.86174023
2021-10-14T18:00:00+0100;0.0;90000.0;5300.0;27100.0;110400.0;90000.0;0.0;0.0;0.0;10.714532470703148;6.94444444444e-05;1.932568;215.62328;0.9090582
2021-10-14T19:00:00+0100;0.0;90000.0;4800.0;24600.0;95200.0;90000.0;0.0;0.0;0.0;10.526879882812525;0.0;2.841635;214.61072;0.8831261
2021-10-14T20:00:00+0100;0.0;60000.0;4800.0;17000.0;58800.0;60000.0;0.0;0.0;100.0;10.459863281250025;0.0;3.2809916;210.07422;0.8793953
2021-10-14T21:00:00+0100;0.0;50000.0;1900.0;10800.0;45600.0;50000.0;0.0;0.0;0.0;10.385308837890648;1.3884591778781344e-14;3.942183;212.83159;0.86230546
2021-10-14T22:00:00+0100;0.0;40000.0;6000.0;10900.0;50000.0;40000.0;0.0;0.0;0.0;10.298394775390648;1.3880532525847558e-14;3.884084;222.60545;0.8925635
2021-10-14T23:00:00+0100;0.0;25000.0;800.0;6000.0;45600.0;25000.0;0.0;0.0;0.0;10.314477539062525;1.3880413022674768e-14;4.201665;223.16055;0.90879875
2021-10-15T00:00:00+0100;0.0;25000.0;800.0;6000.0;51200.0;25000.0;0.0;0.0;0.0;10.474114990234398;1.3884202429734511e-14;3.624423;229.53676;0.92671245
2021-10-15T01:00:00+0100;0.0;50000.0;5100.000000000001;13800.0;44000.0;50000.0;0.0;0.0;0.0;9.500054931640648;1.3879106197656201e-14;1.1653777;240.983;0.9694675
2021-10-15T02:00:00+0100;0.0;40000.0;1000.0;11200.0;53200.0;40000.0;0.0;0.0;0.0;8.158197021484398;1.3888990266528207e-14;1.6886803;313.8395;0.95141625
2021-10-15T03:00:00+0100;0.0;60000.0;5600.0;14700.0;51200.0;60000.0;0.0;0.0;100.0;6.557580566406273;1.3885108340883081e-14;1.4507089;278.6466;0.92717004
2021-10-15T04:00:00+0100;0.0;60000.0;2300.0;16600.0;87600.0;60000.0;0.0;0.0;0.0;5.646234130859398;-4.165136599818296e-14;1.9446025;290.49536;0.82701135
2021-10-15T05:00:00+0100;0.0;100000.0;6700.0;30200.0;101600.0;100000.0;0.0;0.0;0.0;5.557153320312523;0.0;3.4287245;334.23117;0.77532977
2021-10-15T06:00:00+0100;0.0;120000.0;3800.0;36900.0;128000.0;120000.0;0.0;0.0;0.0;6.525567626953148;0.0;6.037702;338.06116;0.6245498
2021-10-15T07:00:00+0100;11100.0;110000.0;5800.0;34500.0;138000.0;110000.0;0.0;0.0;0.0;6.880914306640648;37.08444444444444;3.6838572;336.87012;0.6295538
2021-10-15T08:00:00+0100;6000.0;110000.0;6400.0;33400.0;140000.0;110000.0;0.0;0.0;500.0;5.982659912109398;140.32;2.8049753;323.9362;0.6933663
2021-10-15T09:00:00+0100;6800.0;90000.0;5300.0;25100.0;134400.0;90000.0;0.0;0.0;2300.0;7.646997070312523;244.14090277777777;3.710089;327.74554;0.5582956
2021-10-15T10:00:00+0100;6800.0;80000.0;7199.999999999999;21000.0;120400.0;80000.0;0.0;0.0;6500.0;9.199212646484398;320.986875;4.626847;330.1751;0.49550527
2021-10-15T11:00:00+0100;7800.0;150000.0;12400.0;41300.0;125600.0;150000.0;0.0;0.0;21500.0;10.753106689453148;360.6870833333333;4.718652;323.08768;0.47400513
2021-10-15T12:00:00+0100;100.0;70000.0;4699.999999999999;16900.0;122000.0;70000.0;0.0;0.0;6500.0;11.033990478515648;307.5595833333333;4.4471545;306.80203;0.46855748
2021-10-15T13:00:00+0100;0.0;70000.0;8900.0;19400.0;117600.0;70000.0;0.0;0.0;3400.0;10.805078125000025;208.05694444444444;4.1910686;291.5586;0.46785542
2021-10-15T14:00:00+0100;0.0;100000.0;3000.0;28700.0;111200.0;100000.0;0.0;0.0;4300.0;10.401116943359398;98.14555555555556;4.78761;289.1153;0.45062825
2021-10-15T15:00:00+0100;0.0;90000.0;7600.0;24600.0;106400.0;90000.0;0.0;0.0;4200.0;10.189019775390648;140.15671875;4.8311467;295.82996;0.45992106
2021-10-15T16:00:00+0100;0.0;100000.0;2600.0;28700.0;102800.0;100000.0;0.0;0.0;800.0;10.233666992187525;45.59625;4.827068;303.67743;0.45485532
2021-10-15T17:00:00+0100;0.0;110000.0;8300.0;34100.0;114000.0;110000.0;0.0;0.0;0.0;9.268457031250025;0.0177430555555555;3.3787613;292.3359;0.50281376
2021-10-15T18:00:00+0100;0.0;110000.0;3500.0;33700.0;105600.0;110000.0;0.0;0.0;0.0;7.322747802734398;0.0;2.8080924;292.68204;0.5623843
2021-10-15T19:00:00+0100;0.0;130000.0;6600.000000000001;39500.0;105200.0;130000.0;0.0;0.0;100.0;6.240991210937523;0.0;2.303136;300.5427;0.63097274
2021-10-15T20:00:00+0100;0.0;60000.0;2700.0;20200.0;57200.0;60000.0;0.0;0.0;0.0;5.462274169921898;0.0;2.3878167;311.56412;0.68663687
2021-10-15T21:00:00+0100;0.0;60000.0;3800.0;14600.0;50800.0;60000.0;0.0;0.0;0.0;4.612847900390648;1.3903095495858427e-14;1.9236039;313.3951;0.71089876
2021-10-15T22:00:00+0100;0.0;50000.0;4100.0;14100.0;51200.0;50000.0;0.0;0.0;0.0;3.5250183105468977;1.3903099350799488e-14;1.3099636;309.57404;0.72479945
2021-10-15T23:00:00+0100;0.0;60000.0;2800.0;17400.0;52400.0;60000.0;0.0;0.0;0.0;2.8556152343750227;1.3910994270085711e-14;1.5440824;297.14325;0.71742946
2021-10-16T00:00:00+0100;0.0;70000.0;3700.0;19800.0;56000.0;70000.0;0.0;0.0;0.0;2.4317260742187727;1.3903099350799488e-14;2.3262305;281.34485;0.7246164
2021-10-16T01:00:00+0100;0.0;60000.0;2100.0;17400.0;52000.0;60000.0;0.0;0.0;100.0;2.4140563964843977;1.3903107060681604e-14;1.7843006;284.33572;0.76148176
2021-10-16T02:00:00+0100;0.0;80000.0;4400.0;21800.0;60000.0;80000.0;0.0;0.0;0.0;2.7940917968750227;1.3903107060681604e-14;1.3682276;300.97644;0.77797675
2021-10-16T03:00:00+0100;100.0;60000.0;3000.0;17700.0;54000.0;60000.0;0.0;0.0;0.0;2.0837036132812727;1.3899169238391136e-14;1.7751808;316.74097;0.76967597
2021-10-16T04:00:00+0100;0.0;60000.0;4600.0;17300.0;56400.0;60000.0;0.0;0.0;0.0;1.7820983886718975;1.3903114770563722e-14;2.0865006;297.28516;0.80471003
2021-10-16T05:00:00+0100;0.0;60000.0;1200.0000000000002;17000.0;51200.0;60000.0;0.0;0.0;0.0;1.9220825195312727;-5.5596669243682426e-14;2.0213244;301.66086;0.8091198
2021-10-16T06:00:00+0100;0.0;70000.0;5100.0;19400.0;56800.0;70000.0;0.0;0.0;0.0;2.6273437500000227;0.0;2.1268916;299.45227;0.8141399
2021-10-16T07:00:00+0100;0.0;70000.0;800.0;20500.0;52800.0;70000.0;0.0;0.0;700.0;2.4751831054687727;33.57333333333333;2.079124;291.1627;0.8193126
2021-10-16T08:00:00+0100;0.0;50000.0;7000.0;12400.0;46000.0;50000.0;0.0;0.0;2400.0;2.3737731933593977;131.47555555555556;1.7406546;284.61682;0.8250344
2021-10-16T09:00:00+0100;0.0;40000.0;300.0;9900.0;31600.0;40000.0;0.0;0.0;7100.0;3.6952758789062727;233.4933333333333;1.8927677;274.51172;0.77452767
2021-10-16T10:00:00+0100;0.0;40000.0;5400.0;11300.0;34000.0;40000.0;0.0;0.0;11200.0;6.294763183593773;307.9872222222222;1.5693264;252.6251;0.7123176
2021-10-16T11:00:00+0100;0.0;50000.0;800.0;12100.0;31600.0;50000.0;0.0;0.0;12600.0;9.155175781250025;346.1348611111111;2.7526987;227.85326;0.647009
2021-10-16T12:00:00+0100;0.0;50000.0;5200.0;12300.0;38800.0;50000.0;0.0;0.0;10100.0;10.767846679687525;349.69875;4.618466;259.47043;0.4899195
2021-10-16T13:00:00+0100;0.0;40000.0;799.9999999999999;12400.0;36000.0;40000.0;0.0;0.0;8700.0;11.005670166015648;308.13;4.918357;251.77338;0.49554938
2021-10-16T14:00:00+0100;0.0;40000.0;6000.0;9600.0;40000.0;40000.0;0.0;0.0;7100.0;11.363916015625025;227.8023611111111;4.3086104;264.26624;0.45151228
2021-10-16T15:00:00+0100;0.0;40000.0;1600.0;10400.0;40000.0;40000.0;0.0;0.0;3400.0;11.373101806640648;96.91993055555557;3.860988;261.57663;0.45068857
2021-10-16T16:00:00+0100;0.0;50000.0;4300.0;12700.0;50800.0;50000.0;0.0;0.0;1000.0;10.488702392578148;37.01805555555556;2.696133;266.0773;0.515005
2021-10-16T17:00:00+0100;0.0;50000.0;1900.0;12300.0;50400.0;50000.0;0.0;0.0;0.0;9.154168701171898;0.0009722222222222;1.9195156;291.69882;0.5457827
2021-10-16T18:00:00+0100;0.0;60000.0;3400.0000000000005;16900.0;56000.0;60000.0;0.0;0.0;0.0;7.820336914062523;0.0;2.4117692;311.48422;0.6002112
2021-10-16T19:00:00+0100;0.0;80000.0;4000.0;22700.0;62800.0;80000.0;0.0;0.0;100.0;6.965203857421898;0.0;3.1874335;318.23053;0.62686867
2021-10-16T20:00:00+0100;0.0;60000.0;3000.0;16100.000000000002;52000.0;60000.0;0.0;0.0;0.0;6.646325683593773;0.0;3.9297566;321.18964;0.6218029
2021-10-16T21:00:00+0100;0.0;60000.0;3500.0;14900.0;52000.0;60000.0;0.0;0.0;0.0;6.239831542968773;1.3903189941914344e-14;3.7296243;325.8131;0.64092237
2021-10-16T22:00:00+0100;0.0;50000.0;2400.0;15000.0;49600.0;50000.0;0.0;0.0;0.0;5.351007080078148;1.3903199579266988e-14;4.024146;322.31506;0.67266077
2021-10-16T23:00:00+0100;0.0;60000.0;3100.0;15000.0;50400.0;60000.0;0.0;0.0;0.0;4.351068115234398;1.3911106063376384e-14;4.197611;320.6621;0.67171466
2021-10-17T00:00:00+0100;0.0;60000.0;2800.0;17500.0;52400.0;60000.0;0.0;0.0;100.0;3.932916259765648;1.3903214999031222e-14;4.019111;325.7948;0.62900555
2021-10-17T01:00:00+0100;0.0;80000.0;4700.0;22800.0;60400.0;80000.0;0.0;0.0;0.0;3.8491455078125214;1.3903222708913334e-14;1.588495;87.927605;0.7487254
2021-10-17T02:00:00+0100;0.0;80000.0;2600.0;20800.0;56000.0;80000.0;0.0;0.0;0.0;3.9178100585937727;1.3903222708913334e-14;1.1885381;8.832954;0.76502115
2021-10-17T03:00:00+0100;0.0;60000.0;3700.0;16100.000000000002;52000.0;60000.0;0.0;0.0;0.0;2.4760986328125227;1.3903234273736508e-14;1.5273248;0.24168034;0.7636017
2021-10-17T04:00:00+0100;0.0;60000.0;1700.0000000000002;17100.0;51200.0;60000.0;0.0;0.0;0.0;1.5088439941406475;1.3903238128677563e-14;1.4884474;69.9624;0.8334117
2021-10-17T05:00:00+0100;0.0;70000.0;4300.0;23700.0;62800.0;70000.0;0.0;0.0;0.0;0.8414550781250227;-5.5605042175659815e-14;1.6255324;18.564617;0.8409947
2021-10-17T06:00:00+0100;0.0;90000.0;2800.0;27000.0;62000.0;90000.0;0.0;0.0;100.0;0.5358215332031477;0.0;2.080898;9.458983;0.8328004
2021-10-17T07:00:00+0100;0.0;70000.0;4700.0;19000.0;55200.0;70000.0;0.0;0.0;400.0;0.1467834472656477;29.475555555555555;2.095098;5.667963;0.8106599
2021-10-17T08:00:00+0100;0.0;60000.0;700.0000000000001;16000.0;43200.0;60000.0;0.0;0.0;2200.0;0.2344604492187727;126.68444444444444;1.7851362;350.72934;0.793738
2021-10-17T09:00:00+0100;0.0;50000.0;5699.999999999999;15200.0;44000.0;50000.0;0.0;0.0;6400.0;1.5741516113281475;231.8755555555556;0.7361708;321.00336;0.73277915
2021-10-17T10:00:00+0100;0.0;40000.0;100.0;10800.0;30000.0;40000.0;0.0;0.0;10300.0;3.4334960937500227;309.65708333333333;0.8401345;213.73691;0.6660527
2021-10-17T11:00:00+0100;0.0;50000.0;6700.0;13400.0;34800.0;50000.0;0.0;0.0;14000.0;5.276635742187523;350.6513194444444;0.9913858;212.78935;0.6275388
2021-10-17T12:00:00+0100;0.0;60000.0;800.0;14900.0;31600.0;60000.0;0.0;0.0;12900.0;7.099969482421898;350.3071527777778;1.2763473;144.68056;0.60950243
2021-10-17T13:00:00+0100;0.0;50000.0;4900.0;12500.0;35600.0;50000.0;0.0;0.0;10500.0;7.985437011718773;313.7319444444444;1.0972233;172.68076;0.607427
2021-10-17T14:00:00+0100;0.0;30000.0;900.0;8600.0;30800.0;30000.0;0.0;0.0;7000.0;8.933465576171898;240.42819444444444;1.2767966;285.14035;0.42390954
2021-10-17T15:00:00+0100;0.0;30000.0;5000.0;8000.0;38000.0;30000.0;0.0;0.0;3200.0;9.034265136718773;142.81354166666668;2.4589992;295.17987;0.45186368
2021-10-17T16:00:00+0100;0.0;60000.0;1500.0;15200.0;47200.0;60000.0;0.0;0.0;600.0;8.156213378906273;37.926458333333336;1.448474;273.48022;0.58383715
2021-10-17T17:00:00+0100;0.0;60000.0;5199.999999999999;18300.0;55600.0;60000.0;0.0;0.0;0.0;6.440087890625023;0.00125;1.7869427;337.71503;0.65587395
2021-10-17T18:00:00+0100;0.0;70000.0;2100.0;18100.0;52400.0;70000.0;0.0;0.0;0.0;4.509912109375023;0.0;2.4659042;353.54922;0.638418
2021-10-17T19:00:00+0100;0.0;60000.0;3200.0;15700.0;50000.0;60000.0;0.0;0.0;0.0;3.1382690429687727;0.0;3.0120132;348.77133;0.56444347
2021-10-17T20:00:00+0100;0.0;70000.0;2500.0;23000.0;57600.0;70000.0;0.0;0.0;0.0;2.4973083496093977;0.0;2.93367;345.36768;0.54292846
2021-10-17T21:00:00+0100;0.0;60000.0;3000.0;15900.0;51600.0;60000.0;0.0;0.0;0.0;1.7231079101562727;1.3903311372557662e-14;2.785307;345.0586;0.5559747
2021-10-17T22:00:00+0100;0.0;70000.0;4500.0;18300.0;54800.0;70000.0;0.0;0.0;100.0;0.7865844726562727;1.3911210146784944e-14;3.2791107;347.05157;0.5840207
2021-10-17T23:00:00+0100;0.0;80000.0;2800.0000000000005;25900.0;61200.0;80000.0;0.0;0.0;0.0;0.0705200195312727;1.389541645327144e-14;2.9972336;351.42322;0.59715843
2021-10-18T00:00:00+0100;0.0;80000.0;2900.0;23200.0;58400.0;80000.0;0.0;0.0;0.0;-0.3068908691406022;1.3919105066071166e-14;1.5991409;105.508835;0.6375786
2021-10-18T01:00:00+0100;0.0;70000.0;2900.0;20400.0;56400.0;70000.0;0.0;0.0;0.0;-0.5311340332031023;1.3887525388926274e-14;1.2602915;50.867256;0.6868643
2021-10-18T02:00:00+0100;0.0;100000.0;2800.0000000000005;29200.0;64800.0;100000.0;0.0;0.0;0.0;-0.8909057617187273;1.3919105066071166e-14;1.5628649;97.91794;0.7005665
2021-10-18T03:00:00+0100;0.0;160000.0;4800.000000000001;48900.0;102800.0;160000.0;0.0;0.0;0.0;-1.0678466796874773;1.3907274251965004e-14;1.1587696;49.371914;0.7036184
2021-10-18T04:00:00+0100;0.0;180000.0;5100.0;56700.0;117600.0;180000.0;0.0;0.0;100.0;-1.5142578124999773;1.3903330647262952e-14;1.5636967;19.899302;0.7096454
2021-10-18T05:00:00+0100;0.0;180000.0;7100.0;59500.0;128400.0;180000.0;0.0;0.0;0.0;-1.8461975097656025;-5.5605400685178175e-14;1.1143134;37.672127;0.70924896
2021-10-18T06:00:00+0100;3900.0;210000.0;5400.0;67700.0;156800.0;210000.0;0.0;0.0;0.0;-1.9205078124999773;0.0;1.270196;35.349243;0.70981354
2021-10-18T07:00:00+0100;6800.0;190000.0;5600.0;61300.0;170000.0;190000.0;0.0;0.0;500.0;-2.1247314453124773;27.813333333333333;0.8079361;59.333366;0.7139793
2021-10-18T08:00:00+0100;4500.0;160000.0;7800.000000000001;48000.0;160400.0;160000.0;0.0;0.0;2200.0;-1.7869628906249773;123.77777777777776;0.9958364;335.3861;0.7037101
2021-10-18T09:00:00+0100;800.0;140000.0;2700.0;43500.0;148000.0;140000.0;0.0;0.0;5800.0;-0.2712768554687272;216.88888888888889;0.9493805;302.3744;0.6707051
2021-10-18T10:00:00+0100;0.0;130000.0;7900.0;42600.0;142800.0;130000.0;0.0;0.0;9500.0;1.9949584960937727;275.55305555555555;0.5637284;282.16174;0.6220603
2021-10-18T11:00:00+0100;0.0;120000.0;3400.0;37300.0;136800.0;120000.0;0.0;0.0;10500.0;3.930108642578148;290.27125;0.6169052;216.16763;0.59474635
2021-10-18T12:00:00+0100;0.0;100000.0;7200.0;30100.0;129600.0;100000.0;0.0;0.0;11400.0;5.171899414062523;272.33569444444447;1.3022852;201.29442;0.5859422
2021-10-18T13:00:00+0100;0.0;100000.0;4400.0;33900.0;120800.0;100000.0;0.0;0.0;9500.0;6.189569091796898;231.5884722222222;1.0047153;196.66386;0.5797469
2021-10-18T14:00:00+0100;0.0;120000.0;6400.0;36700.0;119600.0;120000.0;0.0;0.0;6900.0;7.046990966796898;178.79541666666665;1.0384557;195.97984;0.5636644
2021-10-18T15:00:00+0100;0.0;110000.0;4199.999999999999;33500.0;120800.0;110000.0;0.0;0.0;3400.0;7.071527099609398;86.90274305555556;0.5004873;198.28664;0.5591173
2021-10-18T16:00:00+0100;0.0;120000.0;5900.0;39300.0;116400.0;120000.0;0.0;0.0;600.0;6.750115966796898;25.42222222222222;0.5448905;352.9253;0.6901754
2021-10-18T17:00:00+0100;0.0;150000.0;5500.0;43900.0;116400.0;150000.0;0.0;0.0;0.0;5.413171386718773;0.0355555555555555;1.6290063;359.82513;0.6698354
2021-10-18T18:00:00+0100;0.0;150000.0;5500.0;45000.0;111600.0;150000.0;0.0;0.0;100.0;4.236932373046898;0.0;1.9195086;10.638822;0.6552937
2021-10-18T19:00:00+0100;0.0;130000.0;4800.0;40700.0;106400.0;130000.0;0.0;0.0;0.0;3.5349975585937727;0.0;2.0176349;16.02535;0.65224195
2021-10-18T20:00:00+0100;0.0;60000.0;5200.0;19700.0;58400.0;60000.0;0.0;0.0;0.0;3.200128173828148;0.0;2.030592;15.573647;0.6595509
2021-10-18T21:00:00+0100;0.0;60000.0;2900.0;17400.0;53600.0;60000.0;0.0;0.0;0.0;3.172296142578148;1.3907305091493468e-14;1.9298397;19.864695;0.6689197
2021-10-18T22:00:00+0100;0.0;60000.0;3700.0;15400.0;52000.0;60000.0;0.0;0.0;0.0;3.1178833007812727;1.3895462712564132e-14;1.6406832;25.978216;0.6975454
2021-10-18T23:00:00+0100;0.0;60000.0;2900.0000000000005;15600.0;52000.0;60000.0;0.0;0.0;0.0;3.120172119140648;1.3903361486791412e-14;1.5459055;33.091022;0.707891
2021-10-19T00:00:00+0100;0.0;70000.0;3200.0;22500.0;59200.0;70000.0;0.0;0.0;100.0;3.1528564453125227;1.3871781809646519e-14;1.3000034;27.420544;0.72284424
2021-10-19T01:00:00+0100;0.0;80000.0;4000.0;21100.0;59200.0;80000.0;0.0;0.0;0.0;3.4039550781250227;1.3903353776909295e-14;1.0537634;17.70418;0.73763025
2021-10-19T02:00:00+0100;100.0;70000.0;3600.0;19900.0;56400.0;70000.0;0.0;0.0;0.0;3.210992431640648;1.3903361486791412e-14;1.2952561;9.022584;0.8106897
2021-10-19T03:00:00+0100;0.0;70000.0;4800.000000000001;20800.0;59200.0;70000.0;0.0;0.0;0.0;2.5351196289062727;1.3942838010693062e-14;1.4313357;27.913307;0.92975426
2021-10-19T04:00:00+0100;0.0;150000.0;2700.0;48200.0;102000.0;150000.0;0.0;0.0;0.0;1.851129150390648;1.4084956195197723e-14;1.9518269;44.24247;0.958258
2021-10-19T05:00:00+0100;0.0;190000.0;9100.0;57500.0;150800.0;190000.0;0.0;0.0;100.0;1.4398437500000227;-5.58424101712893e-14;2.34278;70.490715;0.9703268
2021-10-19T06:00:00+0100;0.0;180000.0;4100.0;58000.0;167600.0;180000.0;0.0;0.0;0.0;1.1625915527343975;0.0;2.1465504;65.745514;0.9896754
2021-10-19T07:00:00+0100;0.0;180000.0;8300.0;54300.0;154800.0;180000.0;0.0;0.0;0.0;1.3325439453125227;0.4622222222222222;2.5686088;46.390076;0.96541506
2021-10-19T08:00:00+0100;0.0;160000.0;2500.0;49100.0;155200.0;160000.0;0.0;0.0;0.0;1.6148620605468975;2.897777777777778;3.4569826;50.500744;0.9500644
2021-10-19T09:00:00+0100;0.0;150000.0;11200.0;43900.0;162800.0;150000.0;0.0;0.0;200.0;1.8055053710937727;6.595555555555555;3.4035027;43.510002;0.9408475
2021-10-19T10:00:00+0100;0.0;150000.0;2800.0;43900.0;149600.0;150000.0;0.0;0.0;400.0;2.0936523437500227;4.933070746527778;3.3278759;36.65583;0.93866545
2021-10-19T11:00:00+0100;0.0;110000.0;7500.0;38600.0;171200.0;125100.0;0.0;15100.0;700.0;2.3321472167968977;5.258550347222222;2.3476472;38.70777;0.9531307
2021-10-19T12:00:00+0100;0.0;120000.0;7600.0;38900.0;182800.0;142100.0;0.0;22100.0;600.0;2.521173095703148;6.173344184027778;2.1285384;30.258215;0.96762615
2021-10-19T13:00:00+0100;0.0;120000.0;4800.000000000001;38900.0;167600.0;146900.0;0.0;26900.0;500.0;2.723321533203148;6.274631076388889;1.6375968;28.265692;0.98134327
2021-10-19T14:00:00+0100;0.0;120000.0;6199.999999999999;38800.0;151600.0;137700.0;0.0;17700.0;500.0;2.782037353515648;5.608962673611111;1.6302135;32.654778;0.99336696
2021-10-19T15:00:00+0100;0.0;120000.0;4800.0;39100.0;159600.0;147700.0;0.0;27700.0;100.0;2.8732849121093977;2.631111111111111;1.4818316;31.474596;0.9942214
2021-10-19T16:00:00+0100;0.0;120000.0;7800.0;39100.0;154800.0;150900.0;0.0;30900.0;100.0;2.7979675292968977;0.5511111111111111;1.7154397;38.283257;0.9941
2021-10-19T17:00:00+0100;0.0;120000.0;2100.0;39000.0;138800.0;144200.0;0.0;24200.0;0.0;2.8718200683593977;0.0;1.9308182;35.957184;0.99452806
2021-10-19T18:00:00+0100;0.0;120000.0;7800.000000000001;39100.0;155600.0;155500.0;0.0;35500.0;0.0;2.845880126953148;0.0;2.0529437;27.058601;0.99477243
2021-10-19T19:00:00+0100;0.0;120000.0;2800.0;39100.0;140800.0;155100.0;0.0;35100.0;0.0;2.9261718750000227;0.0;1.9586065;28.642962;0.9979618
2021-10-19T20:00:00+0100;0.0;80000.0;6300.0;26700.0;84000.0;91400.0;0.0;11400.0;0.0;3.1071411132812727;0.0;1.9107084;28.969793;0.99747354
2021-10-19T21:00:00+0100;0.0;80000.0;1000.0;22100.0;64400.00000000001;80000.0;0.0;0.0;0.0;3.2697692871093977;1.4531088523808383e-14;2.1880062;29.342903;0.9872501
2021-10-19T22:00:00+0100;0.0;40000.0;5500.0;13900.0;66800.0;45800.0;0.0;5800.0;100.0;3.5492187500000227;1.4503506420540352e-14;2.0350606;26.041735;0.99327743
2021-10-19T23:00:00+0100;0.0;50000.0;1000.0;15900.0;63600.0;59700.0;0.0;9700.0;0.0;3.7460571289062727;1.447987177691543e-14;1.9061778;23.207073;0.9889592
2021-10-20T00:00:00+0100;0.0;60000.0;5100.0;16100.000000000002;64800.0;69900.0;0.0;9900.0;0.0;3.9020935058593977;1.4440439584835947e-14;1.807035;23.073692;0.99014926
2021-10-20T01:00:00+0100;0.0;60000.0;1100.0;20300.0;63600.0;68500.0;0.0;8500.0;0.0;3.940118408203148;1.4440455004600182e-14;1.5298792;31.263569;0.9957343
2021-10-20T02:00:00+0100;0.0;80000.0;6400.0;22600.0;71200.0;89100.0;0.0;9100.0;0.0;3.9459167480468977;1.4424657456145617e-14;0.7202563;13.515607;0.99953365
2021-10-20T03:00:00+0100;0.0;40000.0;600.0000000000001;13700.0;68000.0;59200.0;0.0;19200.0;0.0;4.073937988281273;1.4412830496980512e-14;0.63059944;75.28756;0.99953365
2021-10-20T04:00:00+0100;0.0;110000.0;6600.0;36000.0;116000.0;130200.0;0.0;20200.0;100.0;3.985498046875023;1.4400991972992235e-14;0.53413075;41.351128;0.99936587
2021-10-20T05:00:00+0100;0.0;130000.0;4300.000000000001;39400.0;132400.0;154400.0;0.0;24400.0;0.0;4.103112792968773;-5.769080043929422e-14;0.6049561;34.958622;0.9994582
2021-10-20T06:00:00+0100;0.0;120000.0;7200.0;39300.0;151200.0;145600.0;0.0;25600.0;0.0;4.256372070312523;0.0;0.93708605;350.52225;0.9991985
2021-10-20T07:00:00+0100;0.0;120000.0;6300.0;39200.0;158400.0;134500.0;0.0;14500.0;0.0;4.423791503906273;2.008888888888889;0.6162873;173.485;0.99646723
2021-10-20T08:00:00+0100;0.0;120000.0;11300.0;39000.0;162800.0;122900.0;0.0;2900.0;700.0;4.983270263671898;12.426666666666666;0.7681872;221.2549;0.9967113
2021-10-20T09:00:00+0100;11600.0;100000.0;4300.000000000001;34200.0;162800.0;100000.0;0.0;0.0;1300.0;5.576867675781273;32.60444444444445;1.0600569;257.52026;0.9970158
2021-10-20T10:00:00+0100;17400.0;100000.0;8200.0;28800.0;156800.0;100000.0;0.0;0.0;2700.0;5.940942382812523;65.86228298611111;1.4093672;288.12582;0.9966953
2021-10-20T11:00:00+0100;11700.0;90000.0;4199.999999999999;26300.0;152000.0;90000.0;0.0;0.0;2800.0;6.689019775390648;97.87473090277778;1.4780481;282.7166;0.9963288
2021-10-20T12:00:00+0100;6000.0;80000.0;9500.0;22900.0;148800.0;80000.0;0.0;0.0;3000.0;7.648309326171898;149.2357638888889;1.9744624;257.41574;0.98972094
2021-10-20T13:00:00+0100;10800.0;90000.0;7400.0;23900.0;138800.0;90000.0;0.0;0.0;4400.0;8.540429687500023;130.25802083333335;2.0526814;236.92348;0.9634756
2021-10-20T14:00:00+0100;5000.0;70000.0;4700.0;21200.0;113600.0;70000.0;0.0;0.0;6800.0;9.650323486328148;136.89253472222222;1.7603703;239.33275;0.9499409
2021-10-20T15:00:00+0100;300.0;80000.0;6600.0;19900.0;106000.0;80000.0;0.0;0.0;4400.0;11.235772705078148;98.64888888888888;1.7943068;241.70758;0.9464772
